SN,STATE NAME,DISTRICT NAME,STATION NAME,CLASS,LAT,LON,HEIGHT(MTR),CATCH
2072,RAJASTHAN,BARAN,MANGROL, ,25.20,76.31,0243,405
2073,RAJASTHAN,BARAN,BARAN, ,25.07,76.31,0263,405
2074,RAJASTHAN,BARAN,KISHANGANJ, ,25.06,76.39,0258,405
2075,RAJASTHAN,BARAN,SHAHABAD, ,25.15,77.08,0381,407
2076,RAJASTHAN,DAUSA,DAUSA, ,26.54,76.20,0335,403
2077,RAJASTHAN,DAUSA,SIKRAI, ,26.50,76.42,0305,403
2078,RAJASTHAN,DAUSA,MAHWA %MAHWAR<, ,27.03,76.56,0238,403
2079,RAJASTHAN,DAUSA,BASWA, ,27.09,76.35,0305,403
2080,RAJASTHAN,DAUSA,LALSOT, ,26.33,76.20,0305,406
2081,RAJASTHAN,RAJASMAND,NATHDWARA, ,24.56,73.50, ,406
2082,RAJASTHAN,RAJASMAND,RAJSAMAND, ,25.04,73.53,0555,406
2083,RAJASTHAN,RAJASMAND,AMET, ,25.18,73.55,0578,406
2084,RAJASTHAN,RAJASMAND,DEOGARH, ,25.32,73.55,0630,406
2085,RAJASTHAN,RAJASMAND,BHIM %DAWER<, ,25.45,74.05, ,406
2086,RAJASTHAN,HANUMANGARH,HANUMANGARH, ,29.35,74.19,0180,202
2087,RAJASTHAN,HANUMANGARH,BHADRA, ,29.07,75.10,0201,403
2088,RAJASTHAN,HANUMANGARH,LONGWALA, , . , . , , 
2089,RAJASTHAN,KARAULI,TODABHIM, ,26.55,76.49,0274,403
2090,RAJASTHAN,KARAULI,NADOTI, ,26.40,76.50,0238,403
2091,RAJASTHAN,KARAULI,HINDAUN, ,26.43,77.01,0232,403
2092,RAJASTHAN,KARAULI,KARAULI, ,26.30,77.01,0269,403
2093,RAJASTHAN,KARAULI,SAPOTRA, ,26.17,76.45,0256,406
2094,TAMILNADU,CHENNAI,NUNGAMBAKKAM,OBSY,13.04,80.15,0006,303
2095,TAMILNADU,COIMBATORE,POLLACHI, ,10.39,77.01,0270,101
2096,TAMILNADU,COIMBATORE,UDUMALPET, ,10.35,77.15,0368,302
2097,TAMILNADU,COIMBATORE,PERIYANAICKAMPAL, ,11.09,76.57,0436,302
2098,TAMILNADU,COIMBATORE,METTUPALAYAM, ,11.18,76.57,0326,302
2099,TAMILNADU,COIMBATORE,COIMBATORE,OBSY,11.00,76.58,0409,302
2100,TAMILNADU,COIMBATORE,AVINASHI, ,11.12,77.17,0324,302
2101,TAMILNADU,COIMBATORE,SULUR, ,11.02,77.08,0329,302
2102,TAMILNADU,COIMBATORE,ANNUR, ,11.14,77.07,0102,302
2103,TAMILNADU,COIMBATORE,TIRUPPUR, ,11.06,77.21,0299,302
2104,TAMILNADU,COIMBATORE,PEELAMEDU/COI.AP,OBSY,11.02,77.03,0399,302
2105,TAMILNADU,COIMBATORE,HOSSANUR COM.UNV, , . , . , , 
2106,TAMILNADU,CUDDALORE,KATTUMANNARKOIL, ,11.17,79.33,0011,302
2107,TAMILNADU,CUDDALORE,PANRUTI, ,11.46,79.34,0024,303
2108,TAMILNADU,CUDDALORE,CUDDALORE,OBSY,11.46,79.46,0012,303
2109,TAMILNADU,CUDDALORE,PORTO NOVO, ,11.30,79.45, ,303
2110,TAMILNADU,CUDDALORE,CHIDAMBARAM, ,11.24,79.42,0004,303
2111,TAMILNADU,CUDDALORE,SRIMUSHNAM, ,11.24,79.25,0059,303
2112,TAMILNADU,CUDDALORE,VRIDDHACHALAM, ,11.30,79.20,0029,303
2113,TAMILNADU,CUDDALORE,VRIDDHACHALAM AN, ,11.29,79.25,0043,303
2114,TAMILNADU,CUDDALORE,TOLUDUR/TOZHUDUR, ,11.25,79.00,0088,303
2115,TAMILNADU,CUDDALORE,P.PETAI/PORTO NO,OBSY,11.30,79.46,0003,303
2116,TAMILNADU,DHARMAPURI,PENNAGARAM, ,12.08,77.54,0533,302
2117,TAMILNADU,DHARMAPURI,PAPPIRIDDIPATTI,REV,11.50,78.20, ,303
2118,TAMILNADU,DHARMAPURI,HARUR, ,12.03,78.30,0396,303
2119,TAMILNADU,DHARMAPURI,PALACODE, ,12.18,78.05,0493,303
2120,TAMILNADU,DHARMAPURI,DHARMAPURI,OBSY,12.08,78.02,0396,303
2121,TAMILNADU,DHARMAPURI,POCHANUR,REV, . , . , , 
2122,TAMILNADU,DINDIGUL,NILAKOTTAI, ,10.10,77.51,0276,301
2123,TAMILNADU,DINDIGUL,KODAIKANAL,OBSY,10.14,77.28,2343,301
2124,TAMILNADU,DINDIGUL,NATHAM, ,10.14,78.08,0247,301
2125,TAMILNADU,DINDIGUL,DINDIGUL, ,10.21,77.58,0280,302
2126,TAMILNADU,DINDIGUL,VEDASANDUR,REV,10.31,77.57,0076,302
2127,TAMILNADU,DINDIGUL,CHATRAPATTI, ,10.28,77.37,0323,302
2128,TAMILNADU,DINDIGUL,PALANI, ,10.27,77.31,0321,302
2129,TAMILNADU,ERODE,DHARAPURAM, ,10.44,77.32,0274,302
2130,TAMILNADU,ERODE,MULANUR, ,10.47,77.42,0220,302
2131,TAMILNADU,ERODE,SATYAMANGALAM, ,11.30,77.15,0258,302
2132,TAMILNADU,ERODE,GOBICHETTIPALAYA, ,11.28,77.26,0213,302
2133,TAMILNADU,ERODE,BHAVANI, ,11.27,77.43,0166,302
2134,TAMILNADU,ERODE,ERODE, ,11.21,77.43, ,302
2135,TAMILNADU,ERODE,PERUNDURAI, ,11.17,77.35,0294,302
2136,TAMILNADU,ERODE,KODUMUDI, ,11.05,77.52,0147,302
2137,TAMILNADU,ERODE,KANGEYAM, ,11.00,77.34,0318,302
2138,TAMILNADU,ERODE,BHAVANISAGAR, ,11.27,77.41,0357,302
2139,TAMILNADU,KANCHEEPURAM,KANCHEEPURAM, ,12.50,79.43,0084,303
2140,TAMILNADU,KANCHEEPURAM,SRIPERUMBUDUR, ,12.58,79.58,0041,303
2141,TAMILNADU,KANCHEEPURAM,CHINGLEPUT, ,12.42,79.59,0020,303
2142,TAMILNADU,KANCHEEPURAM,MADURANTHAGAM,REV,12.32,79.53,0027,303
2143,TAMILNADU,KANCHEEPURAM,COVELONG, ,12.47,80.15,0019,303
2144,TAMILNADU,KANCHEEPURAM,CHEYYUR,REV,12.21,80.01,0003,303
2145,TAMILNADU,KANCHEEPURAM,TAMBARAM AERODRO,OBSY,12.55,80.07,0029,303
2146,TAMILNADU,KANCHEEPURAM,MINAMBAKKAM AERO,OBSY,13.00,80.11,0016,303
2147,TAMILNADU,KANNIYAKUMARI,PECHIPPARAI, ,08.26,77.19,0079,101
2148,TAMILNADU,KANNIYAKUMARI,ERANIEL, ,08.12,77.19,0034,101
2149,TAMILNADU,KANNIYAKUMARI,NAGARCOIL, ,08.10,77.27,0032,101
2150,TAMILNADU,KANNIYAKUMARI,THUCKALAY,REV,08.20,77.10,0044,101
2151,TAMILNADU,KANNIYAKUMARI,KUZHITHURAI, ,08.18,77.12,0047,101
2152,TAMILNADU,KANNIYAKUMARI,BHOOTHAPANDI, ,08.16,77.26,0040,101
2153,TAMILNADU,KANNIYAKUMARI,MYLAUDY, ,08.09,77.30,0027,101
2154,TAMILNADU,KANNIYAKUMARI,KANYAKUMARI,OBSY,08.05,77.30,0036,101
2155,TAMILNADU,KANNIYAKUMARI,THOVALAI, , . , . , , 
2156,TAMILNADU,KARUR,ARAVAKURICHI, ,10.46,77.55,0198,302
2157,TAMILNADU,KARUR,KULITHALAI, ,10.55,78.25,0090,302
2158,TAMILNADU,KARUR,KARUR,REV,10.58,78.05,0119,302
2159,TAMILNADU,KARUR,MAYANUR, ,10.56,78.15,0104,302
2160,TAMILNADU,KARUR,K. PARAMATHI,OBSY,10.57,78.05,0181,302
2161,TAMILNADU,KARUR,KADAVYR,REV,10.39,78.14,0119,302
2162,TAMILNADU,KARUR,PANCHAPATTI,REV,10.49,78.08,0134,302
2163,TAMILNADU,KARUR,THOGAMALAI,REV, . , . , , 
2164,TAMILNADU,MADURAI,PERAIYUR,REV,09.44,77.47,1250,301
2165,TAMILNADU,MADURAI,TIRUMANGALAM,REV,09.49,77.59,0125,301
2166,TAMILNADU,MADURAI,USILAMPATTI,REV,09.58,77.47,0209,301
2167,TAMILNADU,MADURAI,MADURAI/T.SOUTH,OBSY,09.55,78.07,0133,301
2168,TAMILNADU,MADURAI,CHITTAMPATTI,PWD,09.59,78.14,0153,301
2169,TAMILNADU,MADURAI,MADURAI AERO,OBSY,09.50,78.05,0131,301
2170,TAMILNADU,MADURAI,SHOLAVANDAN, ,10.01,77.58,0165,301
2171,TAMILNADU,MADURAI,VADIPATTI,REV,10.05,77.55,0209,301
2172,TAMILNADU,MADURAI,MELUR,REV,10.03,78.20,0149,301
2173,TAMILNADU,MADURAI,METTUPATTI, ,10.10,78.05,0181,301
2174,TAMILNADU,NAGAPATTINAM,NAGAPATTINAM,OBSY,10.46,79.51,0009,301
2175,TAMILNADU,NAGAPATTINAM,VEDARANNIYAM, ,10.22,79.50,0004,301
2176,TAMILNADU,NAGAPATTINAM,VEDARANNIYAM,OBSY,10.22,79.51,0004,301
2177,TAMILNADU,NAGAPATTINAM,SIRKALI, ,11.15,79.44,0004,302
2178,TAMILNADU,NAGAPATTINAM,M.THURAI/MAYURAM, ,11.06,79.39,0013,302
2179,TAMILNADU,NAMAKKAL,TIRUCHENGODE, ,11.23,77.54,0268,302
2180,TAMILNADU,NAMAKKAL,KUMARAPALAYAM,REV,11.26,77.42,0187,302
2181,TAMILNADU,NAMAKKAL,RASIPURAM, ,11.27,78.11,0274,302
2182,TAMILNADU,NAMAKKAL,NAMAKKAL, ,11.13,78.10,0261,302
2183,TAMILNADU,NAMAKKAL,PARAMATHI, ,11.10,78.02,0125,302
2184,TAMILNADU,NAMAKKAL,SENDAMANGALAM, ,11.17,78.14,0261,302
2185,TAMILNADU,NAMAKKAL,MANGALAPURAM,REV,11.20,78.33, ,302
2186,TAMILNADU,NILGIRIS,GUDALUR, ,11.30,76.30,1052,101
2187,TAMILNADU,NILGIRIS,NADUVATTAM, ,11.28,76.33,1950,302
2188,TAMILNADU,NILGIRIS,OOTACAMUND,OBSY,11.24,76.44,2249,302
2189,TAMILNADU,NILGIRIS,KUNDHA %KAILKUND, ,11.16,76.39,1631,302
2190,TAMILNADU,NILGIRIS,KETTY, ,11.23,76.46,2042,302
2191,TAMILNADU,NILGIRIS,COONOOR,OBSY,11.21,76.48,1745,302
2192,TAMILNADU,NILGIRIS,KOTHAGIRI, ,11.26,76.52,1908,302
2193,TAMILNADU,PERAMBALUR,VEMBAVUR,REV,10.29,78.34,0840,302
2194,TAMILNADU,PERAMBALUR,PERUMBALUR, ,11.14,78.52,0840,302
2195,TAMILNADU,PERAMBALUR,JAYAMKONDAM,REV,11.13,79.22,0245,302
2196,TAMILNADU,PERAMBALUR,ARIYALUR,OBSY,11.00,79.00,0075,302
2197,TAMILNADU,PUDUKOTTAI,ARANTANGI, ,10.11,78.59,0045,301
2198,TAMILNADU,PUDUKOTTAI,PUDUKKOTTAI, ,10.23,78.49,0197,301
2199,TAMILNADU,PUDUKOTTAI,TIRUMAYAM, ,10.15,78.45,0093,301
2200,TAMILNADU,PUDUKOTTAI,PERUNGALUR, ,10.29,78.55,0080,301
2201,TAMILNADU,PUDUKOTTAI,ALANGUDI, ,10.22,78.59,0045,301
2202,TAMILNADU,PUDUKOTTAI,ARIMALAM,AGRI,10.15,78.54, ,301
2203,TAMILNADU,PUDUKOTTAI,KARAMBAKKUDI, ,10.27,79.09,0045,301
2204,TAMILNADU,PUDUKOTTAI,ILUPPUR, ,10.31,78.37,0132,302
2205,TAMILNADU,PUDUKOTTAI,KULATTUR/KEERANU,R,10.42,78.33,0037,302
2206,TAMILNADU,PUDUKOTTAI,VIRALIMALAI, ,10.36,78.33,0179,302
2207,TAMILNADU,PUDUKOTTAI,KANDARVAKOTTAI,REV, . , . , , 
2208,TAMILNADU,RAMANATHAPURA,TIRUVADANAI, ,09.47,78.55,0006,301
2209,TAMILNADU,RAMANATHAPURA,PARAMAKUDI, ,09.33,78.35,0032,301
2210,TAMILNADU,RAMANATHAPURA,RAMANATHAPURAM, ,09.23,78.50,0023,301
2211,TAMILNADU,RAMANATHAPURA,MUDUKULATHUR, ,09.21,78.31,0027,301
2212,TAMILNADU,RAMANATHAPURA,KAMUTHI, ,09.25,78.22,0030,301
2213,TAMILNADU,RAMANATHAPURA,KADALADI,REV,09.13,78.29, ,301
2214,TAMILNADU,RAMANATHAPURA,PAMBAN,OBSY,09.16,79.18,0011,301
2215,TAMILNADU,RAMANATHAPURA,TONDI,OBSY,09.44,79.02,0005,301
2216,TAMILNADU,SALEM,SANKARIDURG, ,11.28,77.52,0268,302
2217,TAMILNADU,SALEM,OMALUR, ,11.45,78.03,0065,302
2218,TAMILNADU,SALEM,SALEM,OBSY,11.39,78.10,0278,302
2219,TAMILNADU,SALEM,YERCAUD, ,11.47,78.13,1402,302
2220,TAMILNADU,SALEM,THAMMAMPATTY, ,11.27,78.30,0240,303
2221,TAMILNADU,SALEM,ATTUR, ,11.36,78.37,0226,303
2222,TAMILNADU,SALEM,VAZHAPADI,REV,11.40,78.24,0301,303
2223,TAMILNADU,SIVAGANGA,SIVAGANGA, ,09.51,78.29, ,301
2224,TAMILNADU,SIVAGANGA,TIRUPPUVANAM, ,09.50,78.15, ,301
2225,TAMILNADU,SIVAGANGA,MANAMATHURAI, ,09.42,78.28, ,301
2226,TAMILNADU,SIVAGANGA,ILLAYANKUDI,REV,09.38,78.38,0030,301
2227,TAMILNADU,SIVAGANGA,DEVAKOTTAI,REV,09.57,78.49, ,301
2228,TAMILNADU,SIVAGANGA,THIRUPPATHUR,REV,10.07,78.36, ,301
2229,TAMILNADU,SIVAGANGA,KARAIKUDI,OBSY,10.04,78.48,0092,301
2230,TAMILNADU,TANJAVUR,PATTUKKOTTAI,AGRI,10.26,79.19,0023,301
2231,TAMILNADU,TANJAVUR,ADIRAMAPATNAM,OBSY,10.20,79.23,0006,301
2232,TAMILNADU,TANJAVUR,ORATHANADU ANI.H, ,10.35,79.15,0038,301
2233,TAMILNADU,TANJAVUR,TIRUKKATTUPALLI, ,10.51,78.58,0054,302
2234,TAMILNADU,TANJAVUR,KUMBHAKONAM, ,10.58,79.22,0025,302
2235,TAMILNADU,TANJAVUR,PAPANASAM, ,10.55,79.16,0031,302
2236,TAMILNADU,TANJAVUR,TIRUVAIYARU, ,10.53,79.06,0042,302
2237,TAMILNADU,TANJAVUR,VALLAM, ,10.43,79.04,0046,302
2238,TAMILNADU,TANJAVUR,TANJAVUR,OBSY,10.47,79.08,0068,302
2239,TAMILNADU,TANJAVUR,THIRUVIDALMARTHU,REV, . , . , , 
2240,TAMILNADU,THENI,UTHAMAPALAYAM,REV,09.48,77.20,0426,301
2241,TAMILNADU,THENI,PERIAKULAM,REV,10.07,77.32,0287,301
2242,TAMILNADU,THENI,ANDIPATTI,REV,10.00,77.39,0190,301
2243,TAMILNADU,THENI,THENI,REV, . , . , , 
2244,TAMILNADU,TIRUCHIRAPALLI,MUSIRI, ,10.57,78.27,0289,302
2245,TAMILNADU,TIRUCHIRAPALLI,LALGUDI,REV,10.52,78.50,0192,302
2246,TAMILNADU,TIRUCHIRAPALLI,TIRUCHI.PALLI(A),OBSY,10.46,78.43,0088,302
2247,TAMILNADU,TIRUCHIRAPALLI,MANAPPARAI, ,10.36,78.25,0154,302
2248,TAMILNADU,TIRUCHIRAPALLI,MARUNGAPURI,REV,10.26,78.24,0156,302
2249,TAMILNADU,TIRUCHIRAPALLI,PULLAMBADI, ,10.58,78.55,0206,302
2250,TAMILNADU,TIRUCHIRAPALLI,TIRUCHI TOWN,OBSY,10.46,78.43,0082,302
2251,TAMILNADU,TIRUCHIRAPALLI,TURAIYUR, ,11.09,78.36,0137,302
2252,TAMILNADU,TIRUCHIRAPALLI,CHETTIKULAM, ,11.09,78.48,0840,302
2253,TAMILNADU,TIRUCHIRAPALLI,THATHAIENGARPET, ,11.08,78.27,0289,302
2254,TAMILNADU,TIRUNELVELI,TENKASI, ,08.57,77.19,0191,301
2255,TAMILNADU,TIRUNELVELI,AMBASAMUDRAM, ,08.42,77.26,0064,301
2256,TAMILNADU,TIRUNELVELI,PALAYANKOTTAI,OBSY,08.44,77.45,0051,301
2257,TAMILNADU,TIRUNELVELI,NANGUNERI, ,08.29,77.39,0119,301
2258,TAMILNADU,TIRUNELVELI,RADHAPURAM, ,08.16,77.41,0008,301
2259,TAMILNADU,TIRUNELVELI,SHENCOTTAH, ,08.58,77.15,0172,301
2260,TAMILNADU,TIRUNELVELI,CHERANMAHADEVI, ,08.40,77.33,0056,301
2261,TAMILNADU,TIRUNELVELI,MANIMUTHAR, ,08.35,77.25,0076,301
2262,TAMILNADU,TIRUNELVELI,SANKARANKOIL, ,09.10,77.33,0152,301
2263,TAMILNADU,TIRUNELVELI,SIVAGIRI,REV,09.20,77.26,0163,301
2264,TAMILNADU,TIRUNELVELI,KADAYANALLUR, ,09.05,77.21,0204,301
2265,TAMILNADU,TIRUNELVELI,AYIKUDI, ,09.00,77.20,0161,301
2266,TAMILNADU,THIRUVALLUR,TIRUVALLUR, ,13.08,79.55,0013,303
2267,TAMILNADU,THIRUVALLUR,TIRUTANI, ,13.11,79.37,0085,303
2268,TAMILNADU,THIRUVALLUR,R.K. PET, ,13.09,79.26,0085,303
2269,TAMILNADU,THIRUVALLUR,POONDI, ,13.25,79.45,0064,303
2270,TAMILNADU,THIRUVALLUR,PONNERI, ,13.19,80.12,0011,303
2271,TAMILNADU,THIRUVALLUR,POONAMALLEE,REV,13.02,80.07,0009,303
2272,TAMILNADU,THIRUVALLUR,RED HILLS, ,13.10,80.11,0016,303
2273,TAMILNADU,TIRUVANNAMALAI,CHENGAM, ,12.18,78.47,0281,303
2274,TAMILNADU,TIRUVANNAMALAI,SATHANUR�� PROJ, ,12.10,78.50, ,303
2275,TAMILNADU,TIRUVANNAMALAI,POLUR, ,12.31,79.08,0566,303
2276,TAMILNADU,TIRUVANNAMALAI,ARNI, ,12.40,79.18,0214,303
2277,TAMILNADU,TIRUVANNAMALAI,WANDIWASH, ,12.30,79.37,0076,303
2278,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI, ,12.14,79.05,0167,303
2279,TAMILNADU,THIRUVARUR,VALANGIMAN, ,10.52,79.23,0024,301
2280,TAMILNADU,THIRUVARUR,KODAVASAL, ,10.51,79.29,0026,301
2281,TAMILNADU,THIRUVARUR,NANNILAM, ,10.53,79.37,0018,301
2282,TAMILNADU,THIRUVARUR,TIRUVARUR, ,10.46,79.39,0014,301
2283,TAMILNADU,THIRUVARUR,TIRUTHURAIPNDI, ,10.32,79.39,0011,301
2284,TAMILNADU,THIRUVARUR,MUTHUPET, ,10.24,79.30,0005,301
2285,TAMILNADU,THIRUVARUR,MANNARGUDI, ,10.40,79.27,0016,301
2286,TAMILNADU,THIRUVARUR,NEEDAMANGALAM, ,10.46,79.26,0021,301
2287,TAMILNADU,THOOTHUKUDI,SATTANKULAM, ,08.27,77.55,0013,301
2288,TAMILNADU,THOOTHUKUDI,SRIVAIKUNTAM, ,08.38,77.55,0012,301
2289,TAMILNADU,THOOTHUKUDI,TOOTHUKUDI, ,08.48,78.09,0004,301
2290,TAMILNADU,THOOTHUKUDI,OTTAPIDARAM, ,08.55,78.02,0021,301
2291,TAMILNADU,THOOTHUKUDI,TIRUCHENDUR, ,08.30,78.07,0002,301
2292,TAMILNADU,THOOTHUKUDI,TOOTHUKUDI,OBSY,08.48,78.09,0004,301
2293,TAMILNADU,THOOTHUKUDI,KOVILPATTI RRS, ,09.12,77.53,0088,301
2294,TAMILNADU,THOOTHUKUDI,VILATHIKULAM, ,09.09,78.10,0021,301
2295,TAMILNADU,THOOTHUKUDI,SURANGUDI,REV, . , . , , 
2296,TAMILNADU,VELLORE,AMBUR, ,12.48,78.43,0323,303
2297,TAMILNADU,VELLORE,GUDIYATHAM, ,12.58,78.52,0266,303
2298,TAMILNADU,VELLORE,VANIYAMBADI, ,12.41,78.38,0351,303
2299,TAMILNADU,VELLORE,TIRUPATTUR, ,12.29,78.35,0338,303
2300,TAMILNADU,VELLORE,TIRUPATTUR,OBSY,12.29,78.34,0390,303
2301,TAMILNADU,VELLORE,ALANGAYAM FOREST, ,12.32,78.45, ,303
2302,TAMILNADU,VELLORE,VELLORE,OBSY,12.55,79.09,0214,303
2303,TAMILNADU,VELLORE,SHOLINGUR, ,13.07,79.26,0127,303
2304,TAMILNADU,VELLORE,ARKONAM, ,13.05,79.40,0051,303
2305,TAMILNADU,VELLORE,POINEY ANICUT, ,13.05,79.16,0224,303
2306,TAMILNADU,VILLUPURAM,KALLAKURICHI,REV,11.44,78.56, ,303
2307,TAMILNADU,VILLUPURAM,SANKARAPURAM,REV,11.53,78.55,0198,303
2308,TAMILNADU,VILLUPURAM,VILLUPURAM, ,11.56,79.30,0044,303
2309,TAMILNADU,VILLUPURAM,ULUNDURPET, ,11.42,79.17,0213,303
2310,TAMILNADU,VILLUPURAM,TIRUKOILUR, ,11.58,79.13,0317,303
2311,TAMILNADU,VILLUPURAM,GINGEE, ,12.15,79.26,0023,303
2312,TAMILNADU,VILLUPURAM,TINDIVANAM, ,12.15,79.39,0044,303
2313,TAMILNADU,VILLUPURAM,VANUR, ,12.02,79.45,0166,303
2314,TAMILNADU,VIRUDHUNAGAR,WATRAP, ,09.38,77.38, ,301
2315,TAMILNADU,VIRUDHUNAGAR,SRIVILLIPUTHUR, ,09.31,77.38, ,301
2316,TAMILNADU,VIRUDHUNAGAR,SIVAKASI, ,09.27,77.41, ,301
2317,TAMILNADU,VIRUDHUNAGAR,VIRUDHUNAGAR, ,09.35,77.58, ,301
2318,TAMILNADU,VIRUDHUNAGAR,SATTUR, ,09.22,77.55, ,301
2319,TAMILNADU,VIRUDHUNAGAR,RAJAPALAYAM,REV,09.25,77.30, ,301
2320,TAMILNADU,VIRUDHUNAGAR,ARUPPUKOTTAI,OBSY,09.30,78.05,0067,301
2321,TAMILNADU,KRISHNAGIRI,DENKANIKOTTAI, ,12.32,77.47,0892,302
2322,TAMILNADU,KRISHNAGIRI,HOSUR, ,12.43,77.50,0949,303
2323,TAMILNADU,KRISHNAGIRI,RAYAKOTTAH, ,12.31,78.03,0896,303
2324,TAMILNADU,KRISHNAGIRI,KRISHNAGIRI, ,12.32,78.14,0224,303
2325,TAMILNADU,KRISHNAGIRI,UTHANGARAI, ,12.15,78.33,0366,303
2326,TAMILNADU,KRISHNAGIRI,BARUR, ,12.20,78.19,0462,303
2327,TAMILNADU,KRISHNAGIRI,SHOLAGIRI,REV,12.39,78.01, ,303
2328,TRIPURA,NORTH TRIPURA,DHARMANAGAR, ,24.23,92.10,0021,326
2329,TRIPURA,NORTH TRIPURA,KAILASHAHAR AERO,OBSY,24.19,92.00,0029,326
2330,TRIPURA,SOUTH TRIPURA,BELONIA, ,23.15,91.28,0016,326
2331,TRIPURA,SOUTH TRIPURA,SABROOM, ,23.01,91.44,0031,326
2332,TRIPURA,SOUTH TRIPURA,UDAIPUR, ,23.32,91.30,0025,326
2333,TRIPURA,WEST TRIPURA,SONAMURA, ,23.28,91.17,0031,326
2334,TRIPURA,WEST TRIPURA,AGARTALA AERO,OBSY,23.53,91.15,0016,326
2335,TRIPURA,WEST TRIPURA,ARUNDHATINAGAR, ,23.42,91.15, ,326
2336,TRIPURA,WEST TRIPURA,KHOWAI, ,24.05,91.37,0034,326
2337,UNION.T,DADRA N. HAVELI,NAROLI, ,20.18,72.58,0152,102
2338,UNION.T,DADRA N. HAVELI,SILVASSA, ,20.18,73.03,0152,102
2339,UNION.T,DADRA N. HAVELI,KHANVEL, ,20.08,73.03,0152,102
2340,UNION.T,DADRA N. HAVELI,DUDHANI, ,20.13,73.08,0152,102
2341,UNION.T,DADRA N. HAVELI,KILAVANI, ,20.18,73.03,0152,102
2342,UNION.T,DADRA N. HAVELI,MADHBUN, , . , . , , 
2343,UNION.T,DAMAN,DAMAN, ,20.25,72.51,0012,102
2344,UNION.T,DIU,DIU,OBSY,20.43,70.55,0015,107
2345,UNION.T,PUDUCHERRY,KARAIKAL,OBSY,10.55,79.50,0007,301
2346,UNION.T,PUDUCHERRY,PUDUCHERRY,OBSY,11.55,79.50,0006,303
2347,UNION.T,CHANDIGARH,CHANDIGARH,OBSY,30.44,76.53,0347,202
2348,U.P.,AGRA,KHAIRAGAR/KERUCY, ,26.56,77.48,0192,403
2349,U.P.,AGRA,BAH, ,26.53,78.36, ,403
2350,U.P.,AGRA,FAT SIKRI/KIROLI, ,27.05,77.40,0163,403
2351,U.P.,AGRA,AGRA AERO(IAF),OBSY,27.09,77.58,0168,403
2352,U.P.,AGRA,AGRA,OBSY,27.10,78.02,0169,403
2353,U.P.,AGRA,AGRA,HYDRO, . , . , , 
2354,U.P.,ALIGARH,ATRAULI, ,28.02,78.17,0184,401
2355,U.P.,ALIGARH,KHAIR, ,27.56,77.50,0188,403
2356,U.P.,ALIGARH,ALIGARH,OBSY,27.53,78.04,0187,403
2357,U.P.,ALLAHABAD,CHHATANG,HYDRO,25.26,81.55,0098,402
2358,U.P.,ALLAHABAD,ALLAHABAD/ PBO,OBSY,25.27,81.44,0098,402
2359,U.P.,ALLAHABAD,HANDIA, ,25.23,82.11,0090,409
2360,U.P.,ALLAHABAD,MEJA, ,25.09,82.06,0183,409
2361,U.P.,AMBEDKAR NAGAR,AKBARPUR, ,26.25,82.32,0200,409
2362,U.P.,AURAIYA,BIDHUNA, ,26.48,79.31,0135,408
2363,U.P.,AURAIYA,AURAIYA, ,26.28,79.31,0139,408
2364,U.P.,AURAIYA,AURAIYA,HYDRO,26.26,79.25,0096,408
2365,U.P.,AZAMGARH,DEOGAON LALGANJ, ,25.44,82.59,0081,409
2366,U.P.,AZAMGARH,MAHUL PNULPUR, ,26.05,82.52,0076,409
2367,U.P.,AZAMGARH,AZAMGARH,OBSY,26.03,83.13,0078,409
2368,U.P.,BAGHPAT,BAGHPAT, ,28.57,77.13,0183,403
2369,U.P.,BAHRAICH,BAHRAICH, ,27.32,81.36, ,411
2370,U.P.,BAHRAICH,KAISERGANJ, ,27.15,81.33, ,411
2371,U.P.,BAHRAICH,NAVPARA, ,27.52,81.30, ,411
2372,U.P.,BAHRAICH,KAKARDARI,HYDRO,27.51,81.49,0118,411
2373,U.P.,BAHRAICH,KATERNIAGHAT,HYDRO,28.15,81.06,0136,411
2374,U.P.,BALLIA,RASRA, ,25.52,83.51,0064,409
2375,U.P.,BALLIA,BANSDIH, ,25.53,84.14,0029,409
2376,U.P.,BALLIA,BALLIA,OBSY,25.45,84.10,0064,409
2377,U.P.,BALLIA,GAIKGHAT,HYDRO,25.45,84.10,0058,409
2378,U.P.,BALLIA,TURTIPAR,HYDRO,26.10,83.53,0071,411
2379,U.P.,BALRAMPUR,UTARALA, ,27.19,82.25,0116,411
2380,U.P.,BALRAMPUR,BALRAMPUR,HYDRO,27.27,82.12,0098,411
2381,U.P.,BANDA,BEBERU, ,25.33,80.43, ,408
2382,U.P.,BANDA,BADUSA, ,25.15,80.39,0131,408
2383,U.P.,BANDA,BANDA,OBSY,25.28,80.22,0121,408
2384,U.P.,BANDA,CHILAGHAT,HYDRO,25.33,80.47,0117,408
2385,U.P.,BANDA,BANDA,HYDRO, . , . , , 
2386,U.P.,BARA BANKI,HAIDARGARH, ,26.36,81.22, ,409
2387,U.P.,BARA BANKI,BARA BANKI,OBSY,26.56,81.11,0109,409
2388,U.P.,BARA BANKI,FATEHPUR, ,27.10,81.13,0125,411
2389,U.P.,BARA BANKI,ELGIN BRIDGE,HYDRO,27.05,81.29,0119,411
2390,U.P.,BAREILLY,BAREILLY, ,28.22,79.26,0180,401
