SN,STATE NAME,DISTRICT NAME,STATION NAME,CLASS,LAT,LON,HEIGHT(MTR),CATCH
672,HARYANA,AMBALA,NARAINGARH, ,30.28,77.08,0330,202
673,HARYANA,GURGAON,FEROZEPUR%JHIRKA, ,27.48,76.58,0205,403
674,HARYANA,GURGAON,FARUKHNAGAR, ,28.27,76.50,0220,403
675,HARYANA,GURGAON,PATAUDI, ,28.19,76.47,0280,403
676,HARYANA,GURGAON,NUH, ,28.07,77.01,0190,403
677,HARYANA,GURGAON,SOHANA, ,28.15,77.05,0230,403
678,HARYANA,GURGAON,GURGAON, ,28.28,77.02,0229,403
679,HARYANA,HISSAR,FATEHABAD, ,29.31,75.27,0211,403
680,HARYANA,HISSAR,HISSAR, ,29.09,75.44,0210,403
681,HARYANA,HISSAR,HANSI, ,29.06,75.58,0215,403
682,HARYANA,HISSAR,TOHANA, ,29.42,75.55,0227,403
683,HARYANA,HISSAR,OKLANA, ,29.42,76.01, ,403
684,HARYANA,HISSAR,RATTIA/ALAWALAS, , . , . , , 
685,HARYANA,JIND,JIND, ,29.18,76.19,0225,403
686,HARYANA,JIND,NARWANA, ,29.36,76.07,0225,403
687,HARYANA,JIND,JULANA, , . , . , , 
688,HARYANA,JIND,UCHANA, , . , . , , 
689,HARYANA,KARNAL,KARNAL, ,29.42,77.00,0245,403
690,HARYANA,KARNAL,NILOKHERI, , . , . , , 
691,HARYANA,MAHENDRAGARH,DADRI, ,28.36,76.16,0216,403
692,HARYANA,MAHENDRAGARH,MAHENDRAGARH, ,28.16,76.09,0263,403
693,HARYANA,MAHENDRAGARH,NARNAUL, ,28.03,76.07,0302,403
694,HARYANA,ROHTAK,ROHTAK, ,28.54,76.35,0219,403
695,HARYANA,ROHTAK,JHAJJAR, ,28.36,76.39,0214,403
696,HARYANA,ROHTAK,SALHAWAS, ,28.27,76.28,0220,403
697,HARYANA,ROHTAK,BERI%BERIKHAS, ,28.42,76.34,0216,403
698,HARYANA,ROHTAK,SAMPLA, ,28.46,76.46,0217,403
699,HARYANA,ROHTAK,BAHADURGARH,HYDRO,28.42,76.56, ,403
700,HARYANA,ROHTAK,GOHANA, ,29.08,76.42,0226,403
701,HARYANA,BHIWANI,SIWANI%SOWANI<, ,28.54,75.37,0207,403
702,HARYANA,BHIWANI,LOHARU, ,28.26,75.49,0269,403
703,HARYANA,BHIWANI,BHIWANI, ,28.48,76.08,0215,403
704,HARYANA,BHIWANI,CHARKHIDADRI, ,28.36,76.16,0216,403
705,HARYANA,FARIDABAD,HODAL, ,27.53,77.22, ,403
706,HARYANA,FARIDABAD,PALWAL, ,28.09,77.20,0195,403
707,HARYANA,FARIDABAD,BALLABGARH, ,28.20,77.20,0200,403
708,HARYANA,FARIDABAD,HATTIN, ,28.03,77.14,0200,403
709,HARYANA,FARIDABAD,FARIDABAD, , . , . , , 
710,HARYANA,KURUKSHTRA,THANESAR, ,29.59,76.50,0254,202
711,HARYANA,KURUKSHTRA,PEHOWA, ,29.59,76.50,0254,202
712,HARYANA,SIRSA,ELLENABAD,HYDRO,29.30,74.40,0190,202
713,HARYANA,SIRSA,SIRSA, ,29.32,75.02,0200,403
714,HARYANA,SIRSA,DUBAWALI, , . , . , , 
715,HARYANA,SIRSA,RANIA, , . , . , , 
716,HARYANA,SONEPAT,GANAUR, ,28.19,76.12, ,403
717,HARYANA,SONEPAT,SONEPAT, ,29.00,77.02,0218,403
718,HARYANA,SONEPAT,KHARKODA, , . , . , , 
719,HARYANA,YAMUNANAGAR,JAGADHARI, ,30.10,77.18, ,403
720,HARYANA,YAMUNANAGAR,DADUPUR, ,30.15,77.25,0261,403
721,HARYANA,YAMUNANAGAR,TAJEWALA, ,30.45,77.40, ,403
722,HARYANA,YAMUNANAGAR,CHHACHHRAULI, , . , . , , 
723,HARYANA,KAITHAL,GULAH(GULAL), ,30.03,76.18,0236,202
724,HARYANA,KAITHAL,RAJAUND, ,29.36,76.29,0230,403
725,HARYANA,KAITHAL,KAITHAL, ,29.48,76.23,0236,403
726,HARYANA,PANIPAT,PANIPAT, ,29.23,76.58,0235,403
727,HARYANA,REWARI,REWARI, ,28.12,76.36,0257,403
728,HARYANA,REWARI,BAWAL, ,28.04,76.35,0260,403
729,HIMACHAL,BILASPUR,BILASPUR SADAR, ,31.20,76.45,0587,201
730,HIMACHAL,BILASPUR,GHUMARWIN, ,31.27,76.42,0687,201
731,HIMACHAL,BILASPUR,KAHU, ,31.13,76.47,0639,201
732,HIMACHAL,BILASPUR,BARTHIN, ,31.28,76.37,0879,201
733,HIMACHAL,BILASPUR,JHANDUTTA, ,31.25,76.35,0539,201
734,HIMACHAL,BILASPUR,KASOL, , . , . , , 
735,HIMACHAL,CHAMBA,CHOWARI, ,32.27,76.01,0716,203
736,HIMACHAL,CHAMBA,DALHOUSIE,OBSY,32.32,75.58,1959,204
737,HIMACHAL,CHAMBA,CHAMBA, ,32.34,76.08,0924,204
738,HIMACHAL,CHAMBA,BHARMAUR, ,32.27,76.32,2155,204
739,HIMACHAL,CHAMBA,TISSA, ,32.50,76.09,1570,204
740,HIMACHAL,KANGRA,DEHRA GOPIPUR, ,31.53,76.13,0436,203
741,HIMACHAL,KANGRA,NURPUR/JASSUR, ,32.18,75.55,0616,203
742,HIMACHAL,KANGRA,BAIJNATH, ,32.02,76.38,1158,203
743,HIMACHAL,KANGRA,PALAMPUR, ,32.08,76.32,1217,203
744,HIMACHAL,KANGRA,KANGRA, ,32.06,76.15,0701,203
745,HIMACHAL,KANGRA,DHARMSALA LOWER, ,32.13,76.19,1745,203
746,HIMACHAL,KANGRA,GHAMROOR, , . , . , , 
747,HIMACHAL,KANGRA,GULER, , . , . , , 
748,HIMACHAL,KANGRA,NAGROTA SURIAN, , . , . , , 
749,HIMACHAL,KINNAUR,NICHAR, ,31.33,77.58, ,201
750,HIMACHAL,KINNAUR,CHINI%KALPA<, ,31.32,78.15,2781,201
751,HIMACHAL,KINNAUR,SANGLA, ,31.25,78.16,1981,201
752,HIMACHAL,KULU,BANJAR%SARAJ-TEH, ,31.38,77.20,1520,203
753,HIMACHAL,KULU,KULU, ,31.57,77.07,1236,203
754,HIMACHAL,KULU,BHUNTAR AERO,OBSY,31.50,77.10,1067,203
755,HIMACHAL,KULU,MANALI,OBSY,32.16,77.10,2039,203
756,HIMACHAL,LAHUL AND SPITI,UDAIPUR,HYDRO,32.43,76.40,2641,204
757,HIMACHAL,LAHUL AND SPITI,KEYLONG, ,32.35,77.02,3155,205
758,HIMACHAL,MANDI,SARKAHAT, ,31.42,76.44,0914,201
759,HIMACHAL,MANDI,GOHAR, ,31.42,76.06,1448,201
760,HIMACHAL,MANDI,PANDOH, ,31.25,76.50,0885,201
761,HIMACHAL,MANDI,KARSOG, ,31.23,77.12, ,201
762,HIMACHAL,MANDI,JHUNGI, ,31.25,77.04, ,201
763,HIMACHAL,MANDI,JOGINDARNAGAR, ,31.55,76.45,1221,203
764,HIMACHAL,MANDI,SUNDARNAGAR, ,31.32,76.53,1193,203
765,HIMACHAL,MANDI,MANDI,OBSY,31.43,76.58,0761,203
766,HIMACHAL,MANDI,JANJEHLI, ,31.31,77.13,2286,203
767,HIMACHAL,MANDI,KATAULA, ,31.48,77.04, ,203
768,HIMACHAL,HAMIRPUR,HAMIRPUR, ,31.42,76.32,0786,203
769,HIMACHAL,HAMIRPUR,BHARARI, ,31.23,76.34,1035,203
770,HIMACHAL,HAMIRPUR,SUJANPUR TIRA, ,31.50,76.30, ,203
771,HIMACHAL,HAMIRPUR,BARSAR(MEHRE), ,31.32,76.25,0762,203
772,HIMACHAL,HAMIRPUR,BHORANJ, , . , . , , 
773,HIMACHAL,HAMIRPUR,NADAUN, , . , . , , 
774,HIMACHAL,SIMLA/MAHASU,RAMPUR BUSHAR, ,31.26,77.38,1067,201
775,HIMACHAL,SIMLA/MAHASU,KUMARSAIN, ,31.19,77.27,1700,201
776,HIMACHAL,SIMLA/MAHASU,SUNI%BHAJJI, ,31.15,77.07, ,201
777,HIMACHAL,SIMLA/MAHASU,NALAGARH, ,31.03,76.43,0616,202
778,HIMACHAL,SIMLA/MAHASU,CHOPAL,HYDRO,30.50,77.40,2140,403
779,HIMACHAL,SIMLA/MAHASU,SIMLA, ,31.06,77.10,2202,403
780,HIMACHAL,SIMLA/MAHASU,ROHRU, ,31.13,77.45, ,403
781,HIMACHAL,SIMLA/MAHASU,KOTKHAI, ,31.07,77.32,1560,403
782,HIMACHAL,SIMLA/MAHASU,THEOG, ,31.08,77.22, ,403
783,HIMACHAL,SIMLA/MAHASU,JUBBAL,HYDRO,31.06,77.40,2000,403
784,HIMACHAL,SIRMUR,NAHAN, ,30.33,77.18,0932,202
785,HIMACHAL,SIRMUR,PACHHAD, ,30.43,77.12,1685,202
786,HIMACHAL,SIRMUR,PAONTA, ,30.28,77.37,0399,403
787,HIMACHAL,SIRMUR,DADHAU, ,30.40,77.30,0690,403
788,HIMACHAL,SIRMUR,RAJGARH,HYDRO,30.44,77.29,1694,403
789,HIMACHAL,SIRMUR,SANGRAHA, , . , . , , 
790,HIMACHAL,SIRMUR,DADHAU%RENUKA, , . , . , , 
791,HIMACHAL,SOLAN,SOLAN, ,30.54,77.07,1459,201
792,HIMACHAL,SOLAN,KANDAGHAT, ,30.58,77.07, ,201
793,HIMACHAL,SOLAN,ARKI, ,31.09,76.57,1130,201
794,HIMACHAL,SOLAN,KASAULI, ,30.53,76.58,1783,202
795,HIMACHAL,SOLAN,DHARAMPUR,OBSY,30.54,77.01,1986,202
796,HIMACHAL,UNA,UNA, ,31.28,76.17, ,202
797,HIMACHAL,UNA,BANGANA, ,31.41,76.17,0608,202
798,HIMACHAL,UNA,BHARWAIN, ,31.48,76.07,0975,202
799,HIMACHAL,UNA,AMU, ,32.41,76.41,0435,202
800,J AND K,ANANTNAG,KUKERNAG,OBSY,33.36,75.18,1920,205
801,J AND K,ANANTNAG,QAZI GUND,OBSY,33.35,75.05,1690,206
802,J AND K,ANANTNAG,ANANTNAG,HYDRO,33.40,75.05,1821,206
803,J AND K,ANANTNAG,PAHALGAM,OBSY,34.02,75.20,2310,206
804,J AND K,BARAMULLA,GULMARG R.S,OBSY,34.03,74.24,2705,206
805,J AND K,DODA,BADARWAH,OBSY,32.59,75.43,1688,205
806,J AND K,DODA,BANIHAL,OBSY,33.30,75.10,1630,205
807,J AND K,DODA,BATOTE,OBSY,33.07,75.19,1585,205
808,J AND K,JAMMU,JAMMU,OBSY,32.40,74.50,0367,205
809,J AND K,JAMMU,JAMMU AERO,OBSY,32.45,74.55,0292,205
810,J AND K,KATHUA,KATHUA,OBSY,32.20,75.30,0380,204
811,J AND K,LADAKH,LEH I.A.F,OBSY,34.09,77.34, ,207
812,J AND K,LADAKH,THOISE I.A.F,OBSY,34.35,77.21,3068,207
813,J AND K,UDHAMPUR,UDHAMPUR IAF,OBSY,32.55,75.08, ,205
814,J AND K,UDHAMPUR,KATRA,OBSY,33.00,74.54,1170,205
815,J AND K,BADGAM,CHARI SHARIF, ,33.52,74.46,1616,206
816,J AND K,KUPWARA,KUPWARA,OBSY,34.25,74.18,1609,206
817,J AND K,PULWAMA,AWANTIPUR IAF, ,33.53,74.54,1600,206
818,J AND K,SRINAGAR,SRINAGAR AERO,OBSY,33.59,74.47,1665,206
819,J AND K,SRINAGAR,SRINAGAR,OBSY,34.05,74.50,1587,206
820,J AND K,SRINAGAR,SHALIMAR AGRO, , . , . , , 
821,J AND K,KARGIL,KARGIL(IAF), ,34.34,76.08,2679,207
822,KARNATAKA,BAGALKOTE,ILKAL, ,15.58,76.07,0564,306
823,KARNATAKA,BAGALKOTE,BILGI (W.B.C.), ,16.32,75.02,0550,306
824,KARNATAKA,BAGALKOTE,JAMKHANDI, ,16.30,75.18,0581,306
825,KARNATAKA,BAGALKOTE,MUDHOL, ,16.20,75.17,0556,306
826,KARNATAKA,BAGALKOTE,MAHALINGAPUR, ,16.23,75.07,0577,306
827,KARNATAKA,BAGALKOTE,RABKAVI, ,16.28,75.07,0533,306
828,KARNATAKA,BAGALKOTE,GULEDGUND, ,16.04,75.48,0543,306
829,KARNATAKA,BAGALKOTE,BAGALKOT,OBSY,16.42,75.15,0518,306
830,KARNATAKA,BAGALKOTE,KALDGI, ,16.31,75.09,0546,306
831,KARNATAKA,BAGALKOTE,LOKAPUR PHC, ,16.23,75.09,0554,306
832,KARNATAKA,BAGALKOTE,HUNGUND,HYDRO,16.04,76.03,0533,306
833,KARNATAKA,BAGALKOTE,KUDALASANGAM, ,16.12,76.05,0449,306
834,KARNATAKA,BAGALKOTE,BADAMI, ,16.45,75.55,0543,307
835,KARNATAKA,BAGALKOTE,KERUR, ,17.02,75.42,0564,307
836,KARNATAKA,BANGALORE RURAL,KANAKAPURA, ,12.33,77.25,0627,302
837,KARNATAKA,BANGALORE RURAL,MAGADI, ,12.57,77.13,0871,302
838,KARNATAKA,BANGALORE RURAL,RAMNAGARAM, ,12.43,77.17,0686,302
839,KARNATAKA,BANGALORE RURAL,CHANNAPATANA, ,12.39,77.12,0669,302
840,KARNATAKA,BANGALORE RURAL,HOROHALLI, ,12.41,77.26,0701,302
841,KARNATAKA,BANGALORE RURAL,MANCHANABELE, ,12.52,77.20,0700,302
842,KARNATAKA,BANGALORE RURAL,DODDABALLAPURA, ,13.18,77.31,0900,302
843,KARNATAKA,BANGALORE RURAL,NELAMANGALA, ,13.06,77.24,0909,302
844,KARNATAKA,BANGALORE RURAL,HOSKOTE, ,13.05,77.47,0854,303
845,KARNATAKA,BANGALORE RURAL,DEVANHALLI, ,13.22,77.34,1176,303
846,KARNATAKA,BANGALORE URBA,ANEKAL, ,12.42,77.41,0914,302
847,KARNATAKA,BANGALORE URBA,TITTAGANDAHALLI, ,12.50,77.12,0763,302
848,KARNATAKA,BANGALORE URBA,KENGERI, ,12.54,77.28,0897,302
849,KARNATAKA,BANGALORE URBA,HESSARGHATTA, ,13.05,77.25,0860,302
850,KARNATAKA,BANGALORE URBA,BANGALORE C.O.,OBSY,12.58,77.35,0921,303
851,KARNATAKA,BANGALORE URBA,BANGALORE AERO.,OBSY,12.57,77.38,0897,303
852,KARNATAKA,BANGALORE URBA,YELAHANKA, ,13.07,77.35,0914,303
853,KARNATAKA,BANGALORE URBA,YELAHANKA I.A.F.,OBSY,13.08,77.36, ,303
854,KARNATAKA,BELGAUM,YARGATTI,PWD,15.57,74.02,0685,102
855,KARNATAKA,BELGAUM,LONDA%FOREST,PWD,15.27,74.30,0652,102
856,KARNATAKA,BELGAUM,RAMPUR%KAKKERI, ,15.30,74.45,0637,102
857,KARNATAKA,BELGAUM,KHANAPUR, ,15.38,74.31,0654,306
858,KARNATAKA,BELGAUM,B.HONGAL/SAMPGA, ,15.48,74.51,0666,306
859,KARNATAKA,BELGAUM,BEL/SAMBRA AERO,OBSY,15.51,74.37,0747,306
860,KARNATAKA,BELGAUM,BELGAUM,OBSY,15.51,74.32,0753,306
861,KARNATAKA,BELGAUM,M.K.HUBLI, ,15.44,74.42,0658,306
862,KARNATAKA,BELGAUM,BELAWADI,PWD,15.43,74.55,0690,306
863,KARNATAKA,BELGAUM,RAMDURG, ,15.57,75.18,0557,306
864,KARNATAKA,BELGAUM,SAUNDATTI S.F., ,15.46,75.06,0685,306
865,KARNATAKA,BELGAUM,GOKAK, ,16.10,74.50,0615,306
866,KARNATAKA,BELGAUM,CHIKODI, ,16.26,74.35,0637,306
867,KARNATAKA,BELGAUM,HUKERI, ,16.14,74.36,0661,306
868,KARNATAKA,BELGAUM,RAIBAG, ,16.29,74.47,0581,306
869,KARNATAKA,BELGAUM,KUDCHI%I.B.,PWD,16.37,74.50,0541,306
870,KARNATAKA,BELGAUM,HIDKAL DAM, ,16.09,74.34,0611,306
871,KARNATAKA,BELGAUM,NIPANI%I.B., ,16.24,74.23,0609,306
872,KARNATAKA,BELGAUM,SHEDBAL, ,16.43,74.46,0594,306
873,KARNATAKA,BELGAUM,YADWAD, ,16.14,74.11,0564,306
874,KARNATAKA,BELGAUM,SANKESHWAR A.R.S, ,16.01,74.29,0632,306
875,KARNATAKA,BELGAUM,ATHNI M.D., ,16.44,75.04,0563,306
876,KARNATAKA,BELGAUM,KATAKEL, ,16.00,75.08,0640,306
877,KARNATAKA,BELLARY,HOSPET,HYDRO,16.16,76.23,0467,306
878,KARNATAKA,BELLARY,KUDLIGI, ,14.55,76.23,0575,308
879,KARNATAKA,BELLARY,KOTTUR, ,14.50,76.13,0727,308
880,KARNATAKA,BELLARY,HADAGALLI, ,15.01,75.56,0549,308
881,KARNATAKA,BELLARY,H.B. HALLI, ,15.00,76.12,0575,308
882,KARNATAKA,BELLARY,SIRUGUPPA T.O., ,15.38,76.54,0381,309
883,KARNATAKA,BELLARY,BELLARY,OBSY,15.09,76.51,0449,309
884,KARNATAKA,BELLARY,KAMPLI, ,15.24,76.36,0397,309
885,KARNATAKA,BELLARY,KURUGODA, ,15.21,76.50,0443,309
886,KARNATAKA,BELLARY,SANDUR, ,15.06,76.33,0564,309
887,KARNATAKA,BIDAR,BASAWANKALYAN, ,17.52,76.56,0640,312
888,KARNATAKA,BIDAR,BIDAR,OBSY,17.55,77.32,0664,312
889,KARNATAKA,BIDAR,HUMNABAD, ,17.46,77.06,0609,312
890,KARNATAKA,BIDAR,CHITAGUPPA, ,17.42,77.13,0598,312
891,KARNATAKA,BIDAR,BIDAR%FORESTNAR, ,17.55,77.30,0675,312
892,KARNATAKA,BIDAR,AURAD, ,18.16,77.25,0549,312
893,KARNATAKA,BIDAR,SANTHPUR%AURAD, ,18.05,77.26,0639,312
894,KARNATAKA,BIDAR,BHALKI� T.O., ,18.34,77.13,0602,312
895,KARNATAKA,BIJAPUR,BAGEWADI, ,16.35,75.58,0594,306
896,KARNATAKA,BIJAPUR,BABALESHWAR, ,16.40,75.34,0581,306
897,KARNATAKA,BIJAPUR,ALAMATY DAMSITE, ,16.22,75.53,0516,306
898,KARNATAKA,BIJAPUR,TIKOTA, ,16.51,75.32,0652,306
899,KARNATAKA,BIJAPUR,MUDDEBIHAL S.F., ,16.20,76.08,0577,306
900,KARNATAKA,BIJAPUR,NALWATWAD, ,16.15,76.17,0515,306
901,KARNATAKA,BIJAPUR,BIJAPUR,OBSY,16.49,75.43,0594,307
902,KARNATAKA,BIJAPUR,DEVARA HIPPARGI, ,16.55,75.58,0539,307
903,KARNATAKA,BIJAPUR,SINDGI� KEB, ,16.35,75.58,0502,307
904,KARNATAKA,BIJAPUR,INDI, ,17.10,75.58,0487,307
905,KARNATAKA,BIJAPUR,ZALKI CROSS, ,17.51,75.48,0459,307
906,KARNATAKA,CHAMARAJANAGA,CHAMARAJNAGAR, ,11.55,76.56,0716,302
907,KARNATAKA,CHAMARAJANAGA,BEGUR, ,11.56,76.14,0750,302
908,KARNATAKA,CHAMARAJANAGA,GUNDLAPET/NUR, ,12.49,76.41,0818,302
909,KARNATAKA,CHAMARAJANAGA,BANDIPUR, ,12.39,76.38,0986,302
910,KARNATAKA,CHAMARAJANAGA,KOLLEGAL, ,12.07,77.07,0671,302
911,KARNATAKA,CHAMARAJANAGA,YELANDUR, ,12.03,77.02,0668,302
912,KARNATAKA,CHAMARAJANAGA,MAHADESWARA HILL, ,12.03,77.36,0936,302
913,KARNATAKA,CHICKMAGALUR,KOTTIGEHAR TOLL, ,13.05,75.30,0945,101
914,KARNATAKA,CHICKMAGALUR,CHICKMAGALUR,OBSY,13.15,75.45,1057,302
915,KARNATAKA,CHICKMAGALUR,TARIKERE, ,13.43,75.48,0668,308
916,KARNATAKA,CHICKMAGALUR,KOPPA%BALGADI, ,13.33,75.21,0806,308
917,KARNATAKA,CHICKMAGALUR,MUDIGERE T.O., ,13.38,75.08,0964,308
918,KARNATAKA,CHICKMAGALUR,NARASIMHARAJPURA, ,13.37,75.31,0677,308
919,KARNATAKA,CHICKMAGALUR,SRINGERI, ,13.25,75.15,0743,308
920,KARNATAKA,CHICKMAGALUR,LAKKAVALLI, ,13.42,75.40,0792,308
921,KARNATAKA,CHICKMAGALUR,LINGADAHALLI, ,13.36,75.50,0791,308
922,KARNATAKA,CHICKMAGALUR,KALASA, ,13.14,75.21,0794,308
923,KARNATAKA,CHICKMAGALUR,BALEHONUR, ,13.22,75.22,0838,308
924,KARNATAKA,CHICKMAGALUR,JAYAPURA, ,13.40,75.22, ,308
925,KARNATAKA,CHICKMAGALUR,KAMARDI, ,13.35,75.12,1259,308
926,KARNATAKA,CHICKMAGALUR,SAKREPATNA, ,13.26,75.55,0857,309
927,KARNATAKA,CHICKMAGALUR,MALANDUR%HEALTH, ,13.22,75.45,0324,309
928,KARNATAKA,CHICKMAGALUR,KADUR, ,13.33,76.01,0754,309
929,KARNATAKA,CHICKMAGALUR,YEGATI, ,13.37,76.09,0687,309
930,KARNATAKA,CHICKMAGALUR,AJJAMPURA, ,13.45,76.05,0732,309
931,KARNATAKA,CHICKMAGALUR,SIVANI, ,13.49,76.02,0770,309
932,KARNATAKA,CHICKMAGALUR,PANCHANHALLI, ,13.33,76.20,0728,309
933,KARNATAKA,CHITRADURGA,HOLALKHERE, ,14.02,76.11,0692,308
934,KARNATAKA,CHITRADURGA,BHARMASAGAR, ,14.23,76.12,0693,308
935,KARNATAKA,CHITRADURGA,RAMGIRI, ,14.00,76.44,0805,308
936,KARNATAKA,CHITRADURGA,B.DURG, ,14.08,76.12,0688,308
937,KARNATAKA,CHITRADURGA,VANIVILASAGARA, ,13.55,76.30,0657,309
938,KARNATAKA,CHITRADURGA,SRIRAMPUR, ,13.38,76.25, ,309
939,KARNATAKA,CHITRADURGA,HIRIYUR A.R.S., ,13.57,76.37,0610,309
940,KARNATAKA,CHITRADURGA,CHITRADURG,OBSY,14.14,76.26,0733,309
941,KARNATAKA,CHITRADURGA,CHALLAKIRE, ,14.19,76.39,0584,309
942,KARNATAKA,CHITRADURGA,MOLAKMURA, ,14.43,76.45,0618,309
943,KARNATAKA,CHITRADURGA,TALAK, ,14.27,76.41,0550,309
944,KARNATAKA,CHITRADURGA,NAYAKANHATTI, ,14.28,76.33,0573,309
945,KARNATAKA,CHITRADURGA,PARASURAMPUR, ,14.15,76.53,0539,309
946,KARNATAKA,CHITRADURGA,YERABALLI, ,14.07,76.39,0606,309
947,KARNATAKA,CHITRADURGA,RAMPUR, ,14.53,76.47,0512,309
948,KARNATAKA,CHITRADURGA,HOSADURGA HMS, ,14.02,76.15,0686,309
949,KARNATAKA,DAVANAGERE,CHANNAGIRI, ,14.02,75.55,0731,308
950,KARNATAKA,DAVANAGERE,HONNALI T.O., ,14.14,75.39,0563,308
951,KARNATAKA,DAVANAGERE,DAVANGERE T.O., ,14.28,75.55,0584,308
952,KARNATAKA,DAVANAGERE,HARIHAR, ,14.31,75.48,0542,308
953,KARNATAKA,DAVANAGERE,HARAPANAHALLI, ,14.47,75.59,0448,308
954,KARNATAKA,DAVANAGERE,MALEBENNUR, ,14.21,75.44,0545,308
955,KARNATAKA,DAVANAGERE,SANTEBENNUR, ,14.10,76.00, ,308
956,KARNATAKA,DAVANAGERE,BILICHODU, ,14.30,76.10,0432,308
957,KARNATAKA,DAVANAGERE,JAGALUR, ,14.31,76.20,0671,309
958,KARNATAKA,DHARWAR,KALGHATGI, ,15.11,74.58,0546,102
959,KARNATAKA,DHARWAR,HUBLI, ,15.20,75.08,0624,102
960,KARNATAKA,DHARWAR,NAVALGUND, ,15.33,75.22,0631,306
961,KARNATAKA,DHARWAR,KUNDGOL, ,15.15,75.15,0648,306
962,KARNATAKA,DHARWAR,ANNIGERE %ARS, ,15.35,75.10,0240,306
963,KARNATAKA,DHARWAR,DHARWAR %HOSP, ,15.28,75.00,0704,306
964,KARNATAKA,GADAG,GADAG,OBSY,15.25,75.38,0650,306
965,KARNATAKA,GADAG,NARGUND, ,15.43,75.23,0807,306
966,KARNATAKA,GADAG,RON, ,15.42,75.45,0597,306
967,KARNATAKA,GADAG,GAJENDRAGAD,PWD,15.44,75.48,0640,306
968,KARNATAKA,GADAG,MUNDARGI HMS, ,15.13,75.54,0701,308
969,KARNATAKA,GADAG,SHIRHATTI, ,15.13,75.35,0655,308
970,KARNATAKA,GADAG,LAKSHMESWAR/HMS, ,15.08,75.28,0640,308
971,KARNATAKA,GULBARGA,SHAHPUR, ,16.42,76.50,0419,306
972,KARNATAKA,GULBARGA,SHORAPUR, ,16.31,76.45,0569,306
973,KARNATAKA,GULBARGA,NARAYANPUR, ,16.15,76.22,1590,306
974,KARNATAKA,GULBARGA,KEMBAVI%A, ,16.39,76.32,0471,306
975,KARNATAKA,GULBARGA,HUNSAGI, ,16.28,76.31,0451,306
976,KARNATAKA,GULBARGA,YADGIR�������� H,YDRO,16.46,77.08,0360,307
977,KARNATAKA,GULBARGA,NALWAR, ,16.56,77.01,0404,307
978,KARNATAKA,GULBARGA,GULBARGA,OBSY,17.21,76.51,0458,307
979,KARNATAKA,GULBARGA,AFZALPUR HMS, ,17.12,76.21,0406,307
980,KARNATAKA,GULBARGA,JEEWARGI, ,17.00,76.46,0398,307
981,KARNATAKA,GULBARGA,KAMALAPUR, ,17.35,76.55, ,307
982,KARNATAKA,GULBARGA,ALAND (R), ,17.34,76.34,0473,307
983,KARNATAKA,GULBARGA,YADRAMI, ,17.52,76.20,0162,307
984,KARNATAKA,GULBARGA,KHAJURI, ,17.41,76.41,0556,307
985,KARNATAKA,GULBARGA,SHAHABAD %RLY, ,17.07,76.56,0399,307
986,KARNATAKA,GULBARGA,CHITTAPUR HMS, ,17.07,77.05,0432,307
987,KARNATAKA,GULBARGA,KALGI, ,17.20,77.06,0427,307
988,KARNATAKA,GULBARGA,CHINCHOLI, ,17.46,77.42,0452,307
989,KARNATAKA,GULBARGA,GURUMITTKAL, ,16.51,77.23,0642,310
990,KARNATAKA,GULBARGA,SEDAM%S.F., ,17.40,77.12,0421,312
991,KARNATAKA,HASSAN,SANKLESPUR, ,12.57,75.47,0895,302
992,KARNATAKA,HASSAN,ALUR, ,12.58,75.59,0967,302
993,KARNATAKA,HASSAN,KENCH.HOSKOTE, ,12.51,75.51, ,302
994,KARNATAKA,HASSAN,BALLUPET, ,12.55,75.50,1037,302
995,KARNATAKA,HASSAN,PALYA, ,12.30,75.59,0948,302
996,KARNATAKA,HASSAN,ARKALGUD, ,12.46,76.03,0940,302
997,KARNATAKA,HASSAN,C. R.PATNA, ,12.54,76.23,0849,302
998,KARNATAKA,HASSAN,HOLENARSIPUR, ,12.47,76.14,0839,302
999,KARNATAKA,HASSAN,KONANUR, ,12.38,76.03, ,302
1000,KARNATAKA,HASSAN,HALLI MYSORE, ,12.39,76.15,0669,302
1001,KARNATAKA,HASSAN,SRAVANABELAGOLA, ,12.52,76.28,0884,302
1002,KARNATAKA,HASSAN,BELUR, ,13.10,75.51,0960,302
1003,KARNATAKA,HASSAN,HASSAN,OBSY,13.00,76.09,0942,302
1004,KARNATAKA,HASSAN,DUDDA, ,13.05,76.13,0933,302
1005,KARNATAKA,HASSAN,NUGGEHALLI, ,13.00,76.29,0891,302
1006,KARNATAKA,HASSAN,JAVAGAL, ,13.09,76.18,0914,302
1007,KARNATAKA,HASSAN,ARSIKERE, ,13.19,76.15,0805,309
1008,KARNATAKA,HAVERI,HANGAL, ,14.46,75.08,0564,308
1009,KARNATAKA,HAVERI,SAUNUR%SAVNUR, ,14.20,75.20,0587,308
1010,KARNATAKA,HAVERI,SHIGGAON, ,14.59,75.13,0616,308
1011,KARNATAKA,HAVERI,HIREKERUR, ,14.27,75.24,0590,308
1012,KARNATAKA,HAVERI,BYDGI, ,14.41,75.29,0608,308
1013,KARNATAKA,HAVERI,HAVERI%APMC, ,14.48,75.34,0557,308
1014,KARNATAKA,HAVERI,HOUNSABHAVI,PWD,14.25,75.20,0623,308
