State,Month,TotalPrecipitation,AverageMinTemperature,AverageMaxTemperature,AverageRelativeHumidity
HIMACHAL PRADESH,2010-07,4787.72385,20.88133,29.85125,0.69626
MEGHALAYA,2006-03,51.49928,14.98212,31.81633,0.37413
KARNATAKA,2002-07,6352.76762,21.95038,27.93240,0.78116
MEGHALAYA,2013-01,33.99925,10.36901,26.03492,0.53651
JHARKHAND,2008-07,8737.71545,25.04255,30.87298,0.83423
MADHAYA PRADESH,2007-12,371.80019,11.35261,27.71950,0.42359
HARYANA,2001-09,1448.81288,23.50467,39.23744,0.36880
BIHAR,2001-04,1733.70350,22.73115,40.36048,0.24624
WEST BENGAL,2004-12,1218.99116,14.11905,27.74580,0.56459
TELANGANA,2006-07,1677.53850,24.14352,31.76417,0.67481
MIZORAM,2005-01,2.87132,9.67260,26.42156,0.62158
MIZORAM,2012-04,594.79097,19.46032,33.98016,0.70314
UTTAR PRADESH,2000-04,2383.21211,22.80338,42.03200,0.17891
GUJARAT,2003-03,418.57513,20.61446,35.24072,0.36570
BIHAR,2003-09,14590.33848,25.49466,32.56620,0.82265
RAJASTHAN,2009-04,175.36454,21.74704,40.01673,0.16170
ASSAM,2002-06,13695.17837,23.49964,31.34655,0.86235
JHARKHAND,2006-02,82.94843,14.66268,32.47445,0.38543
JAMMU AND KASHMIR,2009-01,2088.99803,-0.68484,8.71936,0.79968
HARYANA,2009-08,2517.18158,28.32119,37.75134,0.57636
PUDUCHERRY,2002-06,85.77833,27.16678,37.56177,0.55467
UTTARAKHAND,2003-12,229.02692,8.72594,21.57547,0.42264
LAKSHADWEEP,2004-06,804.66900,27.22360,28.02397,0.80427
UTTARAKHAND,2002-08,2373.78974,22.34383,32.43758,0.68761
JHARKHAND,2012-07,8997.89418,24.92342,30.88746,0.82988
KARNATAKA,2009-11,5414.35764,19.50543,27.73484,0.79240
MANIPUR,2011-02,39.22463,7.24186,26.06190,0.69437
PUNJAB,2012-02,127.50381,7.11179,21.76245,0.58819
TRIPURA,2004-04,1532.91218,22.87641,34.30777,0.72950
KERALA,2009-01,94.42322,22.37059,31.25491,0.63259
SIKKIM,2009-11,8.21786,12.26251,22.28187,0.47471
LAKSHADWEEP,2005-07,916.09729,26.97019,27.75874,0.82149
LAKSHADWEEP,2005-10,470.83053,27.42710,28.59765,0.79666
NEW DELHI,2011-12,0.00172,6.71829,22.81410,0.50140
NEW DELHI,2010-08,327.79657,26.07652,33.26903,0.78629
GOA,2013-12,10.52628,23.93171,29.77406,0.57486
NEW DELHI,2007-11,0.00000,12.37850,30.65537,0.31650
ANDAMAN AND NICOBAR ISLANDS,2009-08,119.20988,28.08526,29.64261,0.75346
MEGHALAYA,2001-03,63.14435,14.08818,31.22176,0.40600
WEST BENGAL,2012-01,559.58033,13.22482,25.27616,0.59668
UTTAR PRADESH,2013-08,13380.77734,25.52428,33.44005,0.73289
MAHARASHTRA,2001-02,83.11053,16.92498,33.77632,0.27435
DADRA AND NAGAR HAVELI,2008-08,705.92595,26.87223,27.72594,0.85393
ARUNACHAL PRADESH,2003-02,705.00528,7.66907,19.45810,0.63627
MADHAYA PRADESH,2003-06,10100.40342,28.04988,38.78332,0.46772
KARNATAKA,2006-07,8487.80684,21.68178,25.22300,0.86028
RAJASTHAN,2000-05,687.81110,28.22414,42.88945,0.27342
GUJARAT,2005-06,8808.55626,27.76655,36.48825,0.61340
WEST BENGAL,2007-09,8720.42852,25.19297,30.52833,0.86751
KARNATAKA,2004-01,235.68955,15.96242,30.94736,0.52141
JHARKHAND,2000-03,138.89937,16.75080,34.20294,0.29096
MADHAYA PRADESH,2000-06,3172.24649,27.50641,38.61429,0.43475
TAMILNADU,2004-04,3283.95404,25.29273,37.50676,0.59836
PUNJAB,2005-02,745.83625,9.05807,21.87367,0.64029
JHARKHAND,2001-01,431.14168,8.67944,26.16205,0.40934
LADAKH,2012-07,59.52187,3.06144,13.68876,0.60330
CHATISGARH,2011-03,22.04011,17.59975,37.86035,0.24931
KARNATAKA,2012-12,249.72704,16.35081,30.19497,0.56507
CHANDIGARH,2012-04,12.18281,19.36867,37.52537,0.27750
CHATISGARH,2004-10,1056.33908,18.55685,31.18812,0.66204
HARYANA,2013-03,297.57024,14.30761,31.01290,0.49932
PUNJAB,2009-05,1292.90458,26.77049,43.08514,0.26225
NEW DELHI,2002-06,60.51521,29.53620,44.13727,0.23719
CHANDIGARH,2000-02,15.46326,5.86310,23.19086,0.40612
CHANDIGARH,2013-09,123.95840,22.31793,33.02650,0.76795
GOA,2003-09,834.45628,23.98533,27.87795,0.84114
DAMAN AND DIU,2005-05,0.00000,28.33106,30.16550,0.75483
GOA,2010-04,0.00000,25.09458,33.36542,0.72147
HIMACHAL PRADESH,2001-01,522.62625,2.54543,17.00799,0.41957
ANDAMAN AND NICOBAR ISLANDS,2001-10,305.13044,27.72097,29.08384,0.77290
MADHAYA PRADESH,2001-03,47.48945,16.61539,35.95355,0.20653
LADAKH,2002-12,50.11139,-17.32410,-6.87919,0.61173
UTTAR PRADESH,2001-11,1836.41799,13.30410,30.45908,0.40344
JAMMU AND KASHMIR,2011-12,160.93482,-1.47888,12.92860,0.32289
MEGHALAYA,2009-03,128.30745,16.10816,32.16469,0.40766
KERALA,2012-03,1023.58435,25.60199,29.59000,0.74659
JAMMU AND KASHMIR,2012-02,1583.19143,-1.81593,8.74249,0.66492
JAMMU AND KASHMIR,2000-11,518.77470,3.27899,17.18508,0.38070
PUDUCHERRY,2013-05,24.16649,28.23839,41.69389,0.46621
ASSAM,2002-07,15272.41065,24.24716,30.70035,0.89713
ANDAMAN AND NICOBAR ISLANDS,2000-04,24.48737,28.63887,30.01490,0.77145
LAKSHADWEEP,2002-10,655.24495,27.31148,28.68703,0.79322
DADRA AND NAGAR HAVELI,2005-05,232.63062,28.01916,30.15581,0.71149
KARNATAKA,2011-04,1938.94931,21.36270,35.93197,0.55207
MEGHALAYA,2004-04,1392.10667,19.69664,28.82848,0.79298
KERALA,2009-03,1164.45778,24.95845,32.01486,0.72254
KERALA,2013-04,1541.34021,27.04345,30.44838,0.75116
PUDUCHERRY,2010-12,101.99605,21.41610,28.15385,0.83010
CHATISGARH,2009-03,25.09756,17.04290,39.00775,0.24741
SIKKIM,2008-11,0.03090,12.70101,22.87267,0.56334
TAMILNADU,2002-02,2505.93294,19.41967,31.26195,0.66965
LAKSHADWEEP,2011-04,139.52179,28.39577,29.48960,0.76648
ORISSA,2003-03,710.92416,20.03115,36.25042,0.49137
JHARKHAND,2000-09,5109.73128,22.88325,30.48858,0.80834
LAKSHADWEEP,2010-04,99.82653,28.88137,30.33413,0.78272
PUDUCHERRY,2012-09,246.11954,25.00612,35.00522,0.66867
MANIPUR,2004-02,0.35191,6.48043,25.00307,0.55856
SIKKIM,2008-06,111.28636,19.96258,27.81895,0.69740
ARUNACHAL PRADESH,2000-07,6676.20760,19.02118,26.97534,0.86612
HIMACHAL PRADESH,2010-08,5436.87976,20.05126,27.27957,0.84479
ANDAMAN AND NICOBAR ISLANDS,2007-05,88.62510,29.23829,30.91584,0.76164
LADAKH,2008-07,2.53029,2.73439,17.35508,0.37252
MADHAYA PRADESH,2005-02,103.38075,12.73211,30.05974,0.37138
TRIPURA,2002-12,5.53436,12.57459,25.47945,0.76940
MAHARASHTRA,2008-01,200.58865,15.19363,30.02775,0.38165
JAMMU AND KASHMIR,2001-12,797.67297,0.00985,12.28161,0.51751
MADHAYA PRADESH,2004-05,1195.83617,27.33706,42.37725,0.25702
RAJASTHAN,2001-05,714.68204,28.19997,43.02758,0.25421
NAGALAND,2001-03,170.48594,7.01906,24.08264,0.57808
BIHAR,2001-02,321.95135,11.61487,30.53129,0.33211
ORISSA,2005-08,6640.97714,24.26473,31.47346,0.77738
MIZORAM,2008-04,25.09932,20.72590,37.57975,0.43759
KERALA,2001-10,5967.13704,24.59311,28.78427,0.82450
GUJARAT,2000-12,753.44980,16.96642,30.96893,0.34653
ANDHRA PRADESH,2010-11,3238.24743,21.10864,28.99753,0.82809
MADHAYA PRADESH,2010-05,1067.62198,28.01786,44.01943,0.20686
PUNJAB,2001-10,1263.97657,17.21935,37.13166,0.29524
KARNATAKA,2004-04,1615.93164,22.78262,37.23470,0.51612
TRIPURA,2010-04,832.85507,24.72111,35.97854,0.70627
ORISSA,2008-08,16759.83351,24.58142,30.35820,0.84733
SIKKIM,2010-11,3.77483,13.05960,21.71943,0.64284
ASSAM,2006-08,2855.03586,24.12439,36.35618,0.71228
MANIPUR,2003-03,154.18109,10.90433,27.30072,0.54930
NEW DELHI,2005-08,23.51361,27.09819,38.88413,0.45065
NEW DELHI,2006-03,11.76796,13.07832,31.66874,0.33482
DAMAN AND DIU,2006-11,4.16880,26.25173,28.97915,0.60055
MANIPUR,2002-05,1696.66506,18.51467,28.09287,0.84917
HIMACHAL PRADESH,2011-12,267.87117,4.75190,19.78633,0.36109
DADRA AND NAGAR HAVELI,2005-08,481.68532,26.93152,27.91684,0.85128
DADRA AND NAGAR HAVELI,2000-05,353.50341,27.62513,29.25297,0.76193
UTTAR PRADESH,2005-02,528.59927,11.97406,28.30509,0.44811
KARNATAKA,2002-04,635.00109,22.60885,38.35258,0.48927
ARUNACHAL PRADESH,2001-11,790.67890,10.32054,21.50971,0.74686
TAMILNADU,2001-04,6522.33717,23.89710,34.94897,0.65624
LADAKH,2003-01,42.72309,-19.01977,-7.11384,0.57502
ANDHRA PRADESH,2006-07,2208.51359,25.81133,33.49371,0.62753
MADHAYA PRADESH,2013-06,7376.41375,26.34038,36.16163,0.56482
CHATISGARH,2001-09,890.34780,22.45792,34.84321,0.62565
RAJASTHAN,2005-12,118.24782,8.25308,25.87453,0.30970
TELANGANA,2001-09,1149.89116,22.95185,34.37053,0.65718
HARYANA,2005-11,1918.49270,12.56168,28.86719,0.34645
PUDUCHERRY,2001-03,2.99077,23.05253,37.87663,0.58352
MADHAYA PRADESH,2008-11,889.43997,14.20800,30.57945,0.45359
NAGALAND,2000-10,1881.30136,12.25573,22.63375,0.91812
NAGALAND,2008-04,434.51359,11.81148,26.25165,0.69384
LADAKH,2008-01,88.03483,-26.48802,-10.87339,0.75711
GUJARAT,2000-01,921.84590,15.77624,29.82901,0.41683
DADRA AND NAGAR HAVELI,2008-03,115.66774,25.24042,28.41665,0.62619
TRIPURA,2003-09,1310.85762,24.44520,31.13198,0.89187
BIHAR,2002-03,296.99748,18.02213,35.68979,0.29614
RAJASTHAN,2008-11,238.67858,14.05348,30.96848,0.33009
RAJASTHAN,2010-01,102.02006,9.06147,25.47476,0.42695
ASSAM,2011-07,18724.99279,23.33571,29.72252,0.91338
PUDUCHERRY,2001-10,261.36515,24.52856,32.64298,0.74802
PUDUCHERRY,2002-03,4.96531,22.14773,37.10958,0.62428
MEGHALAYA,2003-12,52.83008,12.15460,24.09793,0.71512
LAKSHADWEEP,2010-12,122.31276,26.05039,27.58790,0.75184
JHARKHAND,2002-05,1892.73307,25.46639,41.58708,0.40289
CHATISGARH,2009-10,1944.05517,18.59983,32.09219,0.59214
MIZORAM,2000-03,62.62837,16.15856,32.98394,0.46685
LADAKH,2007-02,103.10627,-22.69098,-6.43912,0.80412
NAGALAND,2004-12,97.91822,3.99213,18.69012,0.82187
CHATISGARH,2000-06,1766.20098,25.95967,36.54746,0.54638
TAMILNADU,2013-02,3893.29908,18.83984,31.03256,0.67541
HARYANA,2004-03,183.46482,15.13248,35.90828,0.26127
GUJARAT,2003-12,218.87516,17.08517,29.89835,0.40762
RAJASTHAN,2013-03,85.34240,15.58044,33.88100,0.25224
CHANDIGARH,2008-10,22.96486,18.93490,32.26474,0.53756
PUDUCHERRY,2006-01,121.63067,20.27934,29.40513,0.77448
DAMAN AND DIU,2008-09,732.93911,27.67022,29.01875,0.79156
NEW DELHI,2013-04,4.98676,21.60313,37.71557,0.24380
NEW DELHI,2000-02,14.83383,5.91486,23.47748,0.43205
TRIPURA,2010-10,1150.95491,22.14349,30.25938,0.88441
CHATISGARH,2004-07,4028.68946,24.98931,33.29462,0.71434
SIKKIM,2003-07,724.83008,20.81099,26.94257,0.75199
LADAKH,2011-12,11.86695,-20.68884,-7.51734,0.54757
DADRA AND NAGAR HAVELI,2009-02,9.32236,24.25496,27.97636,0.56886
UTTAR PRADESH,2011-10,2609.62253,18.68562,31.64517,0.61745
GUJARAT,2006-02,186.24936,19.47252,33.74002,0.38347
ASSAM,2010-03,2580.92969,16.43494,32.12000,0.60505
MAHARASHTRA,2013-10,4986.01762,20.77544,28.68947,0.80207
BIHAR,2003-06,14088.94592,28.82657,40.02360,0.52157
PUDUCHERRY,2011-04,113.43470,24.78117,37.23557,0.61250
RAJASTHAN,2007-09,1944.44476,24.89916,35.98938,0.56606
HARYANA,2003-05,1643.99868,24.69591,42.34757,0.20694
ANDHRA PRADESH,2012-12,169.61544,15.49915,29.62569,0.67156
SIKKIM,2010-07,565.05050,20.76714,26.44951,0.79137
CHATISGARH,2010-05,463.94066,26.64348,43.71314,0.28736
DAMAN AND DIU,2002-10,0.74329,28.46795,31.04458,0.63660
DAMAN AND DIU,2000-01,0.00000,22.91453,26.17774,0.56664
DAMAN AND DIU,2001-12,0.00000,24.77142,27.65529,0.54585
HIMACHAL PRADESH,2004-01,1291.64760,4.08828,15.67875,0.52652
UTTAR PRADESH,2002-09,18298.99425,23.16601,32.70037,0.71506
WEST BENGAL,2008-04,1594.40404,24.66125,39.74231,0.43445
CHATISGARH,2005-11,204.91648,12.91244,29.32890,0.51168
JAMMU AND KASHMIR,2010-02,3545.58023,0.17992,9.43600,0.79060
PUDUCHERRY,2001-09,176.25288,25.46075,36.26483,0.63870
ASSAM,2006-06,8113.90100,23.36137,32.93739,0.81540
ASSAM,2013-11,229.54239,12.34870,27.60911,0.74493
JHARKHAND,2000-07,5484.13091,25.07685,32.56458,0.74985
ORISSA,2006-11,2926.66412,17.96848,29.68178,0.70364
MIZORAM,2002-07,621.49556,23.08067,30.63561,0.87136
KERALA,2001-05,4485.14170,26.30416,30.93000,0.77466
ANDHRA PRADESH,2002-11,1017.06085,18.51255,30.04978,0.69088
RAJASTHAN,2007-12,191.22305,9.79029,25.79696,0.34390
JHARKHAND,2003-03,387.80603,18.34177,33.99233,0.37807
KERALA,2004-02,242.05527,23.45984,31.95202,0.66780
HARYANA,2008-09,4044.98654,23.91363,33.77461,0.67689
MIZORAM,2009-08,631.80670,22.59328,30.70867,0.89230
LADAKH,2010-01,54.66300,-20.15915,-7.45724,0.76175
CHATISGARH,2008-08,7598.87223,23.80930,30.58741,0.83956
ASSAM,2006-09,7692.90156,22.59277,32.88698,0.77932
SIKKIM,2013-01,5.34382,4.18899,16.42277,0.20954
MAHARASHTRA,2004-09,8811.61998,22.28809,30.32624,0.80667
ORISSA,2004-05,2403.45334,26.90313,41.36074,0.48570
GUJARAT,2011-01,616.45891,15.75996,27.76573,0.44374
MANIPUR,2008-02,61.02862,6.92825,23.00824,0.68152
GUJARAT,2012-11,1141.58262,20.39123,31.69935,0.43978
NEW DELHI,2002-04,0.05035,21.37447,41.13230,0.12462
NEW DELHI,2000-01,0.37365,6.59726,23.17219,0.39947
GOA,2002-09,681.21585,24.04272,28.85493,0.81418
GOA,2007-04,15.03582,25.09498,33.01942,0.70895
GOA,2011-05,59.33820,27.30256,31.03637,0.74975
GOA,2012-05,0.28152,26.71663,30.73277,0.76370
GOA,2007-11,112.00820,23.02132,31.38982,0.63699
ARUNACHAL PRADESH,2007-12,211.97477,6.13971,19.21382,0.66836
UTTAR PRADESH,2005-09,13343.90952,24.74248,33.10318,0.72671
UTTAR PRADESH,2004-02,339.19436,9.96775,27.64729,0.50316
LADAKH,2002-10,9.01523,-9.55132,1.97810,0.54203
RAJASTHAN,2013-05,262.96898,26.53086,42.89626,0.19545
HARYANA,2005-09,3376.00225,24.25122,34.26520,0.64246
KARNATAKA,2008-10,6628.21150,19.77781,29.18688,0.76722
UTTARAKHAND,2004-08,2655.06262,21.86300,30.87617,0.72494
NAGALAND,2001-02,271.07606,3.97340,21.30944,0.70849
ASSAM,2001-09,9183.17865,23.23476,31.80250,0.86364
ORISSA,2013-11,790.90572,15.57103,28.49308,0.67869
LADAKH,2009-03,118.21460,-16.27779,-2.99535,0.81522
LADAKH,2013-01,64.43481,-27.87721,-10.65245,0.73256
GUJARAT,2013-04,414.74795,23.89695,36.35326,0.49065
ANDHRA PRADESH,2000-02,964.32103,19.59295,31.65482,0.67364
CHATISGARH,2000-05,247.38471,25.81495,42.84555,0.30951
ASSAM,2013-06,32139.66049,24.04750,30.02149,0.91441
TAMILNADU,2002-11,8851.49817,21.28399,29.12065,0.79440
LADAKH,2013-10,80.73491,-4.72879,3.57413,0.58376
WEST BENGAL,2009-02,77.66413,15.07284,32.03926,0.45130
GUJARAT,2009-06,5275.74006,27.88814,36.98320,0.60594
KARNATAKA,2009-05,2387.93709,23.42860,36.29827,0.57585
MAHARASHTRA,2005-05,701.34643,26.58895,39.34747,0.35344
TRIPURA,2005-07,1498.70314,24.86712,31.64509,0.85952
PUNJAB,2000-09,984.19238,22.74681,40.69984,0.38798
LAKSHADWEEP,2001-08,583.98232,26.57758,27.22700,0.83922
MIZORAM,2003-12,30.33514,11.13523,26.31375,0.72697
MIZORAM,2007-07,1082.95016,22.80254,29.31601,0.88968
DAMAN AND DIU,2004-12,0.00343,24.61771,27.68248,0.56971
DAMAN AND DIU,2009-11,79.53594,25.87640,28.50967,0.64136
GOA,2011-01,0.21629,23.69687,29.50368,0.57262
HIMACHAL PRADESH,2006-02,254.00161,9.36262,23.44437,0.38884
DADRA AND NAGAR HAVELI,2004-07,991.58763,26.93048,27.89481,0.85238
ARUNACHAL PRADESH,2000-03,636.88621,7.82417,21.42697,0.67089
UTTAR PRADESH,2001-09,9537.97204,23.51130,36.16850,0.56205
UTTAR PRADESH,2006-06,6804.15374,29.44015,40.88102,0.37992
MEGHALAYA,2006-06,1226.14765,22.51942,29.77585,0.86133
ANDHRA PRADESH,2012-04,236.18433,23.46053,39.84863,0.48129
UTTARAKHAND,2006-12,390.93417,9.13274,23.01731,0.36979
KARNATAKA,2001-09,5996.41479,20.64068,29.51588,0.78477
LADAKH,2013-11,53.77678,-15.70223,-4.22433,0.60435
ANDAMAN AND NICOBAR ISLANDS,2008-03,251.51481,27.42916,28.44103,0.77611
KERALA,2005-11,5836.73769,24.07746,28.61933,0.81567
GUJARAT,2002-07,3746.16396,26.81544,32.46820,0.71590
UTTAR PRADESH,2009-11,5581.37192,14.48273,27.18219,0.58878
KARNATAKA,2004-11,1886.32872,17.90481,29.14837,0.66817
LADAKH,2000-01,79.19770,-21.88016,-8.56892,0.72268
JHARKHAND,2001-10,2939.81507,20.69069,30.97167,0.73758
CHATISGARH,2004-11,236.06772,13.50887,30.48054,0.49613
NAGALAND,2008-12,94.84979,6.46601,19.39515,0.85380
JHARKHAND,2007-12,552.34776,11.40085,26.39484,0.48474
TELANGANA,2009-04,5.55162,25.37056,42.02263,0.24240
UTTARAKHAND,2010-07,6288.59867,22.90960,30.51614,0.76699
LAKSHADWEEP,2013-06,451.76782,27.26440,28.15467,0.78642
TAMILNADU,2012-07,2429.83621,23.69405,32.87013,0.63658
HARYANA,2003-11,913.06085,12.08203,28.38312,0.37384
GUJARAT,2011-03,332.96033,21.02681,34.77128,0.41069
CHATISGARH,2001-12,67.41400,9.68291,29.39656,0.44140
LADAKH,2010-07,26.55473,0.31663,10.68013,0.78507
ORISSA,2001-01,604.82359,10.67570,29.54302,0.52951
PUDUCHERRY,2010-09,134.14050,25.28012,35.28723,0.66333
BIHAR,2005-07,9355.58700,26.74037,34.59678,0.69378
LAKSHADWEEP,2004-12,34.08908,26.09710,28.09913,0.70727
NEW DELHI,2001-03,0.01144,13.00329,33.37261,0.18855
GUJARAT,2009-12,1481.51614,17.86338,29.60306,0.46577
NEW DELHI,2010-09,446.79679,23.80667,30.42660,0.83024
CHANDIGARH,2009-12,0.51842,7.30406,22.47006,0.56153
DAMAN AND DIU,2006-01,0.00000,22.55048,25.83479,0.55906
GOA,2000-08,1830.99048,24.57921,26.95787,0.86711
HIMACHAL PRADESH,2001-06,1094.80882,21.67961,33.86172,0.44797
MADHAYA PRADESH,2013-07,23415.16049,24.10478,29.57604,0.83602
LADAKH,2008-04,122.54820,-12.46963,-0.73882,0.83373
DADRA AND NAGAR HAVELI,2012-02,17.85278,22.19083,28.06748,0.57070
JAMMU AND KASHMIR,2011-04,2148.62564,6.49160,19.54657,0.59347
WEST BENGAL,2005-06,4520.78158,28.57660,40.63562,0.55480
JHARKHAND,2006-04,377.55475,22.71296,39.37764,0.33623
JHARKHAND,2007-04,558.93338,23.50729,39.22246,0.37138
ASSAM,2001-02,585.27647,11.27893,29.05291,0.57189
ORISSA,2001-07,13048.29296,24.65443,30.61510,0.79960
MADHAYA PRADESH,2012-09,9570.56359,21.61707,29.58338,0.81423
TELANGANA,2008-01,5.12797,14.78175,31.49959,0.42195
WEST BENGAL,2004-05,2678.72848,27.36643,40.47986,0.51174
MAHARASHTRA,2010-02,65.00542,18.80855,33.02838,0.37744
KERALA,2000-07,7132.19520,24.33646,27.44464,0.83842
KERALA,2005-06,10393.85493,25.47985,28.43348,0.83839
KERALA,2000-12,720.95187,22.32858,30.09756,0.65607
LADAKH,2009-06,31.49685,-3.08815,6.62003,0.76600
ASSAM,2013-01,387.64218,9.15593,25.23569,0.66304
BIHAR,2010-02,231.62461,12.40010,29.01838,0.55207
LAKSHADWEEP,2005-02,19.71817,26.64032,28.49832,0.73857
UTTARAKHAND,2000-04,718.67044,18.74850,35.19625,0.28079
WEST BENGAL,2009-05,4831.67354,26.23001,37.73630,0.60823
ANDHRA PRADESH,2013-02,196.07816,16.34308,32.90482,0.58045
SIKKIM,2010-03,5.18074,13.13543,25.41063,0.40283
GUJARAT,2004-08,8614.98067,25.29352,29.56328,0.82507
GUJARAT,2012-07,10632.96191,26.55915,30.54403,0.79860
TELANGANA,2007-10,830.46968,19.35798,30.36443,0.68036
HARYANA,2002-01,397.89341,6.28096,22.81894,0.49205
KERALA,2002-02,662.13767,23.55775,31.85910,0.65068
MANIPUR,2004-11,57.17656,11.67391,25.31090,0.75553
MANIPUR,2013-04,592.00169,16.16512,30.65912,0.69626
HARYANA,2012-11,735.26591,13.41593,28.44008,0.42570
DAMAN AND DIU,2011-05,2.17323,28.33010,29.28024,0.78963
CHANDIGARH,2002-01,12.80251,5.65732,23.07055,0.41479
NEW DELHI,2010-02,8.99391,9.69521,25.89839,0.54902
GOA,2003-05,1.79901,26.24426,33.06242,0.72398
DADRA AND NAGAR HAVELI,2011-05,76.68057,28.08271,29.74429,0.72681
KARNATAKA,2013-05,1891.46572,23.28913,36.36430,0.55622
DADRA AND NAGAR HAVELI,2003-05,240.28502,28.20071,30.25235,0.71192
LADAKH,2007-03,113.15361,-22.18379,-4.15918,0.83390
ARUNACHAL PRADESH,2009-01,518.96827,6.62891,18.13177,0.81641
JHARKHAND,2003-07,9148.74798,25.41152,32.20944,0.79549
JHARKHAND,2013-11,366.52324,13.75739,26.61255,0.66531
GUJARAT,2007-01,683.79966,16.66542,29.44674,0.40972
GUJARAT,2013-07,19094.97526,25.84091,28.95214,0.85132
NAGALAND,2006-03,11.11851,6.82188,25.53970,0.50679
MAHARASHTRA,2003-03,162.25336,21.00085,36.50037,0.29037
MADHAYA PRADESH,2008-05,1031.96180,26.77117,41.24684,0.23808
JHARKHAND,2002-11,1032.93401,15.29899,28.64879,0.59369
NAGALAND,2013-12,140.38469,3.73312,18.39744,0.82959
MANIPUR,2002-06,1101.41790,19.86752,28.04477,0.88438
JHARKHAND,2008-05,1750.18696,25.59208,40.87469,0.37300
WEST BENGAL,2007-11,840.92772,18.51863,29.00799,0.68339
BIHAR,2009-02,90.89456,11.88986,30.48734,0.46565
CHATISGARH,2005-10,1922.27115,20.22375,30.26146,0.74301
MIZORAM,2011-06,1080.20841,23.00108,31.13017,0.89359
NAGALAND,2011-10,980.95118,12.57468,23.53261,0.90897
MANIPUR,2012-07,1787.33819,21.13640,28.48931,0.92201
MANIPUR,2009-07,1844.39730,21.03583,28.74607,0.89843
DAMAN AND DIU,2010-12,1.36986,22.90589,26.19948,0.57163
NEW DELHI,2006-07,64.24228,28.53197,37.78274,0.52367
DAMAN AND DIU,2012-06,519.11425,28.74485,29.58232,0.80836
NEW DELHI,2001-11,0.00000,11.90833,30.27327,0.25717
DAMAN AND DIU,2011-08,1565.15705,27.75124,28.55718,0.82085
ARUNACHAL PRADESH,2012-03,1067.58757,9.66192,21.50552,0.60282
HIMACHAL PRADESH,2011-07,5185.52767,21.45601,29.29789,0.76213
DADRA AND NAGAR HAVELI,2001-03,9.75695,24.64829,28.84590,0.67486
MADHAYA PRADESH,2013-11,245.11730,12.78340,28.39725,0.49747
DADRA AND NAGAR HAVELI,2011-02,22.45217,23.59679,27.71707,0.61232
MEGHALAYA,2005-12,66.20700,12.35144,25.36174,0.68147
JAMMU AND KASHMIR,2010-03,1352.78632,4.86221,19.55131,0.60337
MEGHALAYA,2005-06,1070.29598,23.38105,33.43170,0.69858
JHARKHAND,2012-01,1091.64074,11.32904,23.54665,0.62694
ANDAMAN AND NICOBAR ISLANDS,2007-07,159.34357,28.41184,30.10848,0.75147
JAMMU AND KASHMIR,2004-08,2069.51254,15.16982,28.28712,0.61365
NAGALAND,2004-07,3138.84621,18.62002,23.30014,0.94924
BIHAR,2002-07,8529.98409,28.16870,37.47599,0.61059
DADRA AND NAGAR HAVELI,2005-04,82.40490,26.93990,29.79700,0.62338
MIZORAM,2002-10,500.32428,18.90457,30.46219,0.83482
TRIPURA,2011-05,1697.69455,24.41078,33.10731,0.79196
GUJARAT,2011-12,654.03713,18.19352,30.01316,0.42777
ORISSA,2008-10,4058.14430,21.12174,32.17502,0.70794
HARYANA,2003-09,1842.24306,24.35265,34.37345,0.65448
TELANGANA,2008-08,3989.06171,22.82304,29.35881,0.82003
LAKSHADWEEP,2001-10,410.99420,27.07626,28.30329,0.80425
CHATISGARH,2010-01,268.22448,10.55456,27.61427,0.45490
KARNATAKA,2010-05,1415.15399,24.25666,37.16356,0.57275
TELANGANA,2003-11,24.70671,15.80567,30.49887,0.60963
ANDHRA PRADESH,2000-04,119.09649,25.19765,41.36587,0.47443
CHANDIGARH,2008-02,0.47979,7.25110,26.50162,0.29425
MANIPUR,2003-04,503.74214,16.38117,30.49656,0.64470
DAMAN AND DIU,2003-04,0.00000,27.23082,29.58353,0.70480
KARNATAKA,2013-11,1302.33594,17.31066,28.35212,0.71740
TAMILNADU,2012-01,489.22693,17.06986,28.80143,0.72084
JAMMU AND KASHMIR,2010-12,1422.43112,-0.64579,10.63616,0.66966
DADRA AND NAGAR HAVELI,2001-01,81.06481,23.06961,27.39703,0.59074
DADRA AND NAGAR HAVELI,2007-05,231.29167,28.27639,30.02300,0.72216
BIHAR,2003-07,18038.89396,26.97764,34.62656,0.73972
MEGHALAYA,2004-01,29.53842,10.38659,23.69624,0.63216
MEGHALAYA,2013-10,1078.09390,20.62635,28.98531,0.82081
UTTAR PRADESH,2011-06,18387.41516,27.74744,38.50740,0.52643
MIZORAM,2008-07,1054.19915,22.66285,29.39829,0.90027
CHATISGARH,2003-09,6506.46380,23.15403,29.13693,0.88726
TAMILNADU,2012-09,4898.18610,22.92619,32.40266,0.69369
SIKKIM,2002-06,52.89145,19.86267,29.18798,0.64661
JAMMU AND KASHMIR,2010-07,4342.37601,16.42201,28.47244,0.59459
MADHAYA PRADESH,2009-05,700.04638,27.61116,43.24196,0.21430
KERALA,2011-08,15100.62367,25.33989,27.31725,0.84750
PUNJAB,2008-10,1504.64975,19.72618,34.50421,0.49126
MANIPUR,2001-03,93.09024,10.74877,28.58675,0.47937
