Month,District_State,MaxTemperature
2006-01,"DANTEWARA, CHATISGARH",36.03500
2006-01,"CHANDRAPUR, MAHARASHTRA",35.99950
2006-01,"KOLHAPUR, MAHARASHTRA",35.93850
2006-01,"SANGLI, MAHARASHTRA",35.89400
2012-09,"THIRUVALLUR, TAMILNADU",42.16600
2012-09,"CHENNAI, TAMILNADU",42.13700
2012-09,"GANGANAGAR, RAJASTHAN",41.97200
2012-09,"SIVAGANGA, TAMILNADU",41.44900
2012-09,"FARIDKOT, PUNJAB",41.40800
2012-09,"FEROZEPORE, PUNJAB",41.40800
2012-09,"VILLUPURAM, TAMILNADU",40.88300
2012-09,"CUDDALORE, TAMILNADU",40.81400
2012-09,"KANCHEEPURAM, TAMILNADU",40.70200
2012-09,"SAMASTIPUR, BIHAR",40.10900
2011-08,"AMRITSAR, PUNJAB",43.71550
2011-08,"GANGANAGAR, RAJASTHAN",43.49400
2011-08,"FARIDKOT, PUNJAB",42.61700
2011-08,"FEROZEPORE, PUNJAB",42.61700
2011-08,"JAISALMER, RAJASTHAN",41.58900
2011-08,"HANUMANGARH, RAJASTHAN",41.41400
2011-08,"SIRSA, HARYANA",41.41400
2011-08,"UDHAMPUR, JAMMU AND KASHMIR",41.36250
2011-08,"JAMMU, JAMMU AND KASHMIR",41.28050
2011-08,"BHATINDA, PUNJAB",41.03900
2002-02,"BARGARH, ORISSA",40.74700
2002-02,"DANTEWARA, CHATISGARH",40.37050
2002-02,"SONEPUR, ORISSA",40.30050
2002-02,"MALKANGIRI, ORISSA",40.29100
2002-02,"CHANDRAPUR, MAHARASHTRA",40.25850
2002-02,"GADCHIROLI, MAHARASHTRA",40.11550
2002-02,"JHARSUGUDA, ORISSA",40.02600
2002-02,"MAHASAMUND, CHATISGARH",39.79300
2002-02,"SANGLI, MAHARASHTRA",39.75300
2002-02,"RAIGARH, CHATISGARH",39.74600
2007-10,"CHENNAI, TAMILNADU",42.60400
2007-10,"CUDDALORE, TAMILNADU",42.25900
2007-10,"SIVAGANGA, TAMILNADU",40.85200
2007-10,"PUDUCHERRY, PUDUCHERRY",40.59000
2007-10,"SANGRUR, PUNJAB",40.37300
2007-10,"FEROZEPORE, PUNJAB",40.24200
2007-10,"KAITHAL, HARYANA",40.19650
2007-10,"FARIDKOT, PUNJAB",40.13800
2007-10,"KANCHEEPURAM, TAMILNADU",40.09800
2007-10,"AMRITSAR, PUNJAB",40.00950
2002-10,"MEHSANA, GUJARAT",44.05800
2002-10,"BARMER, RAJASTHAN",43.86400
2002-10,"GANGANAGAR, RAJASTHAN",43.63350
2002-10,"AHMEDABAD, GUJARAT",43.58000
2002-10,"FARIDKOT, PUNJAB",43.57000
2002-10,"FEROZEPORE, PUNJAB",43.56600
2002-10,"PATAN, GUJARAT",43.54400
2002-10,"BHATINDA, PUNJAB",43.06700
2002-10,"TONK, RAJASTHAN",42.85550
2002-10,"JALORE, RAJASTHAN",42.80100
2005-04,"JHARSUGUDA, ORISSA",49.58600
2005-04,"REWA, MADHAYA PRADESH",49.17200
2005-04,"SIDHI, MADHAYA PRADESH",49.07600
2005-04,"DHAMTARI, CHATISGARH",48.52800
2005-04,"SATNA, MADHAYA PRADESH",48.47500
2005-04,"SONEPUR, ORISSA",48.38200
2005-04,"SUNDARGARH, ORISSA",48.34000
2005-04,"JHANSI, UTTAR PRADESH",48.21750
2005-04,"SAMBALPUR, ORISSA",48.00300
2005-04,"SIMDEGA, JHARKHAND",47.98700
2006-12,"NORTH GOA, GOA",37.66400
2006-12,"TIRUNELVELI, TAMILNADU",36.52200
2006-12,"KOLLAM, KERALA",35.61200
2006-12,"SURAT, GUJARAT",34.98100
2006-12,"PALAKKAD, KERALA",34.91500
2006-12,"REWA, MADHAYA PRADESH",34.73200
2006-12,"KODAGU, KARNATAKA",34.42450
2006-12,"SHIMOGA, KARNATAKA",34.39050
2006-12,"SIDHI, MADHAYA PRADESH",34.30600
2006-12,"ERNAKULAM, KERALA",34.25500
2011-04,"SONBHADRA, UTTAR PRADESH",48.68750
2011-04,"KORBA, CHATISGARH",48.38650
2011-04,"JANJGIR, CHATISGARH",48.29100
2011-04,"SIDHI, MADHAYA PRADESH",48.19600
2011-04,"JHARSUGUDA, ORISSA",48.08500
2011-04,"DUNGARPUR, RAJASTHAN",47.99650
2011-04,"REWA, MADHAYA PRADESH",47.76600
2011-04,"DHENKANAL, ORISSA",47.75900
2011-04,"LALITPUR, UTTAR PRADESH",47.65250
2011-04,"BANSWARA, RAJASTHAN",47.46400
2004-01,"PALAKKAD, KERALA",37.52000
2004-01,"NORTH GOA, GOA",37.23800
2004-01,"HAVERI, KARNATAKA",36.87800
2004-01,"SURAT, GUJARAT",35.89100
2004-01,"KODAGU, KARNATAKA",35.76350
2004-01,"MANDYA, KARNATAKA",35.73150
2004-01,"MYSORE, KARNATAKA",35.56700
2004-01,"SANGLI, MAHARASHTRA",35.44200
2004-01,"DHARWAR, KARNATAKA",35.29750
2004-01,"SHIMOGA, KARNATAKA",35.27200
2011-09,"SIVAGANGA, TAMILNADU",42.58000
2011-09,"RAMANATHAPURA, TAMILNADU",39.70500
2011-09,"IMPHAL, MANIPUR",39.15400
2011-09,"CACHAR, ASSAM",39.02200
2011-09,"LOHIT, ARUNACHAL PRADESH",38.94400
2011-09,"PUDUCHERRY, PUDUCHERRY",38.80750
2011-09,"THIRUVARUR, TAMILNADU",38.64100
2011-09,"NAMAKKAL, TAMILNADU",38.62400
2011-09,"CHENNAI, TAMILNADU",38.35300
2011-09,"CUDDALORE, TAMILNADU",38.29300
2003-08,"GANGANAGAR, RAJASTHAN",47.27450
2003-08,"FEROZEPORE, PUNJAB",46.22100
2003-08,"FARIDKOT, PUNJAB",46.00800
2003-08,"AMRITSAR, PUNJAB",45.21050
2003-08,"BHATINDA, PUNJAB",44.38100
2003-08,"CHENNAI, TAMILNADU",43.53200
2003-08,"JAMMU, JAMMU AND KASHMIR",43.41000
2003-08,"SIRSA, HARYANA",43.09300
2003-08,"HANUMANGARH, RAJASTHAN",43.09300
2003-08,"THIRUVALLUR, TAMILNADU",42.87600
2013-08,"BHATINDA, PUNJAB",43.58200
2013-08,"FARIDKOT, PUNJAB",43.43700
2013-08,"FEROZEPORE, PUNJAB",43.39000
2013-08,"AMRITSAR, PUNJAB",43.04200
2013-08,"BUXAR, BIHAR",42.48200
2013-08,"GANGANAGAR, RAJASTHAN",42.16600
2013-08,"BALLIA, UTTAR PRADESH",42.10700
2013-08,"VARANASI, UTTAR PRADESH",41.82000
2013-08,"GHAZIPUR, UTTAR PRADESH",41.77800
2013-08,"BHABUA, BIHAR",41.57600
2002-01,"HAVERI, KARNATAKA",37.72200
2002-01,"NORTH GOA, GOA",37.21300
2002-01,"DHARWAR, KARNATAKA",37.16050
2002-01,"PALAKKAD, KERALA",36.67300
2002-01,"GADAG, KARNATAKA",36.65350
2002-01,"GUNTUR, ANDHRA PRADESH",35.97300
2002-01,"MANDYA, KARNATAKA",35.92900
2002-01,"DAVANAGERE, KARNATAKA",35.67250
2002-01,"KRISHNA, ANDHRA PRADESH",35.66500
2002-01,"KHAMMAM, TELANGANA",35.55950
2011-07,"GANGANAGAR, RAJASTHAN",47.98900
2011-07,"FARIDKOT, PUNJAB",47.81700
2011-07,"FEROZEPORE, PUNJAB",47.58400
2011-07,"BHATINDA, PUNJAB",46.38900
2011-07,"AMRITSAR, PUNJAB",45.79250
2011-07,"HANUMANGARH, RAJASTHAN",45.32200
2011-07,"SANGRUR, PUNJAB",45.18800
2011-07,"SIRSA, HARYANA",44.81000
2011-07,"JULLUNDAR, PUNJAB",44.36950
2011-07,"BIKANER, RAJASTHAN",43.75800
2011-10,"BARMER, RAJASTHAN",39.08500
2011-10,"AHMEDABAD, GUJARAT",38.82200
2011-10,"NAMAKKAL, TAMILNADU",38.60500
2011-10,"JALORE, RAJASTHAN",38.55850
2011-10,"HARDA, MADHAYA PRADESH",38.54850
2011-10,"SIVAGANGA, TAMILNADU",38.52100
2011-10,"BANASKANTHA, GUJARAT",38.39850
2011-10,"RAJKOT, GUJARAT",38.35500
2011-10,"RAMANATHAPURA, TAMILNADU",38.29200
2011-10,"GANGANAGAR, RAJASTHAN",38.11400
2004-12,"NORTH GOA, GOA",37.38700
2004-12,"SURAT, GUJARAT",35.48400
2004-12,"PALAKKAD, KERALA",35.18700
2004-12,"HAVERI, KARNATAKA",35.06300
2004-12,"DAVANAGERE, KARNATAKA",34.89100
2004-12,"KOLHAPUR, MAHARASHTRA",34.74800
2004-12,"DANGS, GUJARAT",34.56600
2004-12,"SHIMOGA, KARNATAKA",34.35500
2004-12,"RAJKOT, GUJARAT",34.21900
2004-12,"KODAGU, KARNATAKA",34.19900
2008-11,"NORTH GOA, GOA",38.14500
2008-11,"SIVAGANGA, TAMILNADU",38.02700
2008-11,"EAST GODAVARI, ANDHRA PRADESH",37.77800
2008-11,"PATAN, GUJARAT",37.53700
2008-11,"BARMER, RAJASTHAN",37.51300
2008-11,"BANASKANTHA, GUJARAT",37.48400
2008-11,"RAJKOT, GUJARAT",37.21700
2008-11,"RAMANATHAPURA, TAMILNADU",37.13800
2008-11,"AHMEDABAD, GUJARAT",37.12800
2008-11,"KUTCH, GUJARAT",37.09500
2004-03,"BALASORE, ORISSA",47.37600
2004-03,"GONDIA, MAHARASHTRA",47.17600
2004-03,"CUTTACK, ORISSA",46.91400
2004-03,"JANJGIR, CHATISGARH",46.63900
2004-03,"SUNDARGARH, ORISSA",46.55900
2004-03,"SIMDEGA, JHARKHAND",46.53650
2004-03,"DANTEWARA, CHATISGARH",46.47600
2004-03,"KORBA, CHATISGARH",46.43400
2004-03,"HOWRAH, WEST BENGAL",46.15200
2004-03,"SAMBALPUR, ORISSA",45.94400
2004-08,"FARIDKOT, PUNJAB",46.53700
2004-08,"GANGANAGAR, RAJASTHAN",46.26200
2004-08,"FEROZEPORE, PUNJAB",45.90200
2004-08,"BHATINDA, PUNJAB",45.85100
2004-08,"AMRITSAR, PUNJAB",45.65000
2004-08,"SIRSA, HARYANA",44.71500
2004-08,"HANUMANGARH, RAJASTHAN",44.71500
2004-08,"KAPURTHALA, PUNJAB",44.38100
2004-08,"CHENNAI, TAMILNADU",44.31100
2004-08,"AMBALA, HARYANA",44.01100
2001-02,"GUNTUR, ANDHRA PRADESH",41.40900
2001-02,"MAHASAMUND, CHATISGARH",41.38500
2001-02,"NELLORE, ANDHRA PRADESH",41.35100
2001-02,"GADCHIROLI, MAHARASHTRA",41.09000
2001-02,"HAVERI, KARNATAKA",40.93600
2001-02,"KRISHNA, ANDHRA PRADESH",40.89650
2001-02,"JAJPUR, ORISSA",40.89200
2001-02,"KHAMMAM, TELANGANA",40.81400
2001-02,"JHARSUGUDA, ORISSA",40.71600
2001-02,"SAMBALPUR, ORISSA",40.71600
2009-12,"NORTH GOA, GOA",36.44400
2009-12,"PALAKKAD, KERALA",34.47200
2009-12,"SURAT, GUJARAT",34.18300
2009-12,"THRISSUR, KERALA",34.01200
2009-12,"KODAGU, KARNATAKA",33.78250
2009-12,"ERNAKULAM, KERALA",33.71650
2009-12,"MALKANGIRI, ORISSA",33.49800
2009-12,"NANDURBAR, MAHARASHTRA",33.22200
2009-12,"SHIMOGA, KARNATAKA",33.19850
2009-12,"DANGS, GUJARAT",33.04800
2003-09,"FEROZEPORE, PUNJAB",46.32100
2003-09,"FARIDKOT, PUNJAB",46.26500
2003-09,"BHATINDA, PUNJAB",45.11500
2003-09,"GANGANAGAR, RAJASTHAN",44.48000
2003-09,"AMRITSAR, PUNJAB",44.25150
2003-09,"CHENNAI, TAMILNADU",43.85500
2003-09,"CUDDALORE, TAMILNADU",43.53200
2003-09,"SIRSA, HARYANA",43.39500
2003-09,"HANUMANGARH, RAJASTHAN",43.39500
2003-09,"VILLUPURAM, TAMILNADU",43.18800
2000-06,"REWA, MADHAYA PRADESH",51.32500
2000-06,"SATNA, MADHAYA PRADESH",51.22650
2000-06,"KORBA, CHATISGARH",50.72250
2000-06,"JANJGIR, CHATISGARH",50.41200
2000-06,"FARIDKOT, PUNJAB",50.35500
2000-06,"SIDHI, MADHAYA PRADESH",50.33600
2000-06,"FEROZEPORE, PUNJAB",50.29800
2000-06,"BILASPUR, CHATISGARH",49.57400
2000-06,"KATNI, MADHAYA PRADESH",49.24700
2000-06,"BHATINDA, PUNJAB",49.06700
2007-06,"RAIGARH, CHATISGARH",53.66700
2007-06,"KORBA, CHATISGARH",53.46150
2007-06,"JANJGIR, CHATISGARH",53.41100
2007-06,"BARGARH, ORISSA",53.00350
2007-06,"AMRITSAR, PUNJAB",52.86300
2007-06,"MAHASAMUND, CHATISGARH",52.81100
2007-06,"JHARSUGUDA, ORISSA",52.49200
2007-06,"SAMBALPUR, ORISSA",52.34300
2007-06,"SUNDARGARH, ORISSA",52.21800
2007-06,"SANGRUR, PUNJAB",52.11100
2008-07,"FARIDKOT, PUNJAB",50.33900
2008-07,"FEROZEPORE, PUNJAB",49.86400
2008-07,"AMRITSAR, PUNJAB",48.97550
2008-07,"GANGANAGAR, RAJASTHAN",47.55150
2008-07,"BHATINDA, PUNJAB",47.47500
2008-07,"HANUMANGARH, RAJASTHAN",46.88600
2008-07,"JAMMU, JAMMU AND KASHMIR",46.57000
2008-07,"SIRSA, HARYANA",46.46000
2008-07,"HISSAR, HARYANA",45.99800
2008-07,"SANGRUR, PUNJAB",45.98100
2010-05,"SIDHI, MADHAYA PRADESH",54.05600
2010-05,"MAHASAMUND, CHATISGARH",52.43300
2010-05,"JANJGIR, CHATISGARH",52.34600
2010-05,"REWA, MADHAYA PRADESH",52.15400
2010-05,"JHARSUGUDA, ORISSA",52.11000
2010-05,"GADCHIROLI, MAHARASHTRA",52.05400
2010-05,"PALAMAU, JHARKHAND",51.90300
2010-05,"SAMBALPUR, ORISSA",51.90100
2010-05,"KANPUR CITY, UTTAR PRADESH",51.50800
2010-05,"ROHTAS, BIHAR",51.44200
2003-11,"NORTH GOA, GOA",37.95000
2003-11,"AHMEDABAD, GUJARAT",37.93750
2003-11,"PATAN, GUJARAT",37.76300
2003-11,"SURENDRANAGAR, GUJARAT",37.74650
2003-11,"BARMER, RAJASTHAN",37.59100
2003-11,"SURAT, GUJARAT",37.59100
2003-11,"AMRELI, GUJARAT",37.35300
2003-11,"RAJKOT, GUJARAT",37.20300
2003-11,"BANASKANTHA, GUJARAT",37.09150
2003-11,"JALORE, RAJASTHAN",36.99700
2009-09,"FARIDKOT, PUNJAB",44.92800
2009-09,"FEROZEPORE, PUNJAB",44.70800
2009-09,"GANGANAGAR, RAJASTHAN",44.60850
2009-09,"AMRITSAR, PUNJAB",44.47350
2009-09,"BHATINDA, PUNJAB",43.88100
2009-09,"BANASKANTHA, GUJARAT",43.73350
2009-09,"CUDDALORE, TAMILNADU",43.45800
2009-09,"JALORE, RAJASTHAN",43.12550
2009-09,"HANUMANGARH, RAJASTHAN",42.94000
2009-09,"SIRSA, HARYANA",42.94000
2011-02,"MALKANGIRI, ORISSA",38.67600
2011-02,"NANDURBAR, MAHARASHTRA",38.07900
2011-02,"HAVERI, KARNATAKA",37.58200
2011-02,"GADCHIROLI, MAHARASHTRA",37.47700
2011-02,"HOWRAH, WEST BENGAL",37.29300
2011-02,"DANTEWARA, CHATISGARH",37.19150
2011-02,"CHENNAI, TAMILNADU",37.14900
2011-02,"BOLANGIR, ORISSA",37.08700
2011-02,"DANGS, GUJARAT",37.08700
2011-02,"SONEPUR, ORISSA",37.01050
2011-06,"BARMER, RAJASTHAN",50.73600
2011-06,"LALITPUR, UTTAR PRADESH",50.71700
2011-06,"RAE BARELI, UTTAR PRADESH",50.54150
2011-06,"SULTANPUR, UTTAR PRADESH",50.20300
2011-06,"BHARATPUR, RAJASTHAN",49.95800
2011-06,"JAUNPUR, UTTAR PRADESH",49.95250
2011-06,"SIKAR, RAJASTHAN",49.95000
2011-06,"AURAIYA, UTTAR PRADESH",49.89500
2011-06,"BUNDI, RAJASTHAN",49.89150
2011-06,"REWA, MADHAYA PRADESH",49.88700
2009-05,"SAMBALPUR, ORISSA",53.34700
2009-05,"JHARSUGUDA, ORISSA",53.34700
2009-05,"KORBA, CHATISGARH",53.26250
2009-05,"JANJGIR, CHATISGARH",53.07100
2009-05,"BILASPUR, CHATISGARH",52.50900
2009-05,"RAIGARH, CHATISGARH",52.29600
2009-05,"BARGARH, ORISSA",52.24800
2009-05,"SUNDARGARH, ORISSA",51.93100
2009-05,"DEOGARH, ORISSA",51.77500
2009-05,"ANGUL, ORISSA",51.75950
2013-03,"CUTTACK, ORISSA",46.74400
2013-03,"JANJGIR, CHATISGARH",46.34000
2013-03,"DHENKANAL, ORISSA",46.31000
2013-03,"SAMBALPUR, ORISSA",46.29000
2013-03,"JHARSUGUDA, ORISSA",46.29000
2013-03,"RAIGARH, CHATISGARH",45.79100
2013-03,"ANGUL, ORISSA",45.75250
2013-03,"SONEPUR, ORISSA",45.73150
2013-03,"BARGARH, ORISSA",45.69850
2013-03,"JAJPUR, ORISSA",45.64900
2007-03,"GADCHIROLI, MAHARASHTRA",46.74200
2007-03,"REWA, MADHAYA PRADESH",46.57400
2007-03,"RAIGARH, CHATISGARH",46.32000
2007-03,"SONEPUR, ORISSA",46.30050
2007-03,"JANJGIR, CHATISGARH",46.29000
2007-03,"DANTEWARA, CHATISGARH",46.26900
2007-03,"KHAMMAM, TELANGANA",46.24800
2007-03,"MALKANGIRI, ORISSA",46.21600
2007-03,"BARGARH, ORISSA",46.16450
2007-03,"SONBHADRA, UTTAR PRADESH",46.14600
2013-10,"SIVAGANGA, TAMILNADU",41.45000
2013-10,"GANGANAGAR, RAJASTHAN",40.46950
2013-10,"FEROZEPORE, PUNJAB",40.14300
2013-10,"FARIDKOT, PUNJAB",39.74500
2013-10,"RAMANATHAPURA, TAMILNADU",39.38600
2013-10,"NAMAKKAL, TAMILNADU",39.37100
2013-10,"BARMER, RAJASTHAN",38.41700
2013-10,"SALEM, TAMILNADU",38.25200
2013-10,"BHATINDA, PUNJAB",38.15400
2013-10,"AMRITSAR, PUNJAB",37.98500
2001-07,"LUDHIANA, PUNJAB",48.18250
2001-07,"BHATINDA, PUNJAB",48.01300
2001-07,"FARIDKOT, PUNJAB",47.90200
2001-07,"FEROZEPORE, PUNJAB",47.60200
2001-07,"AMRITSAR, PUNJAB",47.41050
2001-07,"JAMMU, JAMMU AND KASHMIR",47.05650
2001-07,"GURDASPUR, PUNJAB",46.78400
2001-07,"SANGRUR, PUNJAB",46.56400
2001-07,"GANGANAGAR, RAJASTHAN",45.97300
2001-07,"PATIALA, PUNJAB",45.86100
2003-04,"SONBHADRA, UTTAR PRADESH",52.43350
2003-04,"JHARSUGUDA, ORISSA",51.83300
2003-04,"JANJGIR, CHATISGARH",51.67900
2003-04,"SAMBALPUR, ORISSA",50.87400
2003-04,"S.RAVIDAS NAGAR, UTTAR PRADESH",50.56400
2003-04,"KORBA, CHATISGARH",50.43200
2003-04,"SHAHUJI M NAGAR, UTTAR PRADESH",50.41800
2003-04,"ALLAHABAD, UTTAR PRADESH",50.14150
2003-04,"FATEHPUR, UTTAR PRADESH",50.09600
2003-04,"SUNDARGARH, ORISSA",50.09400
2010-12,"NORTH GOA, GOA",35.30600
2010-12,"MALKANGIRI, ORISSA",33.11300
2010-12,"SIVAGANGA, TAMILNADU",33.07800
2010-12,"SURAT, GUJARAT",33.00300
2010-12,"PALAKKAD, KERALA",32.55200
2010-12,"RAMANATHAPURA, TAMILNADU",32.50800
2010-12,"GADCHIROLI, MAHARASHTRA",32.27200
2010-12,"NELLORE, ANDHRA PRADESH",32.25900
2010-12,"BARODA, GUJARAT",32.20450
2010-12,"RAIGARH, CHATISGARH",32.11500
2012-10,"FARIDKOT, PUNJAB",41.20800
2012-10,"BARMER, RAJASTHAN",41.18700
2012-10,"FEROZEPORE, PUNJAB",41.09900
2012-10,"CHENNAI, TAMILNADU",40.81000
2012-10,"HANUMANGARH, RAJASTHAN",40.60700
2012-10,"SIRSA, HARYANA",40.60500
2012-10,"SIVAGANGA, TAMILNADU",39.99700
2012-10,"THIRUVALLUR, TAMILNADU",39.94400
2012-10,"BHATINDA, PUNJAB",39.85300
2012-10,"GANGANAGAR, RAJASTHAN",39.68650
2003-06,"BILASPUR, CHATISGARH",54.09500
2003-06,"JANJGIR, CHATISGARH",52.99500
2003-06,"JHARSUGUDA, ORISSA",52.64200
2003-06,"KORBA, CHATISGARH",52.47800
2003-06,"SIMDEGA, JHARKHAND",52.36900
2003-06,"KOWARDHA, CHATISGARH",52.06500
2003-06,"DHENKANAL, ORISSA",51.65000
2003-06,"SAMBALPUR, ORISSA",51.62700
2003-06,"SHAHUJI M NAGAR, UTTAR PRADESH",51.39400
2003-06,"BALRAMPUR, UTTAR PRADESH",51.36700
2003-10,"BARMER, RAJASTHAN",42.92400
2003-10,"GANGANAGAR, RAJASTHAN",42.47050
2003-10,"FEROZEPORE, PUNJAB",42.30000
2003-10,"FARIDKOT, PUNJAB",42.29200
2003-10,"BANASKANTHA, GUJARAT",41.90600
2003-10,"BHATINDA, PUNJAB",41.27500
2003-10,"JALORE, RAJASTHAN",41.22550
2003-10,"PATAN, GUJARAT",40.68400
2003-10,"AHMEDABAD, GUJARAT",40.49150
2003-10,"BIKANER, RAJASTHAN",40.12600
2005-08,"FARIDKOT, PUNJAB",47.53200
2005-08,"FEROZEPORE, PUNJAB",46.00500
2005-08,"JAMMU, JAMMU AND KASHMIR",45.65900
2005-08,"AMRITSAR, PUNJAB",45.26550
2005-08,"BHATINDA, PUNJAB",45.26400
2005-08,"GANGANAGAR, RAJASTHAN",44.61800
2005-08,"LUDHIANA, PUNJAB",44.11700
2005-08,"SANGRUR, PUNJAB",43.98500
2005-08,"CHANDIGARH, CHANDIGARH",43.63600
2005-08,"SIRSA, HARYANA",43.58900
2007-11,"PATAN, GUJARAT",39.29100
2007-11,"BARMER, RAJASTHAN",38.59100
2007-11,"BANASKANTHA, GUJARAT",38.28500
2007-11,"AHMEDABAD, GUJARAT",38.27500
2007-11,"JALORE, RAJASTHAN",37.85950
2007-11,"SURENDRANAGAR, GUJARAT",37.67250
2007-11,"MEHSANA, GUJARAT",37.65800
2007-11,"KUTCH, GUJARAT",37.60400
2007-11,"BHAVNAGAR, GUJARAT",37.44500
2007-11,"RAJKOT, GUJARAT",37.35700
2011-12,"DANGS, GUJARAT",36.44600
2011-12,"RAJKOT, GUJARAT",36.10200
2011-12,"NANDURBAR, MAHARASHTRA",35.76950
2011-12,"JAMNAGAR, GUJARAT",35.53500
2011-12,"AMRELI, GUJARAT",35.28100
2011-12,"JHABUA, MADHAYA PRADESH",35.16900
2011-12,"BHAVNAGAR, GUJARAT",34.97250
2011-12,"BARODA, GUJARAT",34.94050
2011-12,"SURAT, GUJARAT",34.91300
2011-12,"HARDA, MADHAYA PRADESH",34.86550
2005-03,"SONEPUR, ORISSA",46.96400
2005-03,"JHARSUGUDA, ORISSA",45.76500
2005-03,"BOLANGIR, ORISSA",45.71500
2005-03,"CHANDRAPUR, MAHARASHTRA",45.32600
2005-03,"MALKANGIRI, ORISSA",44.90500
2005-03,"SUNDARGARH, ORISSA",44.77700
2005-03,"SIDHI, MADHAYA PRADESH",44.75300
2005-03,"KHAMMAM, TELANGANA",44.72000
2005-03,"REWA, MADHAYA PRADESH",44.40000
2005-03,"GADCHIROLI, MAHARASHTRA",44.36450
2009-04,"SAMBALPUR, ORISSA",52.94500
2009-04,"JHARSUGUDA, ORISSA",52.94500
2009-04,"JANJGIR, CHATISGARH",52.82000
2009-04,"SONEPUR, ORISSA",52.41300
2009-04,"BILASPUR, CHATISGARH",52.32500
2009-04,"SIMDEGA, JHARKHAND",51.90700
2009-04,"KORBA, CHATISGARH",51.72750
2009-04,"SUNDARGARH, ORISSA",51.40800
2009-04,"CHANDRAPUR, MAHARASHTRA",51.34600
2009-04,"BARGARH, ORISSA",51.30400
2009-03,"JHARSUGUDA, ORISSA",46.68400
2009-03,"CHANDRAPUR, MAHARASHTRA",45.14150
2009-03,"SUNDARGARH, ORISSA",44.95600
2009-03,"SONEPUR, ORISSA",44.95350
2009-03,"SAMBALPUR, ORISSA",44.84100
2009-03,"GADCHIROLI, MAHARASHTRA",44.52550
2009-03,"KHAMMAM, TELANGANA",44.46850
2009-03,"MALKANGIRI, ORISSA",44.36900
2009-03,"ADILABAD, TELANGANA",44.30500
2009-03,"DANTEWARA, CHATISGARH",44.26150
2013-01,"DHARWAR, KARNATAKA",35.67800
2013-01,"DAVANAGERE, KARNATAKA",35.52900
2013-01,"HAVERI, KARNATAKA",35.42100
2013-01,"PALAKKAD, KERALA",34.96000
2013-01,"CHANDRAPUR, MAHARASHTRA",34.89400
2013-01,"NILGIRIS, TAMILNADU",34.80750
2013-01,"SHIMOGA, KARNATAKA",34.68250
2013-01,"SALEM, TAMILNADU",34.56400
2013-01,"NAMAKKAL, TAMILNADU",34.56400
2013-01,"SANGLI, MAHARASHTRA",34.53600
2002-07,"FEROZEPORE, PUNJAB",51.31400
2002-07,"FARIDKOT, PUNJAB",51.30200
2002-07,"BHATINDA, PUNJAB",50.63300
2002-07,"AMRITSAR, PUNJAB",49.83000
2002-07,"SANGRUR, PUNJAB",49.76900
2002-07,"HANUMANGARH, RAJASTHAN",49.58800
2002-07,"SIRSA, HARYANA",49.49200
2002-07,"BALRAMPUR, UTTAR PRADESH",49.37400
2002-07,"LUDHIANA, PUNJAB",49.29800
2002-07,"GONDA, UTTAR PRADESH",48.68700
2001-09,"AMRITSAR, PUNJAB",46.84050
2001-09,"FARIDKOT, PUNJAB",46.57300
2001-09,"BHATINDA, PUNJAB",45.74500
2001-09,"FEROZEPORE, PUNJAB",45.51000
2001-09,"SANGRUR, PUNJAB",44.65700
2001-09,"CHENNAI, TAMILNADU",44.44900
2001-09,"JULLUNDAR, PUNJAB",44.17650
2001-09,"JAMMU, JAMMU AND KASHMIR",43.81500
2001-09,"LUDHIANA, PUNJAB",43.80800
2001-09,"BANASKANTHA, GUJARAT",43.70650
2008-01,"NORTH GOA, GOA",38.06500
2008-01,"PALAKKAD, KERALA",38.00500
2008-01,"TIRUNELVELI, TAMILNADU",37.31600
2008-01,"VIRUDHUNAGAR, TAMILNADU",36.90350
2008-01,"SURAT, GUJARAT",36.55900
2008-01,"KOLLAM, KERALA",36.43200
2008-01,"HAVERI, KARNATAKA",36.30600
2008-01,"DAVANAGERE, KARNATAKA",36.30400
2008-01,"CHENNAI, TAMILNADU",36.20800
2008-01,"KODAGU, KARNATAKA",35.66100
2002-05,"JHARSUGUDA, ORISSA",53.96500
2002-05,"JANJGIR, CHATISGARH",53.71700
2002-05,"SIMDEGA, JHARKHAND",53.12950
2002-05,"KORBA, CHATISGARH",52.78450
2002-05,"SUNDARGARH, ORISSA",52.45900
2002-05,"DEOGARH, ORISSA",52.19500
2002-05,"SAMBALPUR, ORISSA",52.09600
2002-05,"KOWARDHA, CHATISGARH",51.69900
2002-05,"BILASPUR, CHATISGARH",51.55100
2002-05,"SINGBHUM EAST, JHARKHAND",51.46600
2010-10,"BARMER, RAJASTHAN",42.65300
2010-10,"GANGANAGAR, RAJASTHAN",42.05900
2010-10,"JALORE, RAJASTHAN",40.34400
2010-10,"FEROZEPORE, PUNJAB",40.16300
2010-10,"SURENDRANAGAR, GUJARAT",40.04850
2010-10,"FARIDKOT, PUNJAB",40.01800
2010-10,"HANUMANGARH, RAJASTHAN",39.99400
2010-10,"SIRSA, HARYANA",39.99400
2010-10,"PATAN, GUJARAT",39.96900
2010-10,"BIKANER, RAJASTHAN",39.92500
2004-09,"FARIDKOT, PUNJAB",47.38600
2004-09,"BHATINDA, PUNJAB",47.25500
2004-09,"AMRITSAR, PUNJAB",47.05150
