Month,District_State,TotalPrecipitation
2007-02,"BADGAM, JAMMU AND KASHMIR",616.10128
2007-02,"PULWAMA, JAMMU AND KASHMIR",610.97719
2007-02,"BARAMULLA, JAMMU AND KASHMIR",432.10343
2007-02,"DODA, JAMMU AND KASHMIR",392.93402
2007-02,"ANANTNAG, JAMMU AND KASHMIR",333.09143
2007-02,"UDHAMPUR, JAMMU AND KASHMIR",277.38973
2007-02,"SRINAGAR, JAMMU AND KASHMIR",270.02363
2007-02,"KUPWARA, JAMMU AND KASHMIR",236.75278
2007-02,"KATHUA, JAMMU AND KASHMIR",223.68335
2007-02,"JAMMU, JAMMU AND KASHMIR",207.89521
2002-08,"PAPAMPARE, ARUNACHAL PRADESH",1172.80955
2002-08,"KISHANGANJ, BIHAR",1137.62903
2002-08,"SOUTH GOA, GOA",1019.25487
2002-08,"COOCH BEHAR, WEST BENGAL",1016.89646
2002-08,"LAKHIMPUR, ASSAM",899.47417
2002-08,"RATNAGIRI, MAHARASHTRA",893.28647
2002-08,"NORTH TRIPURA, TRIPURA",845.64303
2002-08,"KANARA NORTH, KARNATAKA",843.86751
2002-08,"SINDHUDURG, MAHARASHTRA",842.49941
2002-08,"MON, NAGALAND",833.88201
2006-11,"DINDIGUL, TAMILNADU",963.02033
2006-11,"THIRUVANANTHAP, KERALA",933.17102
2006-11,"TIRUNELVELI, TAMILNADU",927.74761
2006-11,"THENI, TAMILNADU",905.70065
2006-11,"KOLLAM, KERALA",887.50416
2006-11,"IDUKKI, KERALA",790.00837
2006-11,"PATHANAMTHITTA, KERALA",784.82384
2006-11,"KOTTAYAM, KERALA",766.58737
2006-11,"KARUR, TAMILNADU",749.51335
2006-11,"ALAPPUZHA, KERALA",736.87996
2012-06,"UDUPI, KARNATAKA",1395.23925
2012-06,"GOLAGHAT, ASSAM",1321.40908
2012-06,"SINDHUDURG, MAHARASHTRA",1320.30661
2012-06,"KARBI ANGLONG, ASSAM",1292.71233
2012-06,"RATNAGIRI, MAHARASHTRA",1250.35293
2012-06,"ERNAKULAM, KERALA",1242.19492
2012-06,"KASARGOD, KERALA",1242.06678
2012-06,"N.C.HILLS, ASSAM",1229.00275
2012-06,"KOZHIKODE, KERALA",1214.37812
2012-06,"KANARA NORTH, KARNATAKA",1165.79494
2013-07,"WEST KAMENG, ARUNACHAL PRADESH",3113.23718
2013-07,"PAPAMPARE, ARUNACHAL PRADESH",2762.86603
2013-07,"KOKRAJHAR, ASSAM",2465.80758
2013-07,"GOLAGHAT, ASSAM",2414.15293
2013-07,"LAKHIMPUR, ASSAM",2405.48232
2013-07,"BONGAIGAON, ASSAM",2344.30222
2013-07,"DHUBRI, ASSAM",2288.26356
2013-07,"GOALPARA, ASSAM",2272.62681
2013-07,"NALBARI, ASSAM",2215.31577
2013-07,"LOWER SUBANSIRI, ARUNACHAL PRADESH",2083.35798
2003-03,"PULWAMA, JAMMU AND KASHMIR",552.70850
2003-03,"BADGAM, JAMMU AND KASHMIR",444.74382
2003-03,"BARAMULLA, JAMMU AND KASHMIR",425.07134
2003-03,"ANANTNAG, JAMMU AND KASHMIR",297.07205
2003-03,"SRINAGAR, JAMMU AND KASHMIR",266.49802
2003-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",263.39036
2003-03,"KUPWARA, JAMMU AND KASHMIR",238.70888
2003-03,"KARGIL, JAMMU AND KASHMIR",214.01370
2003-03,"DODA, JAMMU AND KASHMIR",196.09735
2003-03,"UPPER SIANG, ARUNACHAL PRADESH",185.29559
2009-11,"KARUR, TAMILNADU",595.97652
2009-11,"THENI, TAMILNADU",535.38543
2009-11,"DINDIGUL, TAMILNADU",529.34343
2009-11,"KANNIYAKUMARI, TAMILNADU",505.07612
2009-11,"THIRUVANANTHAP, KERALA",503.59044
2009-11,"THIRUVARUR, TAMILNADU",494.11521
2009-11,"ALAPPUZHA, KERALA",489.87955
2009-11,"TANJAVUR, TAMILNADU",485.90151
2009-11,"PUDUKOTTAI, TAMILNADU",485.23670
2009-11,"NAGAPATTINAM, TAMILNADU",471.83071
2000-04,"KARBI ANGLONG, ASSAM",360.64342
2000-04,"NORTH TRIPURA, TRIPURA",333.80326
2000-04,"EAST KHASI HILLS, MEGHALAYA",315.53401
2000-04,"PHEK, NAGALAND",307.89350
2000-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",305.09289
2000-04,"KOHIMA, NAGALAND",298.64486
2000-04,"THENI, TAMILNADU",295.64896
2000-04,"HAILAKANDI, ASSAM",265.76316
2000-04,"MON, NAGALAND",265.25971
2000-04,"WEST TRIPURA, TRIPURA",258.57985
2000-11,"KANNIYAKUMARI, TAMILNADU",365.51566
2000-11,"KARUR, TAMILNADU",342.00838
2000-11,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",330.08573
2000-11,"THOOTHUKUDI, TAMILNADU",321.16099
2000-11,"THIRUVANANTHAP, KERALA",320.34186
2000-11,"THENI, TAMILNADU",312.55351
2000-11,"PUDUKOTTAI, TAMILNADU",307.08114
2000-11,"RAMANATHAPURA, TAMILNADU",305.41978
2000-11,"TIRUNELVELI, TAMILNADU",284.79649
2000-11,"KOLLAM, KERALA",284.22831
2006-01,"PULWAMA, JAMMU AND KASHMIR",318.45414
2006-01,"BARAMULLA, JAMMU AND KASHMIR",293.95126
2006-01,"ANANTNAG, JAMMU AND KASHMIR",251.11600
2006-01,"KUPWARA, JAMMU AND KASHMIR",248.47810
2006-01,"BADGAM, JAMMU AND KASHMIR",242.61078
2006-01,"SRINAGAR, JAMMU AND KASHMIR",238.95779
2006-01,"THOOTHUKUDI, TAMILNADU",199.71971
2006-01,"THIRUVARUR, TAMILNADU",185.05954
2006-01,"RAMANATHAPURA, TAMILNADU",184.63621
2006-01,"SIVAGANGA, TAMILNADU",181.49527
2012-09,"EAST SIANG, ARUNACHAL PRADESH",2297.66538
2012-09,"GOLAGHAT, ASSAM",2169.07803
2012-09,"WEST KAMENG, ARUNACHAL PRADESH",2085.42723
2012-09,"KARIMGANJ, ASSAM",2037.03173
2012-09,"LOWER SUBANSIRI, ARUNACHAL PRADESH",1924.92008
2012-09,"KARBI ANGLONG, ASSAM",1894.32719
2012-09,"LAKHIMPUR, ASSAM",1872.41138
2012-09,"DIBANG VALLEY, ARUNACHAL PRADESH",1770.41817
2012-09,"HAILAKANDI, ASSAM",1737.54459
2012-09,"PAPAMPARE, ARUNACHAL PRADESH",1657.97755
2011-08,"RATNAGIRI, MAHARASHTRA",1719.34664
2011-08,"ERNAKULAM, KERALA",1588.77068
2011-08,"SINDHUDURG, MAHARASHTRA",1527.25930
2011-08,"THRISSUR, KERALA",1523.34025
2011-08,"KOZHIKODE, KERALA",1499.60198
2011-08,"UDUPI, KARNATAKA",1469.92057
2011-08,"KARIMGANJ, ASSAM",1444.76564
2011-08,"KOLABA/RAIGARH, MAHARASHTRA",1391.53918
2011-08,"KANARA NORTH, KARNATAKA",1372.27027
2011-08,"GOLAGHAT, ASSAM",1314.48153
2002-02,"PULWAMA, JAMMU AND KASHMIR",317.55211
2002-02,"THIRUVARUR, TAMILNADU",293.88554
2002-02,"BARAMULLA, JAMMU AND KASHMIR",269.66968
2002-02,"BADGAM, JAMMU AND KASHMIR",261.31326
2002-02,"NAGAPATTINAM, TAMILNADU",254.98577
2002-02,"TANJAVUR, TAMILNADU",214.20635
2002-02,"SRINAGAR, JAMMU AND KASHMIR",178.95585
2002-02,"PUDUCHERRY, PUDUCHERRY",176.92367
2002-02,"RAMANATHAPURA, TAMILNADU",176.51698
2002-02,"PUDUKOTTAI, TAMILNADU",155.61918
2007-10,"WAYANAD, KERALA",776.38020
2007-10,"NILGIRIS, TAMILNADU",750.10898
2007-10,"DINDIGUL, TAMILNADU",717.77117
2007-10,"THENI, TAMILNADU",700.62563
2007-10,"MON, NAGALAND",667.47523
2007-10,"KARUR, TAMILNADU",633.35207
2007-10,"PALAKKAD, KERALA",557.20251
2007-10,"IDUKKI, KERALA",539.87589
2007-10,"UPPER SUBANSIRI, ARUNACHAL PRADESH",531.46617
2007-10,"COIMBATORE, TAMILNADU",519.95962
2002-10,"THRISSUR, KERALA",725.14400
2002-10,"ALAPPUZHA, KERALA",658.40690
2002-10,"LAKSHADWEEP, LAKSHADWEEP",655.24495
2002-10,"THENI, TAMILNADU",628.46863
2002-10,"KASARGOD, KERALA",607.91536
2002-10,"ERNAKULAM, KERALA",585.68458
2002-10,"IDUKKI, KERALA",568.58391
2002-10,"MALAPPURAM, KERALA",557.93364
2002-10,"PALAKKAD, KERALA",556.78807
2002-10,"KOTTAYAM, KERALA",555.47587
2005-04,"THENI, TAMILNADU",473.63862
2005-04,"IDUKKI, KERALA",456.38236
2005-04,"ERNAKULAM, KERALA",456.05717
2005-04,"DINDIGUL, TAMILNADU",436.65935
2005-04,"THRISSUR, KERALA",408.09961
2005-04,"TIRUNELVELI, TAMILNADU",389.57606
2005-04,"ALAPPUZHA, KERALA",385.84902
2005-04,"PALAKKAD, KERALA",385.74289
2005-04,"KOTTAYAM, KERALA",368.99876
2005-04,"PATHANAMTHITTA, KERALA",352.07280
2006-12,"PULWAMA, JAMMU AND KASHMIR",250.61704
2006-12,"BADGAM, JAMMU AND KASHMIR",230.27520
2006-12,"BARAMULLA, JAMMU AND KASHMIR",227.47189
2006-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",217.36083
2006-12,"SRINAGAR, JAMMU AND KASHMIR",189.47296
2006-12,"KUPWARA, JAMMU AND KASHMIR",164.48082
2006-12,"ANANTNAG, JAMMU AND KASHMIR",152.05708
2006-12,"DODA, JAMMU AND KASHMIR",139.78101
2006-12,"HAMIRPUR, HIMACHAL PRADESH",106.53133
2006-12,"GARWAL TEHRI, UTTARAKHAND",99.07178
2011-04,"THENI, TAMILNADU",554.01052
2011-04,"PULWAMA, JAMMU AND KASHMIR",514.49316
2011-04,"DIBANG VALLEY, ARUNACHAL PRADESH",495.07228
2011-04,"IDUKKI, KERALA",449.84850
2011-04,"VIRUDHUNAGAR, TAMILNADU",439.53897
2011-04,"DINDIGUL, TAMILNADU",431.10867
2011-04,"EAST SIANG, ARUNACHAL PRADESH",422.99251
2011-04,"UPPER SIANG, ARUNACHAL PRADESH",422.26298
2011-04,"ERNAKULAM, KERALA",409.07937
2011-04,"PHEK, NAGALAND",399.33930
2004-01,"PULWAMA, JAMMU AND KASHMIR",412.25771
2004-01,"BADGAM, JAMMU AND KASHMIR",400.70649
2004-01,"BARAMULLA, JAMMU AND KASHMIR",363.94613
2004-01,"KUPWARA, JAMMU AND KASHMIR",216.23241
2004-01,"SRINAGAR, JAMMU AND KASHMIR",209.26006
2004-01,"DODA, JAMMU AND KASHMIR",202.79074
2004-01,"ANANTNAG, JAMMU AND KASHMIR",183.12149
2004-01,"SIMLA/MAHASU, HIMACHAL PRADESH",146.60381
2004-01,"UDHAMPUR, JAMMU AND KASHMIR",138.80326
2004-01,"KINNAUR, HIMACHAL PRADESH",135.12669
2011-09,"ERNAKULAM, KERALA",1347.89626
2011-09,"THRISSUR, KERALA",1215.33034
2011-09,"GOLAGHAT, ASSAM",1113.79919
2011-09,"KOZHIKODE, KERALA",1006.55877
2011-09,"KOTTAYAM, KERALA",942.98971
2011-09,"DHUBRI, ASSAM",897.05778
2011-09,"IDUKKI, KERALA",891.27747
2011-09,"KARIMGANJ, ASSAM",874.75025
2011-09,"PATHANAMTHITTA, KERALA",836.16770
2011-09,"KANNUR, KERALA",822.64477
2003-08,"SOUTH GOA, GOA",1262.72049
2003-08,"LAKSHADWEEP, LAKSHADWEEP",1079.09489
2003-08,"KANNUR, KERALA",1038.32187
2003-08,"KASARGOD, KERALA",1023.99103
2003-08,"PAPAMPARE, ARUNACHAL PRADESH",1009.71042
2003-08,"MUMBAI CITY, MAHARASHTRA",999.78597
2003-08,"KOLABA/RAIGARH, MAHARASHTRA",960.33785
2003-08,"RATNAGIRI, MAHARASHTRA",956.76398
2003-08,"THANA, MAHARASHTRA",940.95328
2003-08,"THRISSUR, KERALA",937.13526
2013-08,"GOALPARA, ASSAM",2431.23662
2013-08,"KARIMGANJ, ASSAM",2324.77355
2013-08,"GOLAGHAT, ASSAM",2314.47006
2013-08,"DHUBRI, ASSAM",2275.81819
2013-08,"NALBARI, ASSAM",2204.38784
2013-08,"BONGAIGAON, ASSAM",2037.88495
2013-08,"PULWAMA, JAMMU AND KASHMIR",2027.07692
2013-08,"KOKRAJHAR, ASSAM",1915.75635
2013-08,"KAMRUP, ASSAM",1854.19347
2013-08,"COOCH BEHAR, WEST BENGAL",1734.11130
2002-01,"CHENNAI, TAMILNADU",255.97455
2002-01,"KANCHEEPURAM, TAMILNADU",232.45477
2002-01,"THIRUVALLUR, TAMILNADU",224.69769
2002-01,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",179.53193
2002-01,"PULWAMA, JAMMU AND KASHMIR",151.33754
2002-01,"ANANTNAG, JAMMU AND KASHMIR",121.54828
2002-01,"UPPER SUBANSIRI, ARUNACHAL PRADESH",115.95727
2002-01,"BADGAM, JAMMU AND KASHMIR",113.65441
2002-01,"BARAMULLA, JAMMU AND KASHMIR",113.02356
2002-01,"THENI, TAMILNADU",101.86150
2011-07,"SINDHUDURG, MAHARASHTRA",1864.62247
2011-07,"RATNAGIRI, MAHARASHTRA",1854.67587
2011-07,"GOLAGHAT, ASSAM",1678.43130
2011-07,"KOLABA/RAIGARH, MAHARASHTRA",1546.12601
2011-07,"UDUPI, KARNATAKA",1493.59514
2011-07,"SOUTH GOA, GOA",1484.43309
2011-07,"KANARA NORTH, KARNATAKA",1453.92587
2011-07,"DAMAN, DAMAN AND DIU",1446.06848
2011-07,"THANA, MAHARASHTRA",1420.33054
2011-07,"KOZHIKODE, KERALA",1355.78246
2011-10,"DINDIGUL, TAMILNADU",819.85259
2011-10,"THENI, TAMILNADU",722.90126
2011-10,"NILGIRIS, TAMILNADU",597.52231
2011-10,"KARUR, TAMILNADU",587.03044
2011-10,"COIMBATORE, TAMILNADU",522.49061
2011-10,"IDUKKI, KERALA",520.32927
2011-10,"MADURAI, TAMILNADU",511.92853
2011-10,"KODAGU, KARNATAKA",498.87607
2011-10,"SIVAGANGA, TAMILNADU",495.51599
2011-10,"CHICKMAGALUR, KARNATAKA",492.00123
2004-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",269.74917
2004-12,"GARWAL TEHRI, UTTARAKHAND",224.36570
2004-12,"KARNAL, HARYANA",223.48808
2004-12,"RUDRAPRAYAG, UTTARAKHAND",223.27393
2004-12,"HAMIRPUR, HIMACHAL PRADESH",222.77097
2004-12,"BOKARO, JHARKHAND",221.79121
2004-12,"PORBANDAR, GUJARAT",221.72512
2004-12,"ROOPNAGAR, PUNJAB",221.15005
2004-12,"NADIA, WEST BENGAL",220.55868
2004-12,"DUMKA, JHARKHAND",220.50032
2008-11,"THIRUVANANTHAP, KERALA",460.27053
2008-11,"TIRUNELVELI, TAMILNADU",442.44608
2008-11,"KANNIYAKUMARI, TAMILNADU",428.86539
2008-11,"CHENNAI, TAMILNADU",412.44561
2008-11,"THIRUVARUR, TAMILNADU",405.62335
2008-11,"KOLLAM, KERALA",380.58331
2008-11,"KARUR, TAMILNADU",380.06203
2008-11,"KANCHEEPURAM, TAMILNADU",379.30248
2008-11,"THOOTHUKUDI, TAMILNADU",376.17720
2008-11,"THIRUVALLUR, TAMILNADU",362.05921
2004-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",172.38835
2004-03,"DIBANG VALLEY, ARUNACHAL PRADESH",167.13980
2004-03,"UPPER SIANG, ARUNACHAL PRADESH",136.58666
2004-03,"TIRUNELVELI, TAMILNADU",94.55137
2004-03,"KOLLAM, KERALA",92.00420
2004-03,"WEST SIANG, ARUNACHAL PRADESH",90.86409
2004-03,"NILGIRIS, TAMILNADU",88.21120
2004-03,"KOLAR, KARNATAKA",87.18886
2004-03,"ALAPPUZHA, KERALA",84.65395
2004-03,"THIRUVANANTHAP, KERALA",84.30234
2004-08,"DAMAN, DAMAN AND DIU",1228.25594
2004-08,"MUMBAI CITY, MAHARASHTRA",1153.41415
2004-08,"PAPAMPARE, ARUNACHAL PRADESH",1153.16270
2004-08,"THANA, MAHARASHTRA",1100.96053
2004-08,"KOLABA/RAIGARH, MAHARASHTRA",1042.64044
2004-08,"RATNAGIRI, MAHARASHTRA",984.17481
2004-08,"MORIGAON, ASSAM",945.13319
2004-08,"GOLAGHAT, ASSAM",935.74551
2004-08,"LAKHIMPUR, ASSAM",933.48313
2004-08,"SOUTH GOA, GOA",918.95827
2001-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",152.75631
2001-02,"PULWAMA, JAMMU AND KASHMIR",138.41229
2001-02,"NORTH TRIPURA, TRIPURA",113.72225
2001-02,"UPPER SIANG, ARUNACHAL PRADESH",108.04882
2001-02,"BADGAM, JAMMU AND KASHMIR",105.94340
2001-02,"BARAMULLA, JAMMU AND KASHMIR",100.40989
2001-02,"DIBANG VALLEY, ARUNACHAL PRADESH",98.19418
2001-02,"WEST SIANG, ARUNACHAL PRADESH",98.04296
2001-02,"MON, NAGALAND",97.45561
2001-02,"THIRUVANANTHAP, KERALA",80.14755
2009-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",485.57142
2009-12,"THIRUVARUR, TAMILNADU",313.08799
2009-12,"NAGAPATTINAM, TAMILNADU",306.33885
2009-12,"THENI, TAMILNADU",291.02180
2009-12,"PUDUCHERRY, PUDUCHERRY",279.59951
2009-12,"TANJAVUR, TAMILNADU",276.04977
2009-12,"KARUR, TAMILNADU",257.23569
2009-12,"CUDDALORE, TAMILNADU",255.21243
2009-12,"PUDUKOTTAI, TAMILNADU",246.19543
2009-12,"KANNIYAKUMARI, TAMILNADU",242.75662
2003-09,"CHAMPARAN.WEST, BIHAR",961.80386
2003-09,"CHURACHANDPUR, MANIPUR",709.39837
2003-09,"JHARSUGUDA, ORISSA",703.59017
2003-09,"KANPUR CITY, UTTAR PRADESH",690.45697
2003-09,"NORTH TRIPURA, TRIPURA",676.90589
2003-09,"ALLAHABAD, UTTAR PRADESH",676.68530
2003-09,"ALMORA, UTTARAKHAND",672.05426
2003-09,"MON, NAGALAND",664.17680
2003-09,"PANNA, MADHAYA PRADESH",658.34969
2003-09,"SHAHUJI M NAGAR, UTTAR PRADESH",657.53857
2000-06,"SOUTH GOA, GOA",1832.65343
2000-06,"KASARGOD, KERALA",1460.23404
2000-06,"SINDHUDURG, MAHARASHTRA",1299.12133
2000-06,"KANARA NORTH, KARNATAKA",1236.33323
2000-06,"NORTH GOA, GOA",1229.68091
2000-06,"KANNUR, KERALA",1213.07488
2000-06,"RATNAGIRI, MAHARASHTRA",1206.15122
2000-06,"KANARA SOUTH, KARNATAKA",1192.24581
2000-06,"THRISSUR, KERALA",1184.34594
2000-06,"UDUPI, KARNATAKA",1169.28625
2007-06,"SOUTH GOA, GOA",1317.80825
2007-06,"SINDHUDURG, MAHARASHTRA",1207.24072
2007-06,"KASARGOD, KERALA",1199.63836
2007-06,"THRISSUR, KERALA",1113.64975
2007-06,"KANNUR, KERALA",1065.70474
2007-06,"GOLAGHAT, ASSAM",1021.90696
2007-06,"MUMBAI CITY, MAHARASHTRA",1003.78226
2007-06,"NORTH TRIPURA, TRIPURA",999.56087
2007-06,"KANARA SOUTH, KARNATAKA",968.88042
2007-06,"MALAPPURAM, KERALA",964.43173
2008-07,"ALMORA, UTTARAKHAND",1415.23395
2008-07,"CHAMPARAN.WEST, BIHAR",1362.47151
2008-07,"SOUTH GOA, GOA",1203.98651
2008-07,"PAPAMPARE, ARUNACHAL PRADESH",1182.01572
2008-07,"UPPER SUBANSIRI, ARUNACHAL PRADESH",1080.17905
2008-07,"KASARGOD, KERALA",986.83778
2008-07,"MUMBAI CITY, MAHARASHTRA",983.49479
2008-07,"SINDHUDURG, MAHARASHTRA",977.36234
2008-07,"KISHANGANJ, BIHAR",963.09500
2008-07,"MAHARAJGANJ, UTTAR PRADESH",962.98081
2010-05,"NORTH TRIPURA, TRIPURA",1022.74132
2010-05,"GOLAGHAT, ASSAM",918.61677
2010-05,"LAKHIMPUR, ASSAM",884.37946
2010-05,"KARBI ANGLONG, ASSAM",875.26372
2010-05,"HAILAKANDI, ASSAM",838.70147
2010-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",805.93820
2010-05,"MON, NAGALAND",799.66904
2010-05,"EAST KHASI HILLS, MEGHALAYA",717.22009
2010-05,"SONITPUR, ASSAM",708.18473
2010-05,"EAST SIANG, ARUNACHAL PRADESH",699.19049
2003-11,"THIRUVARUR, TAMILNADU",578.44219
2003-11,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",535.49794
2003-11,"RAMANATHAPURA, TAMILNADU",527.30325
2003-11,"NAGAPATTINAM, TAMILNADU",490.21109
2003-11,"TANJAVUR, TAMILNADU",472.57302
2003-11,"DINDIGUL, TAMILNADU",465.98511
2003-11,"THOOTHUKUDI, TAMILNADU",438.86460
2003-11,"KARUR, TAMILNADU",432.31628
2003-11,"THENI, TAMILNADU",422.14217
2003-11,"PUDUKOTTAI, TAMILNADU",407.71440
2009-09,"NORTH TRIPURA, TRIPURA",831.80878
2009-09,"THRISSUR, KERALA",805.24247
2009-09,"KASARGOD, KERALA",768.14115
2009-09,"ALAPPUZHA, KERALA",741.95472
2009-09,"MON, NAGALAND",739.72143
2009-09,"PAPAMPARE, ARUNACHAL PRADESH",707.88516
2009-09,"JAINTIA HILLS, MEGHALAYA",707.25517
2009-09,"UPPER SUBANSIRI, ARUNACHAL PRADESH",697.76146
2009-09,"WAYANAD, KERALA",687.59102
2009-09,"PATHANAMTHITTA, KERALA",679.99578
2011-02,"PULWAMA, JAMMU AND KASHMIR",361.67679
2011-02,"KARGIL, JAMMU AND KASHMIR",339.66807
2011-02,"ANANTNAG, JAMMU AND KASHMIR",306.50539
2011-02,"BARAMULLA, JAMMU AND KASHMIR",303.92993
2011-02,"KUPWARA, JAMMU AND KASHMIR",233.43375
2011-02,"DODA, JAMMU AND KASHMIR",228.79542
2011-02,"DIBANG VALLEY, ARUNACHAL PRADESH",210.98647
2011-02,"LAHUL AND SPITI, HIMACHAL PRADESH",201.32275
2011-02,"UPPER SIANG, ARUNACHAL PRADESH",196.61838
2011-02,"EAST SIANG, ARUNACHAL PRADESH",179.87536
2011-06,"KOZHIKODE, KERALA",1496.82113
2011-06,"KASARGOD, KERALA",1464.11749
2011-06,"SINDHUDURG, MAHARASHTRA",1389.25142
2011-06,"KANNUR, KERALA",1372.50426
2011-06,"ERNAKULAM, KERALA",1360.12636
2011-06,"RATNAGIRI, MAHARASHTRA",1355.23390
2011-06,"UDUPI, KARNATAKA",1348.41181
2011-06,"THRISSUR, KERALA",1321.81881
2011-06,"KANARA NORTH, KARNATAKA",1178.96848
2011-06,"KANARA SOUTH, KARNATAKA",1149.37264
2009-05,"UPPER SUBANSIRI, ARUNACHAL PRADESH",751.88370
2009-05,"MON, NAGALAND",653.74146
2009-05,"NORTH TRIPURA, TRIPURA",617.74066
2009-05,"EAST KHASI HILLS, MEGHALAYA",612.23414
2009-05,"PAPAMPARE, ARUNACHAL PRADESH",583.41345
2009-05,"JAINTIA HILLS, MEGHALAYA",562.01940
2009-05,"WEST SIANG, ARUNACHAL PRADESH",552.85712
2009-05,"LAKHIMPUR, ASSAM",551.89991
2009-05,"UPPER SIANG, ARUNACHAL PRADESH",551.73938
2009-05,"KARBI ANGLONG, ASSAM",540.14283
2013-03,"DIBANG VALLEY, ARUNACHAL PRADESH",699.78012
2013-03,"UPPER SIANG, ARUNACHAL PRADESH",524.00411
2013-03,"EAST SIANG, ARUNACHAL PRADESH",505.96842
2013-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",433.59435
2013-03,"PULWAMA, JAMMU AND KASHMIR",377.94338
2013-03,"BARAMULLA, JAMMU AND KASHMIR",280.08101
2013-03,"MON, NAGALAND",219.34029
2013-03,"WEST KAMENG, ARUNACHAL PRADESH",208.47701
2013-03,"JORHAT, ASSAM",206.76955
2013-03,"DINDIGUL, TAMILNADU",200.59621
2007-03,"PULWAMA, JAMMU AND KASHMIR",509.62839
2007-03,"BADGAM, JAMMU AND KASHMIR",422.18051
2007-03,"BARAMULLA, JAMMU AND KASHMIR",389.80442
2007-03,"DODA, JAMMU AND KASHMIR",300.84290
2007-03,"ANANTNAG, JAMMU AND KASHMIR",300.37228
2007-03,"KINNAUR, HIMACHAL PRADESH",230.55753
2007-03,"KUPWARA, JAMMU AND KASHMIR",225.58195
2007-03,"SRINAGAR, JAMMU AND KASHMIR",218.80529
2007-03,"SIMLA/MAHASU, HIMACHAL PRADESH",206.68664
2007-03,"CHAMBA, HIMACHAL PRADESH",186.08545
2013-10,"HAILAKANDI, ASSAM",820.74656
2013-10,"KARIMGANJ, ASSAM",804.14595
2013-10,"CACHAR, ASSAM",772.30457
2013-10,"NORTH TRIPURA, TRIPURA",753.34193
2013-10,"PURI, ORISSA",684.60906
2013-10,"GANJAM, ORISSA",659.01485
2013-10,"AIZWAL, MIZORAM",640.45143
2013-10,"ERNAKULAM, KERALA",631.26839
2013-10,"CHURACHANDPUR, MANIPUR",631.09411
2013-10,"VIZIANAGARAM, ANDHRA PRADESH",627.51607
2001-07,"PAPAMPARE, ARUNACHAL PRADESH",1630.28613
2001-07,"SOUTH GOA, GOA",1464.64842
2001-07,"KASARGOD, KERALA",1310.35527
2001-07,"UPPER SUBANSIRI, ARUNACHAL PRADESH",1226.24756
2001-07,"KANNUR, KERALA",1217.34582
2001-07,"RATNAGIRI, MAHARASHTRA",1200.31333
2001-07,"MORIGAON, ASSAM",1199.49926
2001-07,"LAKHIMPUR, ASSAM",1178.24594
2001-07,"WEST SIANG, ARUNACHAL PRADESH",1148.56734
2001-07,"THANA, MAHARASHTRA",1133.26741
2003-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",405.84352
2003-04,"KARBI ANGLONG, ASSAM",352.59850
2003-04,"NORTH TRIPURA, TRIPURA",322.39723
2003-04,"PULWAMA, JAMMU AND KASHMIR",320.92954
2003-04,"SENAPATI, MANIPUR",312.49756
2003-04,"PHEK, NAGALAND",293.17706
2003-04,"WAYANAD, KERALA",266.53262
2003-04,"MON, NAGALAND",266.17471
2003-04,"UPPER SIANG, ARUNACHAL PRADESH",262.17756
2003-04,"LAKHIMPUR, ASSAM",255.82408
2010-12,"KANNIYAKUMARI, TAMILNADU",441.08050
2010-12,"BAY ISLANDS, ANDAMAN AND NICOBAR ISLANDS",392.53464
2010-12,"THIRUVANANTHAP, KERALA",344.03228
2010-12,"NADIA, WEST BENGAL",334.05473
2010-12,"BOKARO, JHARKHAND",334.04529
2010-12,"HAMIRPUR, HIMACHAL PRADESH",326.17977
2010-12,"DUMKA, JHARKHAND",322.82292
2010-12,"GARWAL TEHRI, UTTARAKHAND",317.97693
2010-12,"KARNAL, HARYANA",313.37985
2010-12,"DINAJPUR SOUTH, WEST BENGAL",310.88045
2012-10,"N.C.HILLS, ASSAM",1180.12542
2012-10,"HAILAKANDI, ASSAM",1160.42567
2012-10,"CACHAR, ASSAM",1124.22919
2012-10,"KARIMGANJ, ASSAM",1113.41522
2012-10,"AIZWAL, MIZORAM",1044.18646
2012-10,"NORTH TRIPURA, TRIPURA",978.50070
2012-10,"DINDIGUL, TAMILNADU",955.17661
2012-10,"THENI, TAMILNADU",913.67668
2012-10,"KOHIMA, NAGALAND",908.41229
2012-10,"CHURACHANDPUR, MANIPUR",878.09782
2003-06,"CHHIMTUIPUI, MIZORAM",1419.67036
2003-06,"NORTH TRIPURA, TRIPURA",1330.50759
2003-06,"SOUTH TRIPURA, TRIPURA",1302.72690
2003-06,"SOUTH GOA, GOA",1201.45797
