Month,District_State,MinimumRelativeHumidity
2006-11,"PITHORGARH, UTTARAKHAND",0.14804
2006-11,"SIMLA/MAHASU, HIMACHAL PRADESH",0.15175
2006-11,"MANDI, HIMACHAL PRADESH",0.16100
2006-11,"UDHAMSING NAGAR, UTTARAKHAND",0.16391
2006-11,"CHAMPAWAT, UTTARAKHAND",0.17240
2006-11,"AZAMGARH, UTTAR PRADESH",0.17637
2012-06,"CHANDIGARH, CHANDIGARH",0.08839
2012-06,"SOLAN, HIMACHAL PRADESH",0.08950
2012-06,"AMRITSAR, PUNJAB",0.09091
2012-06,"AMBALA, HARYANA",0.09239
2012-06,"JULLUNDAR, PUNJAB",0.09394
2012-06,"KAPURTHALA, PUNJAB",0.09401
2012-06,"NAINITAL, UTTARAKHAND",0.09578
2012-06,"HARDWAR, UTTARAKHAND",0.09735
2012-06,"BIJNOR, UTTAR PRADESH",0.09796
2012-06,"JAMMU, JAMMU AND KASHMIR",0.09837
2013-07,"GANGANAGAR, RAJASTHAN",0.23497
2013-07,"LADAKH, LADAKH",0.25144
2013-07,"BIKANER, RAJASTHAN",0.27167
2013-07,"FARIDKOT, PUNJAB",0.27562
2013-07,"BHIWANI, HARYANA",0.28509
2013-07,"ROHTAK, HARYANA",0.28782
2013-07,"JAISALMER, RAJASTHAN",0.28783
2013-07,"REWARI, HARYANA",0.28865
2013-07,"MAHENDRAGARH, HARYANA",0.29403
2013-07,"GURGAON, HARYANA",0.29625
2003-03,"NANDURBAR, MAHARASHTRA",0.04839
2003-03,"SURENDRANAGAR, GUJARAT",0.04865
2003-03,"PATAN, GUJARAT",0.05123
2003-03,"BANSWARA, RAJASTHAN",0.05242
2003-03,"RAJKOT, GUJARAT",0.05309
2003-03,"BANASKANTHA, GUJARAT",0.05309
2003-03,"DUNGARPUR, RAJASTHAN",0.05415
2003-03,"KAIRA/KHEDA, GUJARAT",0.05533
2003-03,"RATLAM, MADHAYA PRADESH",0.05535
2003-03,"JALGAON, MAHARASHTRA",0.05646
2009-11,"JALORE, RAJASTHAN",0.11977
2009-11,"BARMER, RAJASTHAN",0.13212
2009-11,"PALI, RAJASTHAN",0.14581
2009-11,"JODHPUR, RAJASTHAN",0.15446
2009-11,"JAISALMER, RAJASTHAN",0.15486
2009-11,"AJMER, RAJASTHAN",0.16112
2009-11,"BIKANER, RAJASTHAN",0.16341
2009-11,"CHURU, RAJASTHAN",0.16726
2009-11,"NAGOUR, RAJASTHAN",0.16845
2009-11,"PATAN, GUJARAT",0.16913
2000-04,"HARDOI, UTTAR PRADESH",0.04165
2000-04,"BARA BANKI, UTTAR PRADESH",0.04182
2000-04,"LUCKNOW, UTTAR PRADESH",0.04205
2000-04,"UNNAO, UTTAR PRADESH",0.04269
2000-04,"KANPUR CITY, UTTAR PRADESH",0.04278
2000-04,"FARRUKHABAD, UTTAR PRADESH",0.04343
2000-04,"RAE BARELI, UTTAR PRADESH",0.04389
2000-04,"AURAIYA, UTTAR PRADESH",0.04423
2000-04,"AMBEDKAR NAGAR, UTTAR PRADESH",0.04423
2000-04,"FAIZABAD, UTTAR PRADESH",0.04423
2000-11,"PATAN, GUJARAT",0.11236
2000-11,"BARMER, RAJASTHAN",0.11509
2000-11,"KINNAUR, HIMACHAL PRADESH",0.11538
2000-11,"FARIDKOT, PUNJAB",0.11611
2000-11,"GANGANAGAR, RAJASTHAN",0.11720
2000-11,"KATHUA, JAMMU AND KASHMIR",0.11816
2000-11,"MANDI, HIMACHAL PRADESH",0.11909
2000-11,"CHAMBA, HIMACHAL PRADESH",0.12311
2000-11,"JALORE, RAJASTHAN",0.12333
2000-11,"JAISALMER, RAJASTHAN",0.12424
2006-01,"PITHORGARH, UTTARAKHAND",0.03896
2006-01,"ALMORA, UTTARAKHAND",0.09290
2006-01,"BARMER, RAJASTHAN",0.09879
2006-01,"DEHRA DUN, UTTARAKHAND",0.11903
2006-01,"JODHPUR, RAJASTHAN",0.11938
2006-01,"GARWAL PAURI, UTTARAKHAND",0.12857
2006-01,"NAGOUR, RAJASTHAN",0.13513
2006-01,"SOUTHSIKKIM, SIKKIM",0.13673
2006-01,"SIMLA/MAHASU, HIMACHAL PRADESH",0.14043
2006-01,"JALORE, RAJASTHAN",0.14471
2012-09,"GANGANAGAR, RAJASTHAN",0.21773
2012-09,"CHURU, RAJASTHAN",0.22824
2012-09,"BIKANER, RAJASTHAN",0.23155
2012-09,"BHIWANI, HARYANA",0.24521
2012-09,"MAHENDRAGARH, HARYANA",0.25370
2012-09,"REWARI, HARYANA",0.25543
2012-09,"SIKAR, RAJASTHAN",0.27400
2012-09,"JAISALMER, RAJASTHAN",0.27558
2012-09,"NAGOUR, RAJASTHAN",0.27620
2012-09,"JODHPUR, RAJASTHAN",0.28154
2011-08,"LADAKH, LADAKH",0.23290
2011-08,"KARGIL, JAMMU AND KASHMIR",0.25438
2011-08,"GANGANAGAR, RAJASTHAN",0.29462
2011-08,"UDHAMPUR, JAMMU AND KASHMIR",0.37679
2011-08,"JAISALMER, RAJASTHAN",0.38507
2011-08,"FARIDKOT, PUNJAB",0.39121
2011-08,"BIKANER, RAJASTHAN",0.41941
2011-08,"FEROZEPORE, PUNJAB",0.43803
2011-08,"ANANTNAG, JAMMU AND KASHMIR",0.45047
2011-08,"CUDDALORE, TAMILNADU",0.45667
2002-02,"PATAN, GUJARAT",0.08333
2002-02,"BANASKANTHA, GUJARAT",0.08430
2002-02,"RAJKOT, GUJARAT",0.08456
2002-02,"SURENDRANAGAR, GUJARAT",0.08841
2002-02,"JALORE, RAJASTHAN",0.10227
2002-02,"BARMER, RAJASTHAN",0.10301
2002-02,"KAIRA/KHEDA, GUJARAT",0.10562
2002-02,"SIROHI, RAJASTHAN",0.10613
2002-02,"JAISALMER, RAJASTHAN",0.10775
2002-02,"UDAIPUR, RAJASTHAN",0.10858
2007-10,"KUPWARA, JAMMU AND KASHMIR",0.08544
2007-10,"BARAMULLA, JAMMU AND KASHMIR",0.08558
2007-10,"MANDI, HIMACHAL PRADESH",0.10089
2007-10,"GANGANAGAR, RAJASTHAN",0.10091
2007-10,"UDHAMPUR, JAMMU AND KASHMIR",0.10511
2007-10,"KATHUA, JAMMU AND KASHMIR",0.11463
2007-10,"JAISALMER, RAJASTHAN",0.11662
2007-10,"BHIWANI, HARYANA",0.11688
2007-10,"MAHENDRAGARH, HARYANA",0.11880
2007-10,"CHANDIGARH, CHANDIGARH",0.12026
2002-10,"BARMER, RAJASTHAN",0.09953
2002-10,"GANGANAGAR, RAJASTHAN",0.10033
2002-10,"JALORE, RAJASTHAN",0.11012
2002-10,"JAISALMER, RAJASTHAN",0.11069
2002-10,"BANASKANTHA, GUJARAT",0.11629
2002-10,"BIKANER, RAJASTHAN",0.11781
2002-10,"PATAN, GUJARAT",0.11859
2002-10,"PALI, RAJASTHAN",0.12094
2002-10,"JODHPUR, RAJASTHAN",0.12119
2002-10,"BHIWANI, HARYANA",0.12465
2005-04,"PATAN, GUJARAT",0.04001
2005-04,"BANASKANTHA, GUJARAT",0.04119
2005-04,"SURENDRANAGAR, GUJARAT",0.04179
2005-04,"KAIRA/KHEDA, GUJARAT",0.04218
2005-04,"INDORE, MADHAYA PRADESH",0.04354
2005-04,"BARODA, GUJARAT",0.04437
2005-04,"NANDURBAR, MAHARASHTRA",0.04449
2005-04,"JHABUA, MADHAYA PRADESH",0.04633
2005-04,"JALORE, RAJASTHAN",0.04674
2005-04,"BHARATPUR, RAJASTHAN",0.04720
2006-12,"ALMORA, UTTARAKHAND",0.10216
2006-12,"GARWAL PAURI, UTTARAKHAND",0.10891
2006-12,"DEHRA DUN, UTTARAKHAND",0.11448
2006-12,"NAINITAL, UTTARAKHAND",0.11865
2006-12,"CHAMPAWAT, UTTARAKHAND",0.13482
2006-12,"PITHORGARH, UTTARAKHAND",0.14017
2006-12,"SIMLA/MAHASU, HIMACHAL PRADESH",0.14356
2006-12,"MANDI, HIMACHAL PRADESH",0.14871
2006-12,"UDHAMSING NAGAR, UTTARAKHAND",0.16391
2006-12,"RAMPUR, UTTAR PRADESH",0.17210
2011-04,"JAISALMER, RAJASTHAN",0.05699
2011-04,"ALLAHABAD, UTTAR PRADESH",0.06231
2011-04,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.06468
2011-04,"PRATAPGARH, UTTAR PRADESH",0.07042
2011-04,"CHAMPARAN.WEST, BIHAR",0.07071
2011-04,"VARANASI, UTTAR PRADESH",0.07187
2011-04,"NAINITAL, UTTARAKHAND",0.07367
2011-04,"AZAMGARH, UTTAR PRADESH",0.07386
2011-04,"BARMER, RAJASTHAN",0.07496
2011-04,"BHABUA, BIHAR",0.07614
2004-01,"DEHRA DUN, UTTARAKHAND",0.17064
2004-01,"ALMORA, UTTARAKHAND",0.17534
2004-01,"MANDI, HIMACHAL PRADESH",0.18185
2004-01,"GARWAL PAURI, UTTARAKHAND",0.18633
2004-01,"SIMLA/MAHASU, HIMACHAL PRADESH",0.18657
2004-01,"OSMANABAD, MAHARASHTRA",0.21213
2004-01,"PARBHANI, MAHARASHTRA",0.21830
2004-01,"SOUTHSIKKIM, SIKKIM",0.22230
2004-01,"BARMER, RAJASTHAN",0.22242
2004-01,"JALORE, RAJASTHAN",0.22551
2011-09,"ANANTNAG, JAMMU AND KASHMIR",0.29243
2011-09,"GANGANAGAR, RAJASTHAN",0.31204
2011-09,"UDHAMPUR, JAMMU AND KASHMIR",0.31287
2011-09,"BADGAM, JAMMU AND KASHMIR",0.32524
2011-09,"KUPWARA, JAMMU AND KASHMIR",0.33317
2011-09,"DODA, JAMMU AND KASHMIR",0.33926
2011-09,"PULWAMA, JAMMU AND KASHMIR",0.35403
2011-09,"KARGIL, JAMMU AND KASHMIR",0.37258
2011-09,"BARAMULLA, JAMMU AND KASHMIR",0.37434
2011-09,"LADAKH, LADAKH",0.38203
2003-08,"GANGANAGAR, RAJASTHAN",0.21007
2003-08,"UDHAMPUR, JAMMU AND KASHMIR",0.26206
2003-08,"JAMMU, JAMMU AND KASHMIR",0.26238
2003-08,"FARIDKOT, PUNJAB",0.29602
2003-08,"JAISALMER, RAJASTHAN",0.29835
2003-08,"AMRITSAR, PUNJAB",0.30440
2003-08,"KATHUA, JAMMU AND KASHMIR",0.30445
2003-08,"DODA, JAMMU AND KASHMIR",0.30782
2003-08,"LADAKH, LADAKH",0.31301
2003-08,"KUPWARA, JAMMU AND KASHMIR",0.31580
2013-08,"GANGANAGAR, RAJASTHAN",0.35965
2013-08,"JAISALMER, RAJASTHAN",0.40354
2013-08,"BIKANER, RAJASTHAN",0.41677
2013-08,"BHIWANI, HARYANA",0.42571
2013-08,"CHURU, RAJASTHAN",0.43031
2013-08,"CHENNAI, TAMILNADU",0.44309
2013-08,"REWARI, HARYANA",0.44586
2013-08,"GOPALGANJ, BIHAR",0.44636
2013-08,"MAHENDRAGARH, HARYANA",0.44800
2013-08,"THIRUVALLUR, TAMILNADU",0.44850
2002-01,"DEHRA DUN, UTTARAKHAND",0.13071
2002-01,"BARODA, GUJARAT",0.14176
2002-01,"RAJKOT, GUJARAT",0.14370
2002-01,"RATLAM, MADHAYA PRADESH",0.14430
2002-01,"BANSWARA, RAJASTHAN",0.14920
2002-01,"KAIRA/KHEDA, GUJARAT",0.15144
2002-01,"SURENDRANAGAR, GUJARAT",0.15415
2002-01,"UJJAIN, MADHAYA PRADESH",0.15606
2002-01,"BIDAR, KARNATAKA",0.15620
2002-01,"GARWAL PAURI, UTTARAKHAND",0.15638
2011-07,"GANGANAGAR, RAJASTHAN",0.20676
2011-07,"UDHAMPUR, JAMMU AND KASHMIR",0.25348
2011-07,"BIKANER, RAJASTHAN",0.27804
2011-07,"FARIDKOT, PUNJAB",0.30246
2011-07,"CHURU, RAJASTHAN",0.30744
2011-07,"JAISALMER, RAJASTHAN",0.31062
2011-07,"KATHUA, JAMMU AND KASHMIR",0.31704
2011-07,"AMRITSAR, PUNJAB",0.32648
2011-07,"JODHPUR, RAJASTHAN",0.33028
2011-07,"NAGOUR, RAJASTHAN",0.33525
2011-10,"BIKANER, RAJASTHAN",0.15241
2011-10,"KUPWARA, JAMMU AND KASHMIR",0.15306
2011-10,"UDHAMPUR, JAMMU AND KASHMIR",0.15320
2011-10,"JAISALMER, RAJASTHAN",0.15341
2011-10,"KINNAUR, HIMACHAL PRADESH",0.15430
2011-10,"PITHORGARH, UTTARAKHAND",0.16275
2011-10,"BADGAM, JAMMU AND KASHMIR",0.17337
2011-10,"EAST SIKKIM, SIKKIM",0.17411
2011-10,"BARMER, RAJASTHAN",0.17808
2011-10,"DODA, JAMMU AND KASHMIR",0.18274
2004-12,"DEHRA DUN, UTTARAKHAND",0.09284
2004-12,"GARWAL PAURI, UTTARAKHAND",0.10218
2004-12,"ALMORA, UTTARAKHAND",0.10519
2004-12,"BARAMULLA, JAMMU AND KASHMIR",0.10596
2004-12,"UDHAMPUR, JAMMU AND KASHMIR",0.10990
2004-12,"KUPWARA, JAMMU AND KASHMIR",0.11376
2004-12,"DODA, JAMMU AND KASHMIR",0.11671
2004-12,"NAINITAL, UTTARAKHAND",0.13018
2004-12,"PULWAMA, JAMMU AND KASHMIR",0.13068
2004-12,"SIMLA/MAHASU, HIMACHAL PRADESH",0.13178
2008-11,"KINNAUR, HIMACHAL PRADESH",0.06544
2008-11,"BARAMULLA, JAMMU AND KASHMIR",0.06717
2008-11,"KUPWARA, JAMMU AND KASHMIR",0.07009
2008-11,"ANANTNAG, JAMMU AND KASHMIR",0.07501
2008-11,"PULWAMA, JAMMU AND KASHMIR",0.09481
2008-11,"PITHORGARH, UTTARAKHAND",0.10420
2008-11,"BADGAM, JAMMU AND KASHMIR",0.10913
2008-11,"DODA, JAMMU AND KASHMIR",0.11230
2008-11,"UDHAMPUR, JAMMU AND KASHMIR",0.11266
2008-11,"CHAMBA, HIMACHAL PRADESH",0.13417
2004-03,"DANGS, GUJARAT",0.05362
2004-03,"NANDURBAR, MAHARASHTRA",0.05896
2004-03,"JAISALMER, RAJASTHAN",0.05954
2004-03,"NASIK, MAHARASHTRA",0.05980
2004-03,"OSMANABAD, MAHARASHTRA",0.06033
2004-03,"KAIRA/KHEDA, GUJARAT",0.06040
2004-03,"BARODA, GUJARAT",0.06099
2004-03,"GANGANAGAR, RAJASTHAN",0.06213
2004-03,"CHAMPARAN.WEST, BIHAR",0.06275
2004-03,"DHULIA, MAHARASHTRA",0.06308
2004-08,"LADAKH, LADAKH",0.19469
2004-08,"GANGANAGAR, RAJASTHAN",0.19740
2004-08,"FARIDKOT, PUNJAB",0.21549
2004-08,"UDHAMPUR, JAMMU AND KASHMIR",0.24858
2004-08,"KARGIL, JAMMU AND KASHMIR",0.25245
2004-08,"CHURU, RAJASTHAN",0.27790
2004-08,"JAMMU, JAMMU AND KASHMIR",0.28066
2004-08,"BIKANER, RAJASTHAN",0.28533
2004-08,"BHIWANI, HARYANA",0.28676
2004-08,"DODA, JAMMU AND KASHMIR",0.29381
2001-02,"DEHRA DUN, UTTARAKHAND",0.06273
2001-02,"MEDAK, TELANGANA",0.06591
2001-02,"NALGONDA, TELANGANA",0.06743
2001-02,"KARIMNAGAR, TELANGANA",0.07076
2001-02,"BIDAR, KARNATAKA",0.07217
2001-02,"NIZAMABAD, TELANGANA",0.07225
2001-02,"RANGAREDDY, TELANGANA",0.07598
2001-02,"BARMER, RAJASTHAN",0.07616
2001-02,"SURENDRANAGAR, GUJARAT",0.07622
2001-02,"MAHBUBNAGAR, TELANGANA",0.07699
2009-12,"SURENDRANAGAR, GUJARAT",0.19255
2009-12,"RAJKOT, GUJARAT",0.19372
2009-12,"JAISALMER, RAJASTHAN",0.19384
2009-12,"BARMER, RAJASTHAN",0.19669
2009-12,"PATAN, GUJARAT",0.19767
2009-12,"BANASKANTHA, GUJARAT",0.20813
2009-12,"SIROHI, RAJASTHAN",0.22564
2009-12,"JALORE, RAJASTHAN",0.22932
2009-12,"BIKANER, RAJASTHAN",0.23341
2009-12,"UDAIPUR, RAJASTHAN",0.23551
2003-09,"GANGANAGAR, RAJASTHAN",0.16990
2003-09,"MANDI, HIMACHAL PRADESH",0.17726
2003-09,"AMRITSAR, PUNJAB",0.20432
2003-09,"BIKANER, RAJASTHAN",0.21960
2003-09,"KATHUA, JAMMU AND KASHMIR",0.22376
2003-09,"LADAKH, LADAKH",0.22787
2003-09,"CHURU, RAJASTHAN",0.22925
2003-09,"GURDASPUR, PUNJAB",0.23511
2003-09,"KUPWARA, JAMMU AND KASHMIR",0.23512
2003-09,"JAISALMER, RAJASTHAN",0.24199
2000-06,"JAMMU, JAMMU AND KASHMIR",0.09803
2000-06,"GANGANAGAR, RAJASTHAN",0.10773
2000-06,"AMRITSAR, PUNJAB",0.11751
2000-06,"FARIDKOT, PUNJAB",0.11764
2000-06,"KATHUA, JAMMU AND KASHMIR",0.11819
2000-06,"GURDASPUR, PUNJAB",0.11819
2000-06,"UDHAMPUR, JAMMU AND KASHMIR",0.11990
2000-06,"SANGRUR, PUNJAB",0.12586
2000-06,"JULLUNDAR, PUNJAB",0.12983
2000-06,"KAPURTHALA, PUNJAB",0.13028
2007-06,"JAMMU, JAMMU AND KASHMIR",0.08049
2007-06,"KATHUA, JAMMU AND KASHMIR",0.09103
2007-06,"AMRITSAR, PUNJAB",0.09264
2007-06,"GURDASPUR, PUNJAB",0.09296
2007-06,"PRATAPGARH, UTTAR PRADESH",0.09920
2007-06,"ALLAHABAD, UTTAR PRADESH",0.09929
2007-06,"S.RAVIDAS NAGAR, UTTAR PRADESH",0.10132
2007-06,"KAPURTHALA, PUNJAB",0.10372
2007-06,"UDHAMPUR, JAMMU AND KASHMIR",0.10452
2007-06,"VARANASI, UTTAR PRADESH",0.10595
2008-07,"LADAKH, LADAKH",0.15281
2008-07,"GANGANAGAR, RAJASTHAN",0.19916
2008-07,"FARIDKOT, PUNJAB",0.24089
2008-07,"KARGIL, JAMMU AND KASHMIR",0.25602
2008-07,"BIKANER, RAJASTHAN",0.25637
2008-07,"CHURU, RAJASTHAN",0.27601
2008-07,"JAMMU, JAMMU AND KASHMIR",0.28770
2008-07,"AMRITSAR, PUNJAB",0.29213
2008-07,"JAISALMER, RAJASTHAN",0.29297
2008-07,"BHIWANI, HARYANA",0.30294
2010-05,"AURAIYA, UTTAR PRADESH",0.06909
2010-05,"CHANDIGARH, CHANDIGARH",0.07085
2010-05,"KAITHAL, HARYANA",0.07204
2010-05,"SANGRUR, PUNJAB",0.07264
2010-05,"KARAULI, RAJASTHAN",0.07321
2010-05,"MAU, UTTAR PRADESH",0.07402
2010-05,"HARDOI, UTTAR PRADESH",0.07450
2010-05,"KURUKSHTRA, HARYANA",0.07489
2010-05,"AMBALA, HARYANA",0.07502
2010-05,"GORAKHPUR, UTTAR PRADESH",0.07544
2003-11,"MANDI, HIMACHAL PRADESH",0.10880
2003-11,"SIMLA/MAHASU, HIMACHAL PRADESH",0.11001
2003-11,"KINNAUR, HIMACHAL PRADESH",0.11166
2003-11,"PATAN, GUJARAT",0.11301
2003-11,"SURENDRANAGAR, GUJARAT",0.12373
2003-11,"JALORE, RAJASTHAN",0.12713
2003-11,"RAJKOT, GUJARAT",0.12725
2003-11,"BARMER, RAJASTHAN",0.12834
2003-11,"BANASKANTHA, GUJARAT",0.13538
2003-11,"ALMORA, UTTARAKHAND",0.14051
2009-09,"GANGANAGAR, RAJASTHAN",0.15700
2009-09,"CHURU, RAJASTHAN",0.16399
2009-09,"BIKANER, RAJASTHAN",0.16693
2009-09,"MAHENDRAGARH, HARYANA",0.18677
2009-09,"BHIWANI, HARYANA",0.19316
2009-09,"ALWAR, RAJASTHAN",0.19613
2009-09,"JAIPUR, RAJASTHAN",0.19832
2009-09,"SIKAR, RAJASTHAN",0.19922
2009-09,"DAUSA, RAJASTHAN",0.20006
2009-09,"JALORE, RAJASTHAN",0.20359
2011-02,"EAST SIKKIM, SIKKIM",0.08366
2011-02,"SOUTHSIKKIM, SIKKIM",0.09501
2011-02,"BARMER, RAJASTHAN",0.11288
2011-02,"JAISALMER, RAJASTHAN",0.14241
2011-02,"GARWAL PAURI, UTTARAKHAND",0.14284
2011-02,"BIKANER, RAJASTHAN",0.14347
2011-02,"JALORE, RAJASTHAN",0.14802
2011-02,"DEHRA DUN, UTTARAKHAND",0.15149
2011-02,"ALMORA, UTTARAKHAND",0.15888
2011-02,"KISHANGANJ, BIHAR",0.16017
2011-06,"GANGANAGAR, RAJASTHAN",0.09549
2011-06,"BIKANER, RAJASTHAN",0.11285
2011-06,"CHURU, RAJASTHAN",0.11288
2011-06,"KARAULI, RAJASTHAN",0.11423
2011-06,"RAE BARELI, UTTAR PRADESH",0.11542
2011-06,"JODHPUR, RAJASTHAN",0.11724
2011-06,"DAUSA, RAJASTHAN",0.11787
2011-06,"JAISALMER, RAJASTHAN",0.11862
2011-06,"JAIPUR, RAJASTHAN",0.11932
2011-06,"JALAUN, UTTAR PRADESH",0.11961
2009-05,"SAGAR, MADHAYA PRADESH",0.07758
2009-05,"SHIVPURI, MADHAYA PRADESH",0.07936
2009-05,"BARAN, RAJASTHAN",0.08085
2009-05,"JABALPUR, MADHAYA PRADESH",0.08145
2009-05,"VIDISHA, MADHAYA PRADESH",0.08167
2009-05,"RAESEN, MADHAYA PRADESH",0.08225
2009-05,"BULANDSHAHR, UTTAR PRADESH",0.08233
2009-05,"GUNA, MADHAYA PRADESH",0.08252
2009-05,"ALIGARH, UTTAR PRADESH",0.08254
2009-05,"BAGHPAT, UTTAR PRADESH",0.08265
2013-03,"SOUTHSIKKIM, SIKKIM",0.06633
2013-03,"BARODA, GUJARAT",0.07518
2013-03,"EAST SIKKIM, SIKKIM",0.07650
2013-03,"NANDURBAR, MAHARASHTRA",0.08261
2013-03,"JHABUA, MADHAYA PRADESH",0.08329
2013-03,"KISHANGANJ, BIHAR",0.08730
2013-03,"BARWANI, MADHAYA PRADESH",0.08775
2013-03,"RATLAM, MADHAYA PRADESH",0.08798
2013-03,"OSMANABAD, MAHARASHTRA",0.09132
2013-03,"KHARGONE, MADHAYA PRADESH",0.09254
2007-03,"HINGOLI, MAHARASHTRA",0.09450
2007-03,"PARBHANI, MAHARASHTRA",0.09454
2007-03,"YEOTMAL, MAHARASHTRA",0.09730
2007-03,"AKOLA, MAHARASHTRA",0.09783
2007-03,"LATUR, MAHARASHTRA",0.09812
2007-03,"OSMANABAD, MAHARASHTRA",0.09880
2007-03,"INDORE, MADHAYA PRADESH",0.10027
2007-03,"NANDED, MAHARASHTRA",0.10220
2007-03,"JALNA, MAHARASHTRA",0.10271
2007-03,"WASHIM, MAHARASHTRA",0.10300
2013-10,"KINNAUR, HIMACHAL PRADESH",0.15019
2013-10,"GANGANAGAR, RAJASTHAN",0.17928
2013-10,"BIKANER, RAJASTHAN",0.19049
2013-10,"JAISALMER, RAJASTHAN",0.19224
2013-10,"PITHORGARH, UTTARAKHAND",0.19669
2013-10,"KUPWARA, JAMMU AND KASHMIR",0.20199
2013-10,"UDHAMPUR, JAMMU AND KASHMIR",0.21147
2013-10,"CHURU, RAJASTHAN",0.21769
2013-10,"BARMER, RAJASTHAN",0.22082
2013-10,"NAGOUR, RAJASTHAN",0.23905
2001-07,"LADAKH, LADAKH",0.19301
2001-07,"AMRITSAR, PUNJAB",0.20190
2001-07,"JAMMU, JAMMU AND KASHMIR",0.20724
2001-07,"KAPURTHALA, PUNJAB",0.21609
2001-07,"FARIDKOT, PUNJAB",0.21800
2001-07,"SANGRUR, PUNJAB",0.21817
2001-07,"JULLUNDAR, PUNJAB",0.22261
2001-07,"GURDASPUR, PUNJAB",0.22376
2001-07,"GANGANAGAR, RAJASTHAN",0.23389
2001-07,"KATHUA, JAMMU AND KASHMIR",0.24001
2003-04,"NEEMUCH, MADHAYA PRADESH",0.05793
2003-04,"GANGANAGAR, RAJASTHAN",0.05854
2003-04,"JODHPUR, RAJASTHAN",0.05994
2003-04,"CHITTORGARH, RAJASTHAN",0.06095
2003-04,"JAISALMER, RAJASTHAN",0.06166
2003-04,"BHILWARA, RAJASTHAN",0.06228
2003-04,"GORAKHPUR, UTTAR PRADESH",0.06367
2003-04,"MADHEPURA, BIHAR",0.06368
2003-04,"MORENA, MADHAYA PRADESH",0.06391
2003-04,"SHAJAPUR, MADHAYA PRADESH",0.06396
2010-12,"GANGANAGAR, RAJASTHAN",0.18619
2010-12,"CHURU, RAJASTHAN",0.18674
2010-12,"BARMER, RAJASTHAN",0.22517
2010-12,"SIKAR, RAJASTHAN",0.22645
2010-12,"JALORE, RAJASTHAN",0.23232
2010-12,"BIKANER, RAJASTHAN",0.23579
2010-12,"FARIDKOT, PUNJAB",0.23733
2010-12,"BANASKANTHA, GUJARAT",0.24345
2010-12,"RATLAM, MADHAYA PRADESH",0.24414
2010-12,"RAJKOT, GUJARAT",0.24609
2012-10,"EAST SIKKIM, SIKKIM",0.06844
2012-10,"SOUTHSIKKIM, SIKKIM",0.10497
2012-10,"GANGANAGAR, RAJASTHAN",0.13485
2012-10,"JAISALMER, RAJASTHAN",0.14418
2012-10,"BARMER, RAJASTHAN",0.14878
2012-10,"CHURU, RAJASTHAN",0.16087
2012-10,"JODHPUR, RAJASTHAN",0.16412
2012-10,"BIKANER, RAJASTHAN",0.16632
2012-10,"SIKAR, RAJASTHAN",0.16635
2012-10,"BHIWANI, HARYANA",0.17035
2003-06,"CHANDIGARH, CHANDIGARH",0.06020
2003-06,"AMRITSAR, PUNJAB",0.06053
2003-06,"SANGRUR, PUNJAB",0.06093
2003-06,"JAMMU, JAMMU AND KASHMIR",0.06123
2003-06,"AMBALA, HARYANA",0.06451
2003-06,"KATHUA, JAMMU AND KASHMIR",0.06623
2003-06,"JULLUNDAR, PUNJAB",0.06643
2003-06,"KAPURTHALA, PUNJAB",0.06758
2003-06,"SOLAN, HIMACHAL PRADESH",0.06781
2003-06,"UDHAMSING NAGAR, UTTARAKHAND",0.07036
2003-10,"JAISALMER, RAJASTHAN",0.10253
2003-10,"BARMER, RAJASTHAN",0.10275
2003-10,"GANGANAGAR, RAJASTHAN",0.10420
2003-10,"JALORE, RAJASTHAN",0.10434
2003-10,"MANDI, HIMACHAL PRADESH",0.10944
2003-10,"JODHPUR, RAJASTHAN",0.11268
2003-10,"SANGRUR, PUNJAB",0.12412
2003-10,"BIKANER, RAJASTHAN",0.12711
2003-10,"PALI, RAJASTHAN",0.12769
2003-10,"SIROHI, RAJASTHAN",0.12965
2005-08,"GANGANAGAR, RAJASTHAN",0.20925
2005-08,"FARIDKOT, PUNJAB",0.21723
2005-08,"BHIWANI, HARYANA",0.22855
2005-08,"ROHTAK, HARYANA",0.23750
2005-08,"PANIPAT, HARYANA",0.25257
2005-08,"MAHENDRAGARH, HARYANA",0.25573
2005-08,"REWARI, HARYANA",0.25608
2005-08,"GURGAON, HARYANA",0.25767
2005-08,"BAGHPAT, UTTAR PRADESH",0.26366
2005-08,"DELHI, NEW DELHI",0.26581
2007-11,"BARAMULLA, JAMMU AND KASHMIR",0.05544
2007-11,"KUPWARA, JAMMU AND KASHMIR",0.08492
2007-11,"BADGAM, JAMMU AND KASHMIR",0.10654
2007-11,"BARMER, RAJASTHAN",0.10826
2007-11,"UDHAMPUR, JAMMU AND KASHMIR",0.10966
2007-11,"JAISALMER, RAJASTHAN",0.11231
2007-11,"GANGANAGAR, RAJASTHAN",0.11356
2007-11,"JALORE, RAJASTHAN",0.11910
2007-11,"BIKANER, RAJASTHAN",0.12268
2007-11,"JODHPUR, RAJASTHAN",0.12530
2011-12,"KINNAUR, HIMACHAL PRADESH",0.04498
2011-12,"SOUTHSIKKIM, SIKKIM",0.05815
2011-12,"EAST SIKKIM, SIKKIM",0.05898
2011-12,"LAHUL AND SPITI, HIMACHAL PRADESH",0.08972
