Month,District_State,MaximumRelativeHumidity
2009-04,"WEST SIANG, ARUNACHAL PRADESH",0.94886
2009-04,"KARGIL, JAMMU AND KASHMIR",0.94618
2009-03,"BARAMULLA, JAMMU AND KASHMIR",0.99298
2009-03,"PHEK, NAGALAND",0.98572
2009-03,"PULWAMA, JAMMU AND KASHMIR",0.98402
2009-03,"BADGAM, JAMMU AND KASHMIR",0.97876
2009-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97838
2009-03,"UPPER SIANG, ARUNACHAL PRADESH",0.97553
2009-03,"SENAPATI, MANIPUR",0.97053
2009-03,"KARGIL, JAMMU AND KASHMIR",0.95970
2009-03,"MON, NAGALAND",0.95781
2009-03,"KOHIMA, NAGALAND",0.95114
2013-01,"MON, NAGALAND",0.98916
2013-01,"PULWAMA, JAMMU AND KASHMIR",0.98120
2013-01,"JORHAT, ASSAM",0.97170
2013-01,"TIRAP, ARUNACHAL PRADESH",0.97003
2013-01,"SIBSAGAR, ASSAM",0.96995
2013-01,"WEST KAMENG, ARUNACHAL PRADESH",0.96805
2013-01,"CHANDIGARH, CHANDIGARH",0.96559
2013-01,"GOLAGHAT, ASSAM",0.96488
2013-01,"KINNAUR, HIMACHAL PRADESH",0.96482
2013-01,"UNA, HIMACHAL PRADESH",0.96480
2002-07,"SENAPATI, MANIPUR",0.98341
2002-07,"PHEK, NAGALAND",0.98332
2002-07,"MON, NAGALAND",0.98287
2002-07,"N.C.HILLS, ASSAM",0.98179
2002-07,"KARBI ANGLONG, ASSAM",0.98166
2002-07,"GOLAGHAT, ASSAM",0.98117
2002-07,"NILGIRIS, TAMILNADU",0.97949
2002-07,"WEST KAMENG, ARUNACHAL PRADESH",0.97914
2002-07,"KOHIMA, NAGALAND",0.97908
2002-07,"GOALPARA, ASSAM",0.97894
2001-09,"NILGIRIS, TAMILNADU",0.98436
2001-09,"SENAPATI, MANIPUR",0.98400
2001-09,"PHEK, NAGALAND",0.98367
2001-09,"MON, NAGALAND",0.98226
2001-09,"MORIGAON, ASSAM",0.97766
2001-09,"JAINTIA HILLS, MEGHALAYA",0.97740
2001-09,"CHANGLANG, ARUNACHAL PRADESH",0.97681
2001-09,"TINSUKIA, ASSAM",0.97637
2001-09,"WAYANAD, KERALA",0.97629
2001-09,"TIRAP, ARUNACHAL PRADESH",0.97616
2008-01,"PULWAMA, JAMMU AND KASHMIR",0.99628
2008-01,"BARAMULLA, JAMMU AND KASHMIR",0.99605
2008-01,"BADGAM, JAMMU AND KASHMIR",0.99598
2008-01,"PHEK, NAGALAND",0.99081
2008-01,"SENAPATI, MANIPUR",0.99061
2008-01,"GOLAGHAT, ASSAM",0.98868
2008-01,"KARBI ANGLONG, ASSAM",0.98825
2008-01,"N.C.HILLS, ASSAM",0.98593
2008-01,"MON, NAGALAND",0.98355
2008-01,"KOHIMA, NAGALAND",0.98264
2002-05,"PHEK, NAGALAND",0.98578
2002-05,"SENAPATI, MANIPUR",0.98270
2002-05,"KOHIMA, NAGALAND",0.98198
2002-05,"NILGIRIS, TAMILNADU",0.98129
2002-05,"N.C.HILLS, ASSAM",0.97989
2002-05,"KARBI ANGLONG, ASSAM",0.97976
2002-05,"MON, NAGALAND",0.97914
2002-05,"GOLAGHAT, ASSAM",0.97806
2002-05,"WEST GARO HILLS, MEGHALAYA",0.97372
2002-05,"WAYANAD, KERALA",0.97350
2010-10,"SENAPATI, MANIPUR",0.98830
2010-10,"PHEK, NAGALAND",0.98820
2010-10,"MON, NAGALAND",0.98767
2010-10,"PULWAMA, JAMMU AND KASHMIR",0.98746
2010-10,"N.C.HILLS, ASSAM",0.98611
2010-10,"KARBI ANGLONG, ASSAM",0.98571
2010-10,"KOHIMA, NAGALAND",0.98531
2010-10,"GOLAGHAT, ASSAM",0.98525
2010-10,"TUENSANG, NAGALAND",0.98483
2010-10,"TINSUKIA, ASSAM",0.98392
2004-09,"PHEK, NAGALAND",0.98751
2004-09,"SENAPATI, MANIPUR",0.98725
2004-09,"N.C.HILLS, ASSAM",0.98411
2004-09,"MON, NAGALAND",0.98339
2004-09,"TUENSANG, NAGALAND",0.98218
2004-09,"KOHIMA, NAGALAND",0.98209
2004-09,"GOLAGHAT, ASSAM",0.98172
2004-09,"NORTH TRIPURA, TRIPURA",0.98163
2004-09,"HAILAKANDI, ASSAM",0.98061
2004-09,"KARBI ANGLONG, ASSAM",0.97972
2009-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98486
2009-06,"NILGIRIS, TAMILNADU",0.98437
2009-06,"SENAPATI, MANIPUR",0.98394
2009-06,"PHEK, NAGALAND",0.98317
2009-06,"UPPER SIANG, ARUNACHAL PRADESH",0.98302
2009-06,"GOALPARA, ASSAM",0.98052
2009-06,"N.C.HILLS, ASSAM",0.98043
2009-06,"PAPAMPARE, ARUNACHAL PRADESH",0.97970
2009-06,"WEST KAMENG, ARUNACHAL PRADESH",0.97952
2009-06,"MON, NAGALAND",0.97899
2013-04,"EAST SIANG, ARUNACHAL PRADESH",0.98414
2013-04,"DIBANG VALLEY, ARUNACHAL PRADESH",0.97997
2013-04,"GOLAGHAT, ASSAM",0.97841
2013-04,"JORHAT, ASSAM",0.97708
2013-04,"KARBI ANGLONG, ASSAM",0.97488
2013-04,"KARGIL, JAMMU AND KASHMIR",0.97395
2013-04,"WEST KAMENG, ARUNACHAL PRADESH",0.97391
2013-04,"MON, NAGALAND",0.97336
2013-04,"PHEK, NAGALAND",0.97208
2013-04,"LOWER SUBANSIRI, ARUNACHAL PRADESH",0.97088
2012-03,"KUPWARA, JAMMU AND KASHMIR",0.97694
2012-03,"CHHIMTUIPUI, MIZORAM",0.96407
2012-03,"EAST SIANG, ARUNACHAL PRADESH",0.96067
2012-03,"KARGIL, JAMMU AND KASHMIR",0.95659
2012-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.94742
2012-03,"BARAMULLA, JAMMU AND KASHMIR",0.94705
2012-03,"UPPER SIANG, ARUNACHAL PRADESH",0.94305
2012-03,"PHEK, NAGALAND",0.93522
2012-03,"PULWAMA, JAMMU AND KASHMIR",0.93399
2012-03,"DIBANG VALLEY, ARUNACHAL PRADESH",0.91797
2007-04,"PHEK, NAGALAND",0.98900
2007-04,"SENAPATI, MANIPUR",0.98714
2007-04,"KARBI ANGLONG, ASSAM",0.98445
2007-04,"GOLAGHAT, ASSAM",0.98340
2007-04,"MON, NAGALAND",0.97921
2007-04,"KOHIMA, NAGALAND",0.97241
2007-04,"TUENSANG, NAGALAND",0.96790
2007-04,"GOALPARA, ASSAM",0.96245
2007-04,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.96151
2007-04,"PAPAMPARE, ARUNACHAL PRADESH",0.96083
2008-03,"NILGIRIS, TAMILNADU",0.97938
2008-03,"WAYANAD, KERALA",0.96461
2008-03,"DINDIGUL, TAMILNADU",0.95678
2008-03,"SHIMOGA, KARNATAKA",0.95652
2008-03,"CHAMARAJANAGA, KARNATAKA",0.95469
2008-03,"HASSAN, KARNATAKA",0.95443
2008-03,"BANGALORE URBA, KARNATAKA",0.95398
2008-03,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.95256
2008-03,"PALAKKAD, KERALA",0.95148
2008-03,"KODAGU, KARNATAKA",0.95037
2009-02,"BARAMULLA, JAMMU AND KASHMIR",0.99107
2009-02,"PULWAMA, JAMMU AND KASHMIR",0.98953
2009-02,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.98353
2009-02,"UPPER SIANG, ARUNACHAL PRADESH",0.98273
2009-02,"BADGAM, JAMMU AND KASHMIR",0.98156
2009-02,"KUPWARA, JAMMU AND KASHMIR",0.97067
2009-02,"JAMMU, JAMMU AND KASHMIR",0.96330
2009-02,"PAPAMPARE, ARUNACHAL PRADESH",0.95670
2009-02,"WEST SIANG, ARUNACHAL PRADESH",0.95426
2009-02,"EAST KAMENG, ARUNACHAL PRADESH",0.94429
2008-10,"SENAPATI, MANIPUR",0.98947
2008-10,"PHEK, NAGALAND",0.98920
2008-10,"MON, NAGALAND",0.98918
2008-10,"KARBI ANGLONG, ASSAM",0.98848
2008-10,"GOLAGHAT, ASSAM",0.98803
2008-10,"N.C.HILLS, ASSAM",0.98780
2008-10,"KOHIMA, NAGALAND",0.98764
2008-10,"TINSUKIA, ASSAM",0.98612
2008-10,"TUENSANG, NAGALAND",0.98572
2008-10,"GOALPARA, ASSAM",0.98516
2004-07,"SENAPATI, MANIPUR",0.98477
2004-07,"PHEK, NAGALAND",0.98434
2004-07,"MON, NAGALAND",0.98356
2004-07,"N.C.HILLS, ASSAM",0.98329
2004-07,"KARBI ANGLONG, ASSAM",0.98283
2004-07,"GOLAGHAT, ASSAM",0.98226
2004-07,"JAINTIA HILLS, MEGHALAYA",0.98195
2004-07,"KOHIMA, NAGALAND",0.98160
2004-07,"NILGIRIS, TAMILNADU",0.98109
2004-07,"WEST KAMENG, ARUNACHAL PRADESH",0.98106
2006-06,"SENAPATI, MANIPUR",0.98434
2006-06,"NILGIRIS, TAMILNADU",0.98374
2006-06,"PHEK, NAGALAND",0.98294
2006-06,"N.C.HILLS, ASSAM",0.97955
2006-06,"UPPER SUBANSIRI, ARUNACHAL PRADESH",0.97951
2006-06,"GOLAGHAT, ASSAM",0.97918
2006-06,"NORTH TRIPURA, TRIPURA",0.97870
2006-06,"KARBI ANGLONG, ASSAM",0.97645
2006-06,"KARGIL, JAMMU AND KASHMIR",0.97624
2006-06,"MON, NAGALAND",0.97609
